Mhairi	// User ID
15-7-2024	// Evaluation date
P23_JA_Slow	10-7-2024	15:30:22:203	// Source file name and timestamp
100.000	// Sampling rate
85.568	// Data capture period



Sample #	IMU1_Q0	IMU1_Q1	IMU1_Q2	IMU1_Q3	IMU2_Q0	IMU2_Q1	IMU2_Q2	IMU2_Q3	IMU3_Q0	IMU3_Q1	IMU3_Q2	IMU3_Q3	
0	0.919455	-0.004800	0.347656	-0.183618	0.361754	-0.330923	0.062217	0.869341	0.137965	0.052975	0.135058	0.979754	
1	0.920059	-0.006488	0.347552	-0.180713	0.358478	-0.332568	0.062042	0.870082	0.135445	0.050686	0.136014	0.980095	
2	0.920638	-0.008115	0.347523	-0.177727	0.355178	-0.334054	0.061802	0.870883	0.132869	0.048543	0.136882	0.980435	
3	0.921188	-0.009693	0.347579	-0.174662	0.351852	-0.335392	0.061497	0.871740	0.130231	0.046529	0.137674	0.980776	
4	0.921706	-0.011234	0.347722	-0.171524	0.348502	-0.336593	0.061130	0.872648	0.127527	0.044630	0.138403	0.981116	
5	0.922193	-0.012752	0.347945	-0.168319	0.345134	-0.337675	0.060705	0.873598	0.124755	0.042853	0.139085	0.981456	
6	0.922650	-0.014261	0.348239	-0.165053	0.341751	-0.338655	0.060227	0.874581	0.121913	0.041202	0.139738	0.981791	
7	0.923076	-0.015775	0.348606	-0.161728	0.338354	-0.339552	0.059705	0.875589	0.118995	0.039663	0.140377	0.982121	
8	0.923472	-0.017306	0.349037	-0.158346	0.334947	-0.340382	0.059145	0.876614	0.116000	0.038235	0.141017	0.982444	
9	0.923843	-0.018861	0.349516	-0.154912	0.331532	-0.341158	0.058557	0.877650	0.112931	0.036940	0.141671	0.982757	
10	0.924193	-0.020441	0.350028	-0.151429	0.328111	-0.341889	0.057951	0.878691	0.109790	0.035788	0.142347	0.983058	
11	0.924524	-0.022048	0.350566	-0.147897	0.324679	-0.342581	0.057332	0.879736	0.106577	0.034772	0.143050	0.983346	
12	0.924840	-0.023675	0.351116	-0.144317	0.321232	-0.343232	0.056706	0.880787	0.103299	0.033897	0.143783	0.983619	
13	0.925149	-0.025306	0.351659	-0.140694	0.317767	-0.343835	0.056077	0.881849	0.099962	0.033175	0.144544	0.983877	
14	0.925453	-0.026928	0.352183	-0.137032	0.314276	-0.344377	0.055442	0.882928	0.096575	0.032601	0.145324	0.984120	
15	0.925755	-0.028520	0.352686	-0.133332	0.310748	-0.344840	0.054797	0.884035	0.093141	0.032145	0.146115	0.984348	
16	0.926056	-0.030062	0.353158	-0.129600	0.307172	-0.345205	0.054134	0.885183	0.089669	0.031787	0.146904	0.984565	
17	0.926360	-0.031530	0.353590	-0.125843	0.303541	-0.345447	0.053441	0.886382	0.086168	0.031512	0.147676	0.984771	
18	0.926667	-0.032903	0.353984	-0.122070	0.299845	-0.345544	0.052704	0.887646	0.082644	0.031281	0.148415	0.984969	
19	0.926973	-0.034164	0.354348	-0.118286	0.296075	-0.345474	0.051905	0.888984	0.079103	0.031042	0.149105	0.985163	
20	0.927276	-0.035301	0.354686	-0.114503	0.292231	-0.345217	0.051030	0.890406	0.075551	0.030761	0.149730	0.985356	
21	0.927575	-0.036302	0.354999	-0.110734	0.288313	-0.344759	0.050062	0.891914	0.071996	0.030418	0.150276	0.985550	
22	0.927865	-0.037166	0.355301	-0.106988	0.284327	-0.344092	0.048990	0.893509	0.068443	0.029979	0.150728	0.985747	
23	0.928140	-0.037900	0.355604	-0.103276	0.280282	-0.343214	0.047803	0.895188	0.064895	0.029414	0.151079	0.985951	
24	0.928396	-0.038512	0.355914	-0.099612	0.276197	-0.342131	0.046498	0.896939	0.061361	0.028727	0.151320	0.986160	
25	0.928633	-0.039018	0.356232	-0.096007	0.272094	-0.340856	0.045080	0.898749	0.057850	0.027943	0.151444	0.986376	
26	0.928846	-0.039440	0.356565	-0.092471	0.268000	-0.339409	0.043557	0.900600	0.054368	0.027078	0.151452	0.986597	
27	0.929033	-0.039802	0.356917	-0.089012	0.263942	-0.337818	0.041946	0.902471	0.050921	0.026163	0.151343	0.986822	
28	0.929197	-0.040128	0.357278	-0.085639	0.259956	-0.336112	0.040269	0.904339	0.047523	0.025262	0.151120	0.987049	
29	0.929343	-0.040443	0.357635	-0.082359	0.256076	-0.334329	0.038557	0.906180	0.044185	0.024446	0.150789	0.987275	
30	0.929473	-0.040771	0.357980	-0.079173	0.252333	-0.332505	0.036838	0.907971	0.040918	0.023767	0.150357	0.987499	
31	0.929592	-0.041130	0.358299	-0.076081	0.248756	-0.330680	0.035148	0.909690	0.037733	0.023278	0.149837	0.987716	
32	0.929711	-0.041536	0.358568	-0.073082	0.245376	-0.328892	0.033519	0.911316	0.034645	0.023044	0.149238	0.987925	
33	0.929840	-0.041997	0.358762	-0.070173	0.242214	-0.327178	0.031982	0.912833	0.031666	0.023109	0.148575	0.988124	
34	0.929985	-0.042516	0.358867	-0.067345	0.239286	-0.325574	0.030562	0.914226	0.028803	0.023476	0.147866	0.988309	
35	0.930155	-0.043092	0.358865	-0.064586	0.236602	-0.324114	0.029279	0.915485	0.026064	0.024132	0.147130	0.988479	
36	0.930360	-0.043717	0.358733	-0.061888	0.234167	-0.322826	0.028146	0.916601	-0.023457	-0.025056	-0.146386	-0.988632	
37	0.930609	-0.044378	0.358454	-0.059236	0.231980	-0.321739	0.027166	0.917568	-0.020985	-0.026188	-0.145657	-0.988766	
38	0.930903	-0.045063	0.358027	-0.056615	0.230030	-0.320879	0.026338	0.918384	-0.018644	-0.027425	-0.144970	-0.988880	
39	0.931247	-0.045756	0.357447	-0.054009	0.228303	-0.320271	0.025648	0.919047	-0.016430	-0.028653	-0.144351	-0.988975	
40	0.931643	-0.046442	0.356709	-0.051404	0.226784	-0.319936	0.025082	0.919555	-0.014340	-0.029758	-0.143826	-0.989052	
41	0.932091	-0.047108	0.355819	-0.048786	0.225452	-0.319898	0.024616	0.919908	-0.012366	-0.030598	-0.143422	-0.989111	
