Mhairi	// User ID
4-6-2024	// Evaluation date
P11_JA_Fast	4-6-2024	13:28:36:396	// Source file name and timestamp
100.000	// Sampling rate
76.764	// Data capture period



Sample #	IMU1_Q0	IMU1_Q1	IMU1_Q2	IMU1_Q3	IMU2_Q0	IMU2_Q1	IMU2_Q2	IMU2_Q3	IMU3_Q0	IMU3_Q1	IMU3_Q2	IMU3_Q3	
0	0.967906	-0.170309	0.157936	0.095963	0.007098	-0.543605	0.047774	0.837950	0.134541	-0.029231	-0.151708	-0.978790	
1	0.967896	-0.170309	0.158019	0.095932	0.007150	-0.543540	0.047788	0.837991	0.134494	-0.029312	-0.151685	-0.978797	
2	0.967884	-0.170316	0.158103	0.095903	0.007201	-0.543472	0.047805	0.838034	0.134447	-0.029376	-0.151668	-0.978804	
3	0.967870	-0.170330	0.158185	0.095876	0.007250	-0.543403	0.047824	0.838077	0.134399	-0.029414	-0.151660	-0.978811	
4	0.967856	-0.170351	0.158264	0.095851	0.007295	-0.543334	0.047846	0.838120	0.134353	-0.029451	-0.151657	-0.978817	
5	0.967841	-0.170381	0.158338	0.095828	0.007334	-0.543267	0.047869	0.838162	0.134308	-0.029488	-0.151661	-0.978821	
6	0.967826	-0.170417	0.158405	0.095807	0.007367	-0.543202	0.047894	0.838202	0.134264	-0.029501	-0.151674	-0.978825	
7	0.967811	-0.170460	0.158465	0.095787	0.007395	-0.543141	0.047921	0.838240	0.134221	-0.029491	-0.151696	-0.978827	
8	0.967796	-0.170509	0.158515	0.095767	0.007415	-0.543085	0.047950	0.838275	0.134181	-0.029483	-0.151724	-0.978829	
9	0.967782	-0.170562	0.158555	0.095749	0.007428	-0.543036	0.047981	0.838305	0.134142	-0.029479	-0.151757	-0.978829	
10	0.967768	-0.170620	0.158585	0.095730	0.007436	-0.542992	0.048013	0.838331	0.134105	-0.029454	-0.151797	-0.978829	
11	0.967757	-0.170680	0.158604	0.095710	0.007438	-0.542956	0.048048	0.838353	0.134068	-0.029418	-0.151844	-0.978828	
12	0.967746	-0.170741	0.158613	0.095691	0.007435	-0.542926	0.048084	0.838370	0.134032	-0.029397	-0.151892	-0.978826	
13	0.967737	-0.170803	0.158613	0.095670	0.007428	-0.542903	0.048122	0.838383	0.133998	-0.029386	-0.151943	-0.978823	
14	0.967730	-0.170864	0.158604	0.095649	0.007419	-0.542884	0.048162	0.838393	0.133962	-0.029362	-0.151997	-0.978820	
15	0.967724	-0.170924	0.158589	0.095627	0.007410	-0.542870	0.048203	0.838400	0.133927	-0.029340	-0.152053	-0.978817	
16	0.967719	-0.170981	0.158569	0.095605	0.007399	-0.542858	0.048245	0.838405	0.133892	-0.029342	-0.152106	-0.978813	
17	0.967716	-0.171034	0.158546	0.095584	0.007389	-0.542847	0.048289	0.838410	0.133857	-0.029355	-0.152159	-0.978810	
18	0.967713	-0.171084	0.158522	0.095563	0.007381	-0.542835	0.048332	0.838415	0.133820	-0.029358	-0.152213	-0.978806	
19	0.967711	-0.171129	0.158497	0.095543	0.007375	-0.542820	0.048376	0.838422	0.133784	-0.029367	-0.152265	-0.978803	
20	0.967709	-0.171170	0.158475	0.095524	0.007371	-0.542801	0.048419	0.838432	0.133748	-0.029400	-0.152312	-0.978799	
21	0.967708	-0.171207	0.158456	0.095508	0.007369	-0.542777	0.048461	0.838445	0.133713	-0.029437	-0.152357	-0.978796	
22	0.967706	-0.171239	0.158442	0.095494	0.007370	-0.542747	0.048501	0.838463	0.133678	-0.029459	-0.152400	-0.978793	
23	0.967703	-0.171266	0.158433	0.095483	0.007373	-0.542709	0.048538	0.838485	0.133645	-0.029486	-0.152440	-0.978791	
