

Sample #	C7_X	C7_Y	C7_Z	T8_X	T8_Y	T8_Z	EL_X	EL_Y	EL_Z	EM_X	EM_Y	EM_Z	US_X	US_Y	US_Z	RS_X	RS_Y	RS_Z	AA_X	AA_Y	AA_Z	Fore_Clus_1_X	Fore_Clus_1_Y	Fore_Clus_1_Z	Fore_Clus_2_X	Fore_Clus_2_Y	Fore_Clus_2_Z	Fore_Clus_3_X	Fore_Clus_3_Y	Fore_Clus_3_Z	Fore_Clus_4_X	Fore_Clus_4_Y	Fore_Clus_4_Z	Hum_Clus_1_X	Hum_Clus_1_Y	Hum_Clus_1_Z	Hum_Clus_2_X	Hum_Clus_2_Y	Hum_Clus_2_Z	Hum_Clus_3_X	Hum_Clus_3_Y	Hum_Clus_3_Z	Hum_Clus_4_X	Hum_Clus_4_Y	Hum_Clus_4_Z	Thor_Clus_1_X	Thor_Clus_1_Y	Thor_Clus_1_Z	Thor_Clus_2_X	Thor_Clus_2_Y	Thor_Clus_2_Z	Thor_Clus_3_X	Thor_Clus_3_Y	Thor_Clus_3_Z	Thor_Clus_4_X	Thor_Clus_4_Y	Thor_Clus_4_Z	IJ_X	IJ_Y	IJ_Z	PX_X	PX_Y	PX_Z	GH_X	GH_Y	GH_Z	Thor_Clus_5_X	Thor_Clus_5_Y	Thor_Clus_5_Z	
0	-0.089178	1.564291	-0.013330	-0.101481	1.328742	-0.087818	-0.289294	1.171274	0.143867	-0.243728	1.155055	0.083892	-0.225538	0.910164	0.224692	-0.161708	0.920365	0.214041	-0.251127	1.476488	0.090255	-0.227258	0.968055	0.245937	-0.214121	0.917328	0.261384	-0.186961	0.923893	0.260428	-0.183903	0.979515	0.244520	-0.261947	1.284868	0.185766	-0.303434	1.290220	0.142589	-0.308887	1.353531	0.140444	-0.263210	1.358754	0.176888	0.052838	1.443263	0.120711	0.011421	1.388246	0.169382	0.015022	1.440042	0.144098	0.065846	1.392596	0.135052	-0.011963	1.476708	0.089981	0.020112	1.290319	0.116457	-0.208560	1.468913	0.084052	0.005727	1.410566	0.162852	
1	-0.089463	1.564220	-0.013291	-0.101743	1.328641	-0.087689	-0.289611	1.171232	0.144266	-0.244035	1.154914	0.084325	-0.226217	0.910224	0.225528	-0.162361	0.920355	0.214964	-0.251437	1.476454	0.090287	-0.227928	0.968158	0.246697	-0.214658	0.917334	0.262146	-0.187119	0.923503	0.261004	-0.184532	0.979585	0.245317	-0.262292	1.285057	0.186344	-0.303755	1.290233	0.142826	-0.309218	1.353517	0.140495	-0.263530	1.358846	0.176962	0.052504	1.443311	0.120858	0.011007	1.388347	0.169565	0.014722	1.440131	0.144203	0.065507	1.392702	0.135228	-0.012272	1.476679	0.090074	0.019799	1.290301	0.116632	-0.208873	1.468772	0.083965	0.005386	1.410621	0.162970	
2	-0.089751	1.564144	-0.013263	-0.101985	1.328528	-0.087553	-0.289927	1.171175	0.144634	-0.244313	1.154759	0.084748	-0.226944	0.910266	0.226326	-0.163059	0.920320	0.215866	-0.251739	1.476408	0.090318	-0.228661	0.968281	0.247362	-0.215432	0.917375	0.262714	-0.189289	0.925148	0.262494	-0.185223	0.979633	0.246069	-0.262660	1.285149	0.186522	-0.304055	1.290222	0.142936	-0.309556	1.353521	0.140488	-0.263905	1.358943	0.177050	0.052187	1.443359	0.120982	0.010695	1.388475	0.169715	0.014400	1.440240	0.144312	0.065109	1.392834	0.135294	-0.012574	1.476660	0.090161	0.019512	1.290298	0.116815	-0.209188	1.468620	0.083868	0.005053	1.410756	0.163062	
3	-0.090031	1.564070	-0.013245	-0.102203	1.328413	-0.087413	-0.290247	1.171105	0.144973	-0.244569	1.154592	0.085163	-0.227712	0.910285	0.227096	-0.163795	0.920257	0.216755	-0.252027	1.476359	0.090344	-0.229432	0.968366	0.248033	-0.216325	0.917478	0.263608	-0.189986	0.925082	0.263134	-0.186012	0.979698	0.246806	-0.263062	1.285190	0.186666	-0.304404	1.290191	0.143006	-0.309950	1.353466	0.140428	-0.264353	1.358974	0.177079	0.051923	1.443481	0.121085	0.010369	1.388597	0.169884	0.014090	1.440340	0.144437	0.064793	1.392941	0.135494	-0.012862	1.476657	0.090243	0.019253	1.290315	0.117004	-0.209499	1.468457	0.083762	0.004751	1.410839	0.163196	
4	-0.090309	1.563991	-0.013240	-0.102393	1.328285	-0.087266	-0.290570	1.171027	0.145280	-0.244804	1.154418	0.085564	-0.228518	0.910287	0.227822	-0.164567	0.920175	0.217611	-0.252300	1.476294	0.090369	-0.230196	0.968428	0.248715	-0.217447	0.917754	0.264136	-0.190968	0.925119	0.263981	-0.186744	0.979684	0.247521	-0.263524	1.285231	0.186767	-0.304754	1.290144	0.143002	-0.310339	1.353392	0.140330	-0.264828	1.358992	0.177073	0.051641	1.443570	0.121167	0.010111	1.388704	0.170028	0.013801	1.440474	0.144578	0.064502	1.393048	0.135686	-0.013135	1.476665	0.090319	0.019032	1.290349	0.117200	-0.209803	1.468288	0.083657	0.004499	1.410940	0.163321	
5	-0.090580	1.563907	-0.013247	-0.102550	1.328145	-0.087113	-0.290896	1.170942	0.145559	-0.245022	1.154239	0.085952	-0.229356	0.910272	0.228505	-0.165370	0.920075	0.218431	-0.252553	1.476212	0.090391	-0.231022	0.968464	0.249307	-0.218245	0.917637	0.265148	-0.191885	0.925047	0.264763	-0.187581	0.979644	0.248217	-0.264032	1.285231	0.186857	-0.305155	1.290043	0.142971	-0.310720	1.353279	0.140218	-0.265275	1.358955	0.177037	0.051373	1.443666	0.121296	0.009894	1.388785	0.170184	0.013528	1.440552	0.144677	0.064267	1.393132	0.135856	-0.013389	1.476684	0.090387	0.018852	1.290401	0.117402	-0.210093	1.468114	0.083558	0.004205	1.411030	0.163479	
6	-0.090839	1.563818	-0.013264	-0.102672	1.327994	-0.086955	-0.291225	1.170852	0.145812	-0.245229	1.154059	0.086325	-0.230220	0.910239	0.229145	-0.166198	0.919953	0.219212	-0.252785	1.476116	0.090411	-0.231873	0.968441	0.249914	-0.219325	0.918072	0.265685	-0.192808	0.925047	0.265412	-0.188371	0.979575	0.248908	-0.264515	1.285187	0.186924	-0.305554	1.289924	0.142942	-0.311108	1.353160	0.140082	-0.265803	1.358901	0.176979	0.051149	1.443737	0.121421	0.009745	1.388863	0.170300	0.013339	1.440616	0.144773	0.064082	1.393206	0.136025	-0.013621	1.476715	0.090448	0.018714	1.290469	0.117610	-0.210364	1.467937	0.083471	0.003989	1.411119	0.163621	
7	-0.091092	1.563717	-0.013293	-0.102757	1.327824	-0.086789	-0.291552	1.170760	0.146041	-0.245423	1.153882	0.086681	-0.231105	0.910194	0.229731	-0.167049	0.919818	0.219935	-0.252994	1.475993	0.090432	-0.232762	0.968363	0.250457	-0.219876	0.917420	0.266194	-0.193734	0.924983	0.266123	-0.189226	0.979468	0.249554	-0.265049	1.285223	0.186818	-0.305944	1.289778	0.142910	-0.311496	1.353003	0.139956	-0.266341	1.358813	0.176949	0.050985	1.443800	0.121530	0.009596	1.388907	0.170447	0.013146	1.440649	0.144878	0.063971	1.393263	0.136155	-0.013831	1.476751	0.090503	0.018624	1.290549	0.117824	-0.210611	1.467761	0.083404	0.003806	1.411144	0.163745	
8	-0.091330	1.563609	-0.013332	-0.102807	1.327642	-0.086619	-0.291873	1.170667	0.146254	-0.245609	1.153707	0.087022	-0.232007	0.910131	0.230275	-0.167917	0.919660	0.220611	-0.253178	1.475855	0.090451	-0.233621	0.968308	0.250983	-0.220990	0.917596	0.266898	-0.194705	0.924998	0.266786	-0.190074	0.979311	0.250128	-0.265493	1.285114	0.186951	-0.306403	1.289643	0.142907	-0.311858	1.352826	0.139825	-0.266785	1.358682	0.176950	0.050839	1.443827	0.121648	0.009495	1.388939	0.170556	0.013020	1.440630	0.144985	0.063877	1.393301	0.136287	-0.014016	1.476794	0.090551	0.018577	1.290642	0.118042	-0.210832	1.467587	0.083358	0.003689	1.411168	0.163846	
9	-0.091557	1.563489	-0.013378	-0.102823	1.327442	-0.086443	-0.292182	1.170575	0.146452	-0.245785	1.153540	0.087346	-0.232922	0.910055	0.230765	-0.168798	0.919485	0.221223	-0.253340	1.475693	0.090472	-0.234471	0.968172	0.251486	-0.222104	0.917463	0.267329	-0.194992	0.923993	0.267035	-0.190932	0.979146	0.250684	-0.265927	1.284994	0.187076	-0.307000	1.289474	0.142922	-0.312200	1.352624	0.139721	-0.267154	1.358560	0.176988	0.050727	1.443867	0.121735	0.009425	1.388976	0.170690	0.012899	1.440615	0.145071	0.063816	1.393358	0.136390	-0.014178	1.476839	0.090594	0.018573	1.290742	0.118265	-0.211023	1.467417	0.083340	0.003593	1.411196	0.163957	
10	-0.091773	1.563358	-0.013432	-0.102808	1.327227	-0.086261	-0.292473	1.170486	0.146642	-0.245951	1.153381	0.087655	-0.233844	0.909964	0.231206	-0.169689	0.919287	0.221773	-0.253478	1.475512	0.090496	-0.235300	0.968028	0.251929	-0.223078	0.917210	0.267891	-0.195577	0.923372	0.267418	-0.191758	0.978965	0.251216	-0.266330	1.284876	0.187236	-0.307203	1.289310	0.142929	-0.312437	1.352471	0.139656	-0.267493	1.358449	0.177029	0.050619	1.443931	0.121869	0.009400	1.389055	0.170810	0.012833	1.440759	0.145122	0.063782	1.393456	0.136473	-0.014317	1.476886	0.090633	0.018609	1.290847	0.118491	-0.211182	1.467253	0.083351	0.003574	1.411239	0.164062	
11	-0.091973	1.563220	-0.013489	-0.102769	1.327003	-0.086074	-0.292740	1.170398	0.146830	-0.246105	1.153230	0.087951	-0.234769	0.909856	0.231604	-0.170583	0.919063	0.222265	-0.253595	1.475320	0.090523	-0.236168	0.967889	0.252378	-0.223903	0.916914	0.268311	-0.196677	0.923531	0.267943	-0.192561	0.978730	0.251760	-0.266654	1.284785	0.187373	-0.307412	1.289165	0.142979	-0.312637	1.352339	0.139630	-0.267787	1.358334	0.177092	0.050561	1.444123	0.121786	0.009386	1.389136	0.170919	0.012751	1.440793	0.145213	0.063798	1.393573	0.136588	-0.014435	1.476934	0.090668	0.018676	1.290957	0.118721	-0.211311	1.467096	0.083390	0.003505	1.411337	0.164164	
