

Sample #	C7_X	C7_Y	C7_Z	T8_X	T8_Y	T8_Z	EL_X	EL_Y	EL_Z	EM_X	EM_Y	EM_Z	US_X	US_Y	US_Z	RS_X	RS_Y	RS_Z	AA_X	AA_Y	AA_Z	Fore_Clus_1_X	Fore_Clus_1_Y	Fore_Clus_1_Z	Fore_Clus_2_X	Fore_Clus_2_Y	Fore_Clus_2_Z	Fore_Clus_3_X	Fore_Clus_3_Y	Fore_Clus_3_Z	Fore_Clus_4_X	Fore_Clus_4_Y	Fore_Clus_4_Z	Hum_Clus_1_X	Hum_Clus_1_Y	Hum_Clus_1_Z	Hum_Clus_2_X	Hum_Clus_2_Y	Hum_Clus_2_Z	Hum_Clus_3_X	Hum_Clus_3_Y	Hum_Clus_3_Z	Hum_Clus_4_X	Hum_Clus_4_Y	Hum_Clus_4_Z	Thor_Clus_1_X	Thor_Clus_1_Y	Thor_Clus_1_Z	Thor_Clus_2_X	Thor_Clus_2_Y	Thor_Clus_2_Z	Thor_Clus_3_X	Thor_Clus_3_Y	Thor_Clus_3_Z	Thor_Clus_4_X	Thor_Clus_4_Y	Thor_Clus_4_Z	IJ_X	IJ_Y	IJ_Z	PX_X	PX_Y	PX_Z	GH_X	GH_Y	GH_Z	Thor_Clus_5_X	Thor_Clus_5_Y	Thor_Clus_5_Z	
10	-0.060004	1.423808	-0.087792	-0.081396	1.174295	-0.125338	-0.187522	1.053056	0.111338	-0.192983	1.044313	0.045923	-0.143082	0.826324	0.188908	-0.091103	0.832039	0.175622	-0.172101	1.358970	0.050026	49.409138	50.452284	49.756319	49.421582	50.402167	49.773719	49.448182	50.405516	49.765371	49.451516	50.458492	49.742508	-0.191434	1.158902	0.142727	-0.237807	1.165434	0.104662	-0.240756	1.229020	0.101970	-0.190761	1.232295	0.133095	0.071978	1.338349	-0.002732	0.047076	1.289763	0.061756	0.039594	1.335697	0.027497	0.094513	1.293417	0.017282	0.008495	1.349966	-0.022820	0.051897	1.164662	0.026921	-0.162561	1.331013	0.031375	0.037421	1.309584	0.052702	
11	-0.060516	1.423773	-0.087871	-0.081699	1.174151	-0.124807	-0.187243	1.053246	0.112044	-0.192861	1.044455	0.046649	-0.142634	0.826496	0.189559	-0.090700	0.832184	0.176086	-0.172220	1.359113	0.050350	-166.607383	-165.565011	-166.260283	-166.595063	-165.614946	-166.242877	-166.568321	-165.611300	-166.251377	-166.565183	-165.558743	-166.274261	-0.191223	1.159076	0.143338	-0.237658	1.165589	0.105475	-0.240641	1.229139	0.102685	-0.190592	1.232477	0.133733	0.071843	1.338621	-0.002912	0.047128	1.290285	0.061717	0.039499	1.336087	0.027416	0.094294	1.293650	0.017319	0.008219	1.350158	-0.022890	0.051954	1.165017	0.027166	-0.162704	1.331170	0.031835	0.037308	1.309962	0.052675	
12	-0.061006	1.423743	-0.087930	-0.081992	1.174017	-0.124268	-0.187019	1.053440	0.112716	-0.192772	1.044605	0.047338	-0.142236	0.826669	0.190183	-0.090345	0.832333	0.176534	-0.172334	1.359264	0.050679	153.878710	154.921115	154.225982	153.891027	154.870966	154.243444	153.917839	154.874943	154.234788	153.920903	154.927292	154.211914	-0.191024	1.159287	0.143943	-0.237559	1.165743	0.106218	-0.240498	1.229330	0.103364	-0.190337	1.232782	0.134198	0.071673	1.338924	-0.003050	0.047143	1.290678	0.061734	0.039400	1.336455	0.027347	0.094124	1.294055	0.017244	0.007954	1.350348	-0.022938	0.052005	1.165367	0.027430	-0.162837	1.331331	0.032286	0.037367	1.310450	0.052593	
13	-0.061481	1.423707	-0.087969	-0.082274	1.173879	-0.123713	-0.186850	1.053635	0.113351	-0.192713	1.044760	0.047989	-0.141887	0.826844	0.190785	-0.090037	0.832488	0.176973	-0.172442	1.359414	0.051019	2978.358971	2979.404444	2978.707753	2978.371488	2979.353894	2978.725201	2978.398298	2979.357998	2978.716421	2978.401304	2979.410509	2978.693578	-0.190833	1.159498	0.144521	-0.237416	1.165878	0.106807	-0.240433	1.229510	0.103979	-0.190301	1.232917	0.134818	0.071465	1.339193	-0.003144	0.047083	1.291001	0.061729	0.039311	1.336805	0.027269	0.094134	1.294394	0.017131	0.007697	1.350530	-0.022964	0.052057	1.165708	0.027717	-0.162961	1.331494	0.032721	0.037341	1.310804	0.052593	
14	-0.061929	1.423678	-0.087989	-0.082540	1.173754	-0.123162	-0.186740	1.053830	0.113949	-0.192687	1.044917	0.048600	-0.141584	0.827021	0.191367	-0.089773	0.832652	0.177405	-0.172547	1.359567	0.051357	-26301.221958	-26300.207182	-26300.883272	-26301.209310	-26300.255995	-26300.865988	-26301.183427	-26300.252045	-26300.874591	-26301.180865	-26300.201386	-26300.897196	-0.190690	1.159721	0.145087	-0.237340	1.166056	0.107385	-0.240402	1.229659	0.104523	-0.190248	1.233157	0.135269	0.071286	1.339517	-0.003264	0.047080	1.291299	0.061768	0.039237	1.337161	0.027252	0.093986	1.294730	0.017102	0.007453	1.350708	-0.022968	0.052101	1.166039	0.028015	-0.163079	1.331655	0.033137	0.037257	1.311142	0.052637	
15	-0.062355	1.423648	-0.087990	-0.082790	1.173632	-0.122611	-0.186684	1.054023	0.114510	-0.192689	1.045075	0.049171	-0.141329	0.827199	0.191933	-0.089554	0.832822	0.177836	-0.172648	1.359717	0.051695	133890.569954	133891.751550	133890.964654	133890.584877	133891.694769	133890.984898	133890.614940	133891.699320	133890.974668	133890.617835	133891.758193	133890.948073	-0.190660	1.159939	0.145589	-0.237305	1.166240	0.107941	-0.240435	1.229799	0.105039	-0.190263	1.233357	0.135708	0.071151	1.339849	-0.003342	0.046979	1.291777	0.061887	0.039113	1.337459	0.027253	0.093888	1.295108	0.017088	0.007220	1.350879	-0.022950	0.052143	1.166358	0.028328	-0.163191	1.331814	0.033532	0.037159	1.311436	0.052702	
16	-0.062756	1.423620	-0.087971	-0.083021	1.173518	-0.122068	-0.186680	1.054213	0.115034	-0.192718	1.045230	0.049702	-0.141121	0.827378	0.192481	-0.089377	0.833000	0.178269	-0.172747	1.359862	0.052030	-888763.173811	-888763.057897	-888763.135120	-888763.172442	-888763.063511	-888763.133206	-888763.169471	-888763.063075	-888763.134204	-888763.169116	-888763.057244	-888763.136736	-0.190703	1.160162	0.146053	-0.237343	1.166412	0.108441	-0.240498	1.229961	0.105512	-0.190323	1.233570	0.136137	0.071008	1.340218	-0.003420	0.047009	1.292120	0.061976	0.038973	1.337730	0.027261	0.093793	1.295480	0.017104	0.006999	1.351042	-0.022910	0.052181	1.166664	0.028651	-0.163300	1.331969	0.033904	0.037142	1.311783	0.052776	
17	-0.063126	1.423601	-0.087934	-0.083230	1.173420	-0.121544	-0.186724	1.054397	0.115521	-0.192771	1.045381	0.050195	-0.140960	0.827557	0.193014	-0.089244	0.833184	0.178703	-0.172846	1.360004	0.052354	-35483.147563	-35482.142495	-35482.811324	-35483.135276	-35482.190974	-35482.794486	-35483.109614	-35482.187160	-35482.803244	-35483.106836	-35482.136804	-35482.825536	-0.190785	1.160389	0.146469	-0.237421	1.166580	0.108859	-0.240583	1.230155	0.105914	-0.190390	1.233780	0.136540	0.070795	1.340452	-0.003462	0.046983	1.292529	0.062075	0.038800	1.338005	0.027281	0.093699	1.295787	0.017160	0.006792	1.351201	-0.022849	0.052211	1.166955	0.028976	-0.163408	1.332118	0.034252	0.037101	1.312098	0.052849	
18	-0.063472	1.423582	-0.087879	-0.083418	1.173328	-0.121032	-0.186811	1.054576	0.115974	-0.192843	1.045528	0.050651	-0.140850	0.827736	0.193530	-0.089156	0.833372	0.179142	-0.172943	1.360136	0.052671	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.190891	1.160578	0.146853	-0.237552	1.166750	0.109239	-0.240730	1.230310	0.106259	-0.190531	1.233983	0.136934	0.070612	1.340725	-0.003450	0.046959	1.292865	0.062177	0.038621	1.338280	0.027390	0.093592	1.296105	0.017196	0.006596	1.351352	-0.022768	0.052239	1.167232	0.029310	-0.163516	1.332262	0.034578	0.036982	1.312381	0.052949	
19	-0.063785	1.423576	-0.087807	-0.083582	1.173256	-0.120549	-0.186935	1.054747	0.116393	-0.192932	1.045670	0.051070	-0.140789	0.827912	0.194028	-0.089113	0.833560	0.179581	-0.173042	1.360266	0.052970	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.191071	1.160762	0.147215	-0.237680	1.166903	0.109563	-0.241006	1.230525	0.106659	-0.190708	1.234178	0.137265	0.070479	1.340974	-0.003396	0.046937	1.293168	0.062289	0.038526	1.338515	0.027437	0.093475	1.296385	0.017253	0.006415	1.351499	-0.022667	0.052257	1.167494	0.029641	-0.163626	1.332399	0.034883	0.036880	1.312735	0.053066	
20	-0.064070	1.423577	-0.087719	-0.083723	1.173198	-0.120089	-0.187091	1.054912	0.116781	-0.193033	1.045805	0.051457	-0.140782	0.828085	0.194507	-0.089118	0.833746	0.180021	-0.173141	1.360388	0.053257	-10.350428	-9.308022	-10.000815	-10.337998	-9.358303	-9.983355	-10.311303	-9.354365	-9.992459	-10.308335	-9.302044	-10.015553	-0.191263	1.160927	0.147548	-0.237832	1.167058	0.109835	-0.241100	1.230649	0.106802	-0.190909	1.234326	0.137591	0.070249	1.341126	-0.003359	0.046900	1.293460	0.062466	0.038408	1.338728	0.027524	0.093352	1.296674	0.017364	0.006245	1.351641	-0.022548	0.052270	1.167743	0.029972	-0.163739	1.332530	0.035171	0.036735	1.312961	0.053256	
21	-0.064328	1.423589	-0.087614	-0.083844	1.173155	-0.119654	-0.187273	1.055068	0.117139	-0.193144	1.045935	0.051813	-0.140829	0.828252	0.194965	-0.089173	0.833927	0.180458	-0.173242	1.360505	0.053530	44.126435	45.169055	44.476413	44.139549	45.119242	44.494467	44.166097	45.123201	44.485407	44.168466	45.175054	44.461703	-0.191494	1.161087	0.147858	-0.238001	1.167205	0.110061	-0.241223	1.230782	0.106957	-0.191092	1.234557	0.137750	0.070019	1.341266	-0.003298	0.046906	1.293743	0.062559	0.038322	1.338936	0.027644	0.093278	1.296873	0.017521	0.006088	1.351780	-0.022411	0.052276	1.167978	0.030303	-0.163855	1.332656	0.035444	0.036720	1.313308	0.053465	
22	-0.064554	1.423616	-0.087495	-0.083944	1.173137	-0.119252	-0.187476	1.055218	0.117471	-0.193262	1.046061	0.052141	-0.140933	0.828414	0.195399	-0.089279	0.834099	0.180888	-0.173344	1.360622	0.053785	-41.510135	-40.467006	-41.159284	-41.496894	-40.516925	-41.141424	-41.470412	-40.512911	-41.150454	-41.468160	-40.461046	-41.173907	-0.191777	1.161237	0.148137	-0.238198	1.167338	0.110276	-0.241439	1.230921	0.107159	-0.191337	1.234728	0.137990	0.069850	1.341367	-0.003193	0.046907	1.294057	0.062638	0.038132	1.339200	0.027828	0.093203	1.297068	0.017652	0.005944	1.351919	-0.022258	0.052272	1.168201	0.030626	-0.163974	1.332778	0.035706	0.036586	1.313677	0.053609	
23	-0.064759	1.423650	-0.087360	-0.084029	1.173130	-0.118866	-0.187696	1.055360	0.117779	-0.193384	1.046182	0.052443	-0.141096	0.828568	0.195807	-0.089439	0.834260	0.181310	-0.173447	1.360734	0.054034	-800.474159	-799.431526	-800.122970	-800.461013	-799.481449	-800.105227	-800.434528	-799.477439	-800.114274	-800.432217	-799.425532	-800.137626	-0.192047	1.161381	0.148389	-0.238432	1.167486	0.110475	-0.241667	1.231059	0.107355	-0.191678	1.234776	0.138340	0.069590	1.341456	-0.003140	0.046757	1.294261	0.062927	0.038037	1.339417	0.028039	0.093118	1.297245	0.017827	0.005810	1.352054	-0.022088	0.052262	1.168412	0.030950	-0.164095	1.332896	0.035962	0.036456	1.313857	0.053867	
24	-0.064935	1.423702	-0.087210	-0.084101	1.173149	-0.118510	-0.187930	1.055495	0.118065	-0.193511	1.046301	0.052722	-0.141318	0.828714	0.196187	-0.089653	0.834406	0.181717	-0.173549	1.360849	0.054269	7067.155235	7068.206479	7067.509807	7067.168015	7068.155889	7067.527383	7067.194818	7068.159896	7067.518205	7067.197572	7068.212498	7067.494956	-0.192338	1.161519	0.148644	-0.238688	1.167624	0.110672	-0.241895	1.231191	0.107523	-0.191975	1.234918	0.138584	0.069528	1.341626	-0.002949	0.046627	1.294650	0.063154	0.037947	1.339657	0.028266	0.093045	1.297461	0.018019	0.005687	1.352191	-0.021904	0.052240	1.168612	0.031267	-0.164218	1.333013	0.036217	0.036447	1.314018	0.054029	
25	-0.065091	1.423765	-0.087044	-0.084165	1.173183	-0.118168	-0.188176	1.055625	0.118332	-0.193641	1.046418	0.052980	-0.141599	0.828851	0.196536	-0.089923	0.834537	0.182107	-0.173649	1.360966	0.054502	-35977.600016	-35976.593345	-35977.260092	-35977.587650	-35976.641716	-35977.243200	-35977.562041	-35976.637940	-35977.252047	-35977.559385	-35976.587683	-35977.274454	-0.192650	1.161638	0.148913	-0.238983	1.167786	0.110872	-0.242128	1.231309	0.107670	-0.192281	1.235049	0.138851	0.069467	1.341837	-0.002746	0.046564	1.294662	0.063422	0.037891	1.339804	0.028442	0.092965	1.297707	0.018223	0.005574	1.352326	-0.021704	0.052211	1.168802	0.031581	-0.164340	1.333129	0.036474	0.036326	1.314155	0.054268	
26	-0.065229	1.423839	-0.086861	-0.084228	1.173232	-0.117837	-0.188433	1.055750	0.118582	-0.193776	1.046535	0.053222	-0.141940	0.828978	0.196854	-0.090248	0.834651	0.182474	-0.173744	1.361088	0.054738	120861.212450	120862.383446	120861.608442	120861.226750	120862.327277	120861.628183	120861.256555	120862.331650	120861.617976	120861.259634	120862.390051	120861.591878	-0.192943	1.161771	0.149174	-0.239244	1.167916	0.111055	-0.242352	1.231432	0.107825	-0.192593	1.235161	0.139146	0.069383	1.341987	-0.002537	0.046476	1.294882	0.063736	0.037862	1.339965	0.028655	0.092908	1.297902	0.018461	0.005469	1.352460	-0.021491	0.052173	1.168982	0.031894	-0.164459	1.333246	0.036738	0.036242	1.314268	0.054490	
27	-0.065346	1.423927	-0.086662	-0.084294	1.173302	-0.117519	-0.188703	1.055871	0.118818	-0.193918	1.046654	0.053448	-0.142337	0.829094	0.197139	-0.090627	0.834746	0.182816	-0.173833	1.361219	0.054977	-996561.713787	-996561.710209	-996561.712592	-996561.713751	-996561.710387	-996561.712542	-996561.713658	-996561.710375	-996561.712575	-996561.713642	-996561.710189	-996561.712644	-0.193245	1.161896	0.149393	-0.239461	1.168005	0.111200	-0.242619	1.231536	0.107962	-0.192764	1.235368	0.139223	0.069300	1.342124	-0.002297	0.046440	1.295097	0.063966	0.037824	1.340114	0.028854	0.092848	1.298062	0.018704	0.005374	1.352595	-0.021266	0.052123	1.169152	0.032200	-0.164572	1.333365	0.037012	0.036108	1.314398	0.054752	
28	-0.065452	1.424020	-0.086444	-0.084369	1.173379	-0.117192	-0.188984	1.055990	0.119043	-0.194069	1.046776	0.053662	-0.142790	0.829200	0.197392	-0.091060	0.834821	0.183130	-0.173912	1.361356	0.055237	95382.677564	95383.822832	95383.065848	95382.691867	95383.768239	95383.085639	95382.720951	95383.772528	95383.075731	95382.723681	95383.829309	95383.049749	-0.193544	1.162005	0.149641	-0.239671	1.168113	0.111336	-0.242827	1.231660	0.108109	-0.193111	1.235385	0.139589	0.069468	1.342429	-0.001915	0.046401	1.295241	0.064217	0.037800	1.340236	0.029066	0.092791	1.298239	0.018946	0.005286	1.352725	-0.021027	0.052068	1.169311	0.032509	-0.164675	1.333487	0.037300	0.036051	1.314549	0.055004	
29	-0.065543	1.424124	-0.086207	-0.084460	1.173473	-0.116868	-0.189281	1.056107	0.119259	-0.194232	1.046904	0.053867	-0.143294	0.829295	0.197611	-0.091542	0.834878	0.183411	-0.173977	1.361506	0.055513	-36547.696670	-36546.688774	-36547.354358	-36547.683910	-36546.736676	-36547.336866	-36547.658369	-36546.732908	-36547.345516	-36547.656087	-36546.683075	-36547.368443	-0.193852	1.162108	0.149859	-0.239909	1.168222	0.111468	-0.243041	1.231763	0.108262	-0.193365	1.235473	0.139803	0.069371	1.342542	-0.001699	0.046402	1.295389	0.064456	0.037730	1.340383	0.029323	0.092726	1.298387	0.019196	0.005208	1.352853	-0.020778	0.052003	1.169458	0.032813	-0.164766	1.333612	0.037604	0.035965	1.314661	0.055228	
30	-0.065624	1.424232	-0.085949	-0.084571	1.173573	-0.116528	-0.189595	1.056226	0.119468	-0.194410	1.047038	0.054063	-0.143845	0.829379	0.197797	-0.092072	0.834917	0.183659	-0.174026	1.361667	0.055819	8390.760722	8391.816079	8391.119613	8390.773642	8391.765690	8391.137657	8390.800486	8391.769644	8391.128619	8390.803223	8391.822054	8391.104940	-0.194174	1.162226	0.150100	-0.240149	1.168345	0.111615	-0.243268	1.231883	0.108421	-0.193633	1.235575	0.140030	0.069333	1.342693	-0.001448	0.046368	1.295522	0.064705	0.037700	1.340546	0.029573	0.092683	1.298517	0.019430	0.005139	1.352975	-0.020518	0.051932	1.169592	0.033116	-0.164839	1.333743	0.037927	0.035812	1.314731	0.055430	
31	-0.065696	1.424342	-0.085671	-0.084708	1.173678	-0.116171	-0.189927	1.056346	0.119672	-0.194608	1.047180	0.054254	-0.144439	0.829452	0.197953	-0.092644	0.834938	0.183872	-0.174053	1.361839	0.056160	-1251.519124	-1250.473305	-1251.162936	-1251.506884	-1250.523441	-1251.145556	-1251.480186	-1250.519650	-1251.154431	-1251.477029	-1250.467388	-1251.177379	-0.194506	1.162337	0.150335	-0.240496	1.168520	0.111808	-0.243497	1.232042	0.108570	-0.193981	1.235691	0.140336	0.069401	1.342853	-0.001117	0.046359	1.295656	0.064938	0.037744	1.340706	0.029889	0.092611	1.298608	0.019687	0.005078	1.353089	-0.020248	0.051856	1.169712	0.033419	-0.164892	1.333879	0.038270	0.035887	1.314950	0.055662	
32	-0.065756	1.424458	-0.085371	-0.084873	1.173794	-0.115799	-0.190280	1.056470	0.119873	-0.194829	1.047333	0.054442	-0.145070	0.829514	0.198077	-0.093255	0.834943	0.184048	-0.174055	1.362028	0.056535	47.149636	48.197304	47.506904	47.161648	48.147145	47.524359	47.188462	48.150927	47.515498	47.191756	48.203234	47.492511	-0.194861	1.162476	0.150575	-0.240774	1.168706	0.111962	-0.243770	1.232219	0.108782	-0.194185	1.235932	0.140439	0.069337	1.342944	-0.000863	0.046330	1.295755	0.065181	0.037721	1.340826	0.030122	0.092555	1.298685	0.019899	0.005030	1.353195	-0.019970	0.051772	1.169815	0.033716	-0.164920	1.334021	0.038636	0.035763	1.315026	0.055948	
