

Sample #	C7_X	C7_Y	C7_Z	T8_X	T8_Y	T8_Z	EL_X	EL_Y	EL_Z	EM_X	EM_Y	EM_Z	US_X	US_Y	US_Z	RS_X	RS_Y	RS_Z	AA_X	AA_Y	AA_Z	Fore_Clus_1_X	Fore_Clus_1_Y	Fore_Clus_1_Z	Fore_Clus_2_X	Fore_Clus_2_Y	Fore_Clus_2_Z	Fore_Clus_3_X	Fore_Clus_3_Y	Fore_Clus_3_Z	Fore_Clus_4_X	Fore_Clus_4_Y	Fore_Clus_4_Z	Hum_Clus_1_X	Hum_Clus_1_Y	Hum_Clus_1_Z	Hum_Clus_2_X	Hum_Clus_2_Y	Hum_Clus_2_Z	Hum_Clus_3_X	Hum_Clus_3_Y	Hum_Clus_3_Z	Hum_Clus_4_X	Hum_Clus_4_Y	Hum_Clus_4_Z	Thor_Clus_1_X	Thor_Clus_1_Y	Thor_Clus_1_Z	Thor_Clus_2_X	Thor_Clus_2_Y	Thor_Clus_2_Z	Thor_Clus_3_X	Thor_Clus_3_Y	Thor_Clus_3_Z	Thor_Clus_4_X	Thor_Clus_4_Y	Thor_Clus_4_Z	IJ_X	IJ_Y	IJ_Z	PX_X	PX_Y	PX_Z	GH_X	GH_Y	GH_Z	Thor_Clus_5_X	Thor_Clus_5_Y	Thor_Clus_5_Z	
0	-0.051439	1.547261	-0.118623	-0.097228	1.305359	-0.166673	-0.192836	1.149692	0.056259	-0.153276	1.134742	0.008028	-0.163714	0.890275	0.106193	-0.124463	0.899229	0.148777	-0.190597	1.467254	0.019509	-0.193651	0.943728	0.120403	-0.185619	0.892031	0.136076	-0.167102	0.900890	0.155308	-0.164410	0.958301	0.151974	-0.173284	1.250984	0.094735	-0.219704	1.256699	0.056423	-0.226744	1.320082	0.057006	-0.176715	1.324716	0.088228	0.072175	1.430726	-0.028109	0.033115	1.377911	0.025018	0.035977	1.428978	-0.001649	0.085033	1.380345	-0.013411	0.013564	1.453825	-0.050997	0.028631	1.290734	-0.014584	-0.154964	1.443369	0.008281	0.027368	1.400295	0.018181	
1	-0.051454	1.547273	-0.118428	-0.097267	1.305376	-0.166478	-0.192558	1.149717	0.056600	-0.153100	1.134773	0.008284	-0.163329	0.890308	0.106496	-0.124024	0.899270	0.149028	-0.190408	1.467206	0.019874	-0.193261	0.943802	0.120782	-0.185203	0.892053	0.136412	-0.166707	0.900959	0.155632	-0.163937	0.958376	0.152196	-0.172955	1.251021	0.095028	-0.219407	1.256751	0.056829	-0.226458	1.320097	0.057413	-0.176418	1.324754	0.088541	0.072308	1.430775	-0.028116	0.033334	1.377924	0.025050	0.036182	1.429029	-0.001629	0.085177	1.380389	-0.013447	0.013658	1.453831	-0.050916	0.028804	1.290733	-0.014567	-0.154760	1.443400	0.008609	0.027686	1.400377	0.018301	
2	-0.051446	1.547262	-0.118204	-0.097327	1.305383	-0.166279	-0.192278	1.149692	0.056946	-0.152927	1.134754	0.008540	-0.162920	0.890293	0.106802	-0.123561	0.899270	0.149281	-0.190208	1.467144	0.020262	-0.192754	0.943668	0.121199	-0.184688	0.892018	0.136691	-0.166166	0.900982	0.155903	-0.163318	0.958366	0.152377	-0.172600	1.251068	0.095345	-0.219105	1.256772	0.057257	-0.226171	1.320109	0.057808	-0.176105	1.324780	0.088867	0.072478	1.430805	-0.028126	0.033570	1.377870	0.025080	0.036396	1.429041	-0.001606	0.085346	1.380406	-0.013508	0.013760	1.453796	-0.050817	0.028956	1.290684	-0.014548	-0.154555	1.443381	0.008929	0.028201	1.400359	0.018593	
3	-0.051424	1.547223	-0.117958	-0.097408	1.305372	-0.166073	-0.191997	1.149616	0.057293	-0.152754	1.134681	0.008799	-0.162491	0.890231	0.107106	-0.123076	0.899226	0.149530	-0.190003	1.467066	0.020669	-0.192280	0.943501	0.121558	-0.184205	0.892023	0.136982	-0.165642	0.900948	0.156150	-0.162824	0.958320	0.152521	-0.172268	1.251045	0.095649	-0.218849	1.256742	0.057634	-0.225885	1.320090	0.058254	-0.175791	1.324739	0.089179	0.072595	1.430781	-0.028127	0.033799	1.377834	0.025098	0.036560	1.429010	-0.001582	0.085481	1.380366	-0.013528	0.013863	1.453718	-0.050703	0.029085	1.290588	-0.014527	-0.154352	1.443308	0.009240	0.028342	1.400248	0.018640	
4	-0.051396	1.547154	-0.117696	-0.097512	1.305338	-0.165859	-0.191716	1.149489	0.057640	-0.152580	1.134558	0.009058	-0.162043	0.890122	0.107404	-0.122572	0.899136	0.149771	-0.189796	1.466968	0.021092	-0.191874	0.943475	0.121851	-0.183794	0.891976	0.137247	-0.165138	0.900884	0.156377	-0.162344	0.958281	0.152778	-0.171908	1.250974	0.095981	-0.218590	1.256690	0.057981	-0.225601	1.320012	0.058660	-0.175414	1.324686	0.089502	0.072705	1.430719	-0.028118	0.034007	1.377753	0.025115	0.036730	1.428945	-0.001546	0.085617	1.380278	-0.013549	0.013963	1.453601	-0.050580	0.029195	1.290450	-0.014502	-0.154156	1.443185	0.009539	0.028456	1.400124	0.018613	
5	-0.051363	1.547063	-0.117424	-0.097637	1.305288	-0.165642	-0.191435	1.149316	0.057984	-0.152403	1.134388	0.009318	-0.161581	0.889968	0.107693	-0.122052	0.899005	0.150001	-0.189592	1.466857	0.021523	-0.191410	0.943366	0.122163	-0.183319	0.891851	0.137589	-0.164655	0.900804	0.156669	-0.161808	0.958233	0.153076	-0.171567	1.250847	0.096282	-0.218317	1.256576	0.058393	-0.225345	1.319886	0.059055	-0.175021	1.324559	0.089861	0.072856	1.430632	-0.028084	0.034200	1.377602	0.025160	0.036887	1.428881	-0.001480	0.085729	1.380149	-0.013556	0.014059	1.453452	-0.050449	0.029283	1.290277	-0.014476	-0.153968	1.443015	0.009828	0.028659	1.400026	0.018716	
6	-0.051337	1.546949	-0.117149	-0.097781	1.305216	-0.165418	-0.191156	1.149104	0.058323	-0.152221	1.134179	0.009578	-0.161108	0.889779	0.107965	-0.121520	0.898836	0.150214	-0.189394	1.466731	0.021962	-0.191136	0.943425	0.122338	-0.182773	0.891695	0.137934	-0.164136	0.900650	0.156953	-0.161301	0.958144	0.153336	-0.171226	1.250675	0.096566	-0.218045	1.256396	0.058821	-0.225046	1.319757	0.059453	-0.174719	1.324450	0.090246	0.072986	1.430477	-0.028078	0.034353	1.377417	0.025220	0.036826	1.428566	-0.001564	0.085853	1.379958	-0.013537	0.014145	1.453278	-0.050316	0.029356	1.290080	-0.014445	-0.153791	1.442806	0.010106	0.028873	1.399855	0.018783	
7	-0.051318	1.546824	-0.116875	-0.097940	1.305135	-0.165192	-0.190878	1.148862	0.058654	-0.152032	1.133941	0.009837	-0.160628	0.889559	0.108220	-0.120981	0.898637	0.150409	-0.189205	1.466599	0.022401	-0.190647	0.943200	0.122646	-0.182279	0.891498	0.138266	-0.163533	0.900423	0.157193	-0.160928	0.957947	0.153741	-0.170856	1.250466	0.096849	-0.217752	1.256154	0.059215	-0.224825	1.319530	0.059904	-0.174429	1.324227	0.090507	0.073087	1.430242	-0.028094	0.034501	1.377170	0.025305	0.038581	1.429841	-0.000200	0.085975	1.379710	-0.013558	0.014221	1.453091	-0.050185	0.029413	1.289869	-0.014415	-0.153626	1.442568	0.010375	0.029067	1.399668	0.018894	
8	-0.051313	1.546694	-0.116607	-0.098113	1.305047	-0.164964	-0.190602	1.148601	0.058977	-0.151837	1.133686	0.010093	-0.160146	0.889320	0.108453	-0.120438	0.898415	0.150581	-0.189026	1.466466	0.022839	-0.190191	0.942994	0.122972	-0.181783	0.891232	0.138524	-0.163033	0.900244	0.157542	-0.160634	0.957712	0.154096	-0.170503	1.250190	0.097114	-0.217486	1.255890	0.059584	-0.224264	1.319255	0.060309	-0.174103	1.323927	0.090763	0.073212	1.430016	-0.028006	0.034434	1.376937	0.025325	0.040117	1.430852	0.001015	0.086057	1.379408	-0.013569	0.014285	1.452902	-0.050058	0.029459	1.289657	-0.014385	-0.153474	1.442313	0.010637	0.029171	1.399439	0.018992	
9	-0.051326	1.546568	-0.116347	-0.098295	1.304961	-0.164735	-0.190327	1.148333	0.059290	-0.151634	1.133427	0.010347	-0.159666	0.889074	0.108661	-0.119898	0.898181	0.150730	-0.188858	1.466336	0.023274	-0.189510	0.942435	0.123400	-0.181206	0.890886	0.138773	-0.162444	0.899949	0.157825	-0.159829	0.957387	0.154134	-0.170181	1.249867	0.097379	-0.217284	1.255557	0.059950	-0.223968	1.318921	0.060658	-0.173772	1.323578	0.091052	0.073235	1.429681	-0.027996	0.034729	1.376532	0.025438	0.040273	1.430595	0.001208	0.086115	1.379043	-0.013535	0.014336	1.452722	-0.049937	0.029499	1.289456	-0.014357	-0.153333	1.442053	0.010897	0.029269	1.399184	0.019106	
10	-0.051352	1.546461	-0.116096	-0.098483	1.304891	-0.164512	-0.190055	1.148071	0.059592	-0.151424	1.133176	0.010597	-0.159192	0.888827	0.108847	-0.119363	0.897946	0.150856	-0.188701	1.466222	0.023702	-0.189043	0.942148	0.123692	-0.180675	0.890571	0.139020	-0.161927	0.899650	0.158019	-0.159283	0.957018	0.154306	-0.169889	1.249546	0.097648	-0.217028	1.255163	0.060326	-0.223775	1.318554	0.061016	-0.173514	1.323242	0.091360	0.073254	1.429382	-0.027915	0.034830	1.376291	0.025513	0.037236	1.427458	-0.001177	0.086165	1.378806	-0.013526	0.014377	1.452564	-0.049824	0.029535	1.289278	-0.014334	-0.153203	1.441802	0.011157	0.029299	1.398899	0.019177	
11	-0.051398	1.546378	-0.115854	-0.098672	1.304839	-0.164291	-0.189783	1.147825	0.059884	-0.151208	1.132945	0.010841	-0.158728	0.888595	0.109008	-0.118839	0.897719	0.150959	-0.188554	1.466123	0.024124	-0.188722	0.942008	0.123826	-0.180124	0.890260	0.139264	-0.161311	0.899278	0.158186	-0.158783	0.956704	0.154531	-0.169594	1.249208	0.097965	-0.216788	1.254835	0.060684	-0.223592	1.318239	0.061400	-0.173263	1.322928	0.091669	0.073265	1.429141	-0.027909	0.034911	1.376105	0.025572	0.037548	1.427512	-0.000897	0.086193	1.378610	-0.013521	0.014406	1.452437	-0.049721	0.029573	1.289132	-0.014317	-0.153082	1.441570	0.011420	0.029275	1.398537	0.019194	
12	-0.051458	1.546330	-0.115621	-0.098860	1.304821	-0.164078	-0.189513	1.147607	0.060166	-0.150987	1.132745	0.011079	-0.158276	0.888384	0.109149	-0.118327	0.897508	0.151041	-0.188415	1.466050	0.024538	-0.188220	0.941641	0.124023	-0.179626	0.889976	0.139484	-0.160707	0.898945	0.158357	-0.158460	0.956389	0.154911	-0.169278	1.248960	0.098312	-0.216591	1.254569	0.061023	-0.223392	1.317921	0.061822	-0.173012	1.322631	0.091975	0.073262	1.428988	-0.027913	0.035005	1.375980	0.025618	0.037485	1.427267	-0.000894	0.086218	1.378441	-0.013514	0.014428	1.452349	-0.049626	0.029614	1.289027	-0.014309	-0.152969	1.441369	0.011690	0.029389	1.398448	0.019275	
13	-0.051530	1.546324	-0.115393	-0.099042	1.304841	-0.163875	-0.189245	1.147423	0.060439	-0.150764	1.132583	0.011309	-0.157838	0.888202	0.109270	-0.117829	0.897323	0.151106	-0.188281	1.466007	0.024945	-0.187790	0.941400	0.124184	-0.179205	0.889738	0.139683	-0.160278	0.898677	0.158542	-0.158014	0.956180	0.155067	-0.168972	1.248754	0.098539	-0.216375	1.254373	0.061363	-0.223180	1.317669	0.062191	-0.172734	1.322398	0.092224	0.073280	1.428909	-0.027925	0.035103	1.375914	0.025648	0.037597	1.427187	-0.000832	0.086271	1.378387	-0.013565	0.014445	1.452306	-0.049538	0.029661	1.288968	-0.014312	-0.152859	1.441207	0.011969	0.029508	1.398386	0.019327	
14	-0.051613	1.546361	-0.115169	-0.099215	1.304902	-0.163680	-0.188977	1.147281	0.060704	-0.150541	1.132465	0.011531	-0.157416	0.888055	0.109376	-0.117349	0.897167	0.151158	-0.188151	1.465993	0.025347	-0.187362	0.941266	0.124326	-0.178738	0.889550	0.139753	-0.159873	0.898552	0.158625	-0.157602	0.956009	0.155220	-0.168724	1.248640	0.098773	-0.216133	1.254223	0.061730	-0.222963	1.317527	0.062511	-0.172618	1.322291	0.092483	0.073328	1.428881	-0.027933	0.035225	1.375895	0.025678	0.037680	1.427148	-0.000807	0.086330	1.378367	-0.013602	0.014458	1.452311	-0.049457	0.029719	1.288957	-0.014324	-0.152753	1.441088	0.012259	0.029674	1.398364	0.019394	
15	-0.051697	1.546447	-0.114945	-0.099378	1.305012	-0.163500	-0.188712	1.147181	0.060960	-0.150321	1.132394	0.011744	-0.157011	0.887942	0.109472	-0.116885	0.897046	0.151201	-0.188021	1.466013	0.025741	-0.186796	0.940952	0.124630	-0.178258	0.889423	0.139777	-0.159402	0.898481	0.158681	-0.156868	0.955869	0.155272	-0.168484	1.248603	0.099021	-0.215926	1.254157	0.062056	-0.222791	1.317460	0.062805	-0.172434	1.322233	0.092742	0.073401	1.428953	-0.028011	0.035373	1.375903	0.025676	0.037768	1.427184	-0.000797	0.086444	1.378422	-0.013700	0.014473	1.452364	-0.049380	0.029785	1.288993	-0.014349	-0.152646	1.441016	0.012560	0.029799	1.398367	0.019387	
16	-0.051785	1.546574	-0.114719	-0.099527	1.305163	-0.163330	-0.188449	1.147125	0.061211	-0.150107	1.132368	0.011948	-0.156620	0.887869	0.109561	-0.116439	0.896960	0.151239	-0.187890	1.466058	0.026132	-0.186400	0.940940	0.124754	-0.177814	0.889373	0.139880	-0.158909	0.898422	0.158730	-0.156469	0.955854	0.155346	-0.168255	1.248592	0.099257	-0.215714	1.254125	0.062331	-0.222637	1.317438	0.063100	-0.172234	1.322238	0.093047	0.073456	1.429099	-0.028093	0.035540	1.375965	0.025658	0.037872	1.427263	-0.000789	0.086550	1.378535	-0.013836	0.014490	1.452460	-0.049305	0.029864	1.289071	-0.014385	-0.152539	1.440989	0.012872	0.029952	1.398434	0.019358	
17	-0.051867	1.546742	-0.114489	-0.099660	1.305356	-0.163175	-0.188189	1.147109	0.061454	-0.149900	1.132384	0.012140	-0.156245	0.887828	0.109648	-0.116009	0.896906	0.151276	-0.187756	1.466129	0.026515	-0.186032	0.940938	0.124907	-0.177396	0.889332	0.139991	-0.158475	0.898420	0.158793	-0.156020	0.955871	0.155400	-0.168040	1.248597	0.099488	-0.215475	1.254149	0.062587	-0.222445	1.317466	0.063394	-0.171997	1.322292	0.093347	0.073508	1.429267	-0.028214	0.035703	1.376074	0.025643	0.037962	1.427385	-0.000843	0.086697	1.378730	-0.013995	0.014513	1.452594	-0.049231	0.029953	1.289185	-0.014432	-0.152429	1.441003	0.013194	0.030105	1.398565	0.019346	
18	-0.051942	1.546941	-0.114253	-0.099777	1.305582	-0.163033	-0.187932	1.147126	0.061692	-0.149703	1.132435	0.012322	-0.155882	0.887816	0.109737	-0.115594	0.896883	0.151316	-0.187618	1.466217	0.026892	-0.185661	0.940935	0.125081	-0.176999	0.889362	0.140103	-0.158067	0.898432	0.158959	-0.155627	0.955924	0.155480	-0.167802	1.248624	0.099743	-0.215265	1.254199	0.062844	-0.222220	1.317499	0.063718	-0.171731	1.322335	0.093670	0.073623	1.429504	-0.028265	0.035886	1.376202	0.025600	0.038099	1.427556	-0.000848	0.086825	1.378911	-0.014101	0.014543	1.452756	-0.049154	0.030052	1.289326	-0.014488	-0.152315	1.441053	0.013523	0.030250	1.398689	0.019310	
19	-0.052009	1.547158	-0.114011	-0.099877	1.305829	-0.162903	-0.187680	1.147169	0.061924	-0.149518	1.132512	0.012492	-0.155531	0.887827	0.109829	-0.115193	0.896883	0.151363	-0.187477	1.466310	0.027263	-0.185488	0.941197	0.125118	-0.176638	0.889413	0.140232	-0.157619	0.898459	0.159058	-0.155164	0.955971	0.155550	-0.167510	1.248683	0.100019	-0.215024	1.254266	0.063131	-0.221962	1.317575	0.064091	-0.171465	1.322387	0.094004	0.073674	1.429737	-0.028311	0.036052	1.376331	0.025583	0.038167	1.427689	-0.000876	0.086919	1.379080	-0.014192	0.014580	1.452936	-0.049074	0.030161	1.289482	-0.014551	-0.152199	1.441129	0.013858	0.030388	1.398828	0.019322	
20	-0.052060	1.547387	-0.113762	-0.099958	1.306091	-0.162789	-0.187434	1.147228	0.062150	-0.149347	1.132606	0.012650	-0.155188	0.887851	0.109929	-0.114802	0.896901	0.151417	-0.187333	1.466405	0.027623	-0.185083	0.941206	0.125271	-0.176257	0.889429	0.140380	-0.157171	0.898444	0.159131	-0.154768	0.956009	0.155623	-0.167168	1.248716	0.100316	-0.214799	1.254298	0.063480	-0.221718	1.317631	0.064516	-0.171215	1.322393	0.094280	0.073798	1.429947	-0.028315	0.036222	1.376453	0.025593	0.038840	1.428229	-0.000515	0.087022	1.379265	-0.014237	0.014626	1.453121	-0.048989	0.030275	1.289642	-0.014619	-0.152080	1.441222	0.014193	0.030519	1.398957	0.019325	
