

Sample #	C7_X	C7_Y	C7_Z	T8_X	T8_Y	T8_Z	EL_X	EL_Y	EL_Z	EM_X	EM_Y	EM_Z	US_X	US_Y	US_Z	RS_X	RS_Y	RS_Z	AA_X	AA_Y	AA_Z	Fore_Clus_1_X	Fore_Clus_1_Y	Fore_Clus_1_Z	Fore_Clus_2_X	Fore_Clus_2_Y	Fore_Clus_2_Z	Fore_Clus_3_X	Fore_Clus_3_Y	Fore_Clus_3_Z	Fore_Clus_4_X	Fore_Clus_4_Y	Fore_Clus_4_Z	Hum_Clus_1_X	Hum_Clus_1_Y	Hum_Clus_1_Z	Hum_Clus_2_X	Hum_Clus_2_Y	Hum_Clus_2_Z	Hum_Clus_3_X	Hum_Clus_3_Y	Hum_Clus_3_Z	Hum_Clus_4_X	Hum_Clus_4_Y	Hum_Clus_4_Z	Thor_Clus_1_X	Thor_Clus_1_Y	Thor_Clus_1_Z	Thor_Clus_2_X	Thor_Clus_2_Y	Thor_Clus_2_Z	Thor_Clus_3_X	Thor_Clus_3_Y	Thor_Clus_3_Z	Thor_Clus_4_X	Thor_Clus_4_Y	Thor_Clus_4_Z	IJ_X	IJ_Y	IJ_Z	PX_X	PX_Y	PX_Z	GH_X	GH_Y	GH_Z	Thor_Clus_5_X	Thor_Clus_5_Y	Thor_Clus_5_Z	
0	0.004499	1.357961	-0.194286	-0.028031	1.154076	-0.223184	-0.119230	1.015278	-0.004639	-0.094177	1.002921	-0.050660	-0.079609	0.783570	0.046251	-0.032013	0.790255	0.031925	-0.095389	1.306051	-0.041978	-0.078000	0.837357	0.075227	-0.068042	0.784056	0.082253	-0.041532	0.788215	0.074845	-0.035223	0.844422	0.063098	-0.073640	1.107868	0.033552	-0.131439	1.121442	0.023513	-0.128928	1.184675	0.030213	-0.070237	1.181842	0.033147	0.145434	1.266205	-0.117279	0.124215	1.222121	-0.048754	0.114806	1.266026	-0.085235	0.168708	1.222335	-0.095435	0.069526	1.283183	-0.141056	0.093915	1.105139	-0.118124	-0.081159	1.269454	-0.054413	0.113654	1.241285	-0.058624	
1	0.004492	1.357925	-0.194383	-0.028022	1.154035	-0.223263	-0.119261	1.015275	-0.004772	-0.094186	1.002922	-0.050782	-0.079667	0.783549	0.046094	-0.032074	0.790227	0.031753	-0.095408	1.306025	-0.042079	-0.078058	0.837348	0.075073	-0.068092	0.784024	0.082095	-0.041569	0.788168	0.074683	-0.035245	0.844391	0.062937	-0.073679	1.107867	0.033455	-0.131473	1.121440	0.023375	-0.128937	1.184672	0.030089	-0.070280	1.181835	0.033067	0.145421	1.266198	-0.117343	0.124208	1.222111	-0.048819	0.114809	1.266023	-0.085322	0.168705	1.222318	-0.095498	0.069519	1.283157	-0.141138	0.093917	1.105117	-0.118185	-0.081152	1.269455	-0.054498	0.113680	1.241303	-0.058685	
2	0.004476	1.357882	-0.194481	-0.028026	1.153985	-0.223321	-0.119290	1.015275	-0.004897	-0.094196	1.002925	-0.050897	-0.079726	0.783530	0.045940	-0.032138	0.790202	0.031582	-0.095424	1.306007	-0.042169	-0.078122	0.837352	0.074953	-0.068139	0.784006	0.081957	-0.041606	0.788115	0.074536	-0.035285	0.844344	0.062781	-0.073729	1.107855	0.033370	-0.131507	1.121427	0.023253	-0.128974	1.184670	0.029991	-0.070313	1.181823	0.032975	0.145405	1.266172	-0.117433	0.124194	1.222106	-0.048877	0.114792	1.266001	-0.085403	0.168690	1.222297	-0.095562	0.069506	1.283129	-0.141220	0.093914	1.105095	-0.118232	-0.081144	1.269458	-0.054580	0.113687	1.241294	-0.058765	
3	0.004456	1.357843	-0.194577	-0.028039	1.153938	-0.223369	-0.119322	1.015277	-0.005015	-0.094210	1.002930	-0.051007	-0.079787	0.783513	0.045790	-0.032203	0.790179	0.031416	-0.095437	1.305999	-0.042250	-0.078159	0.837332	0.074796	-0.068189	0.783971	0.081822	-0.041646	0.788080	0.074381	-0.035331	0.844333	0.062637	-0.073763	1.107857	0.033279	-0.131537	1.121433	0.023143	-0.128990	1.184680	0.029880	-0.070344	1.181815	0.032891	0.145388	1.266146	-0.117502	0.124182	1.222100	-0.048950	0.114799	1.266004	-0.085463	0.168678	1.222276	-0.095628	0.069491	1.283104	-0.141300	0.093905	1.105077	-0.118272	-0.081134	1.269462	-0.054659	0.113699	1.241298	-0.058847	
4	0.004435	1.357811	-0.194669	-0.028061	1.153898	-0.223409	-0.119354	1.015282	-0.005128	-0.094227	1.002936	-0.051111	-0.079850	0.783499	0.045647	-0.032270	0.790159	0.031256	-0.095448	1.306003	-0.042323	-0.078204	0.837311	0.074646	-0.068231	0.783946	0.081667	-0.041709	0.788051	0.074279	-0.035377	0.844300	0.062498	-0.073790	1.107853	0.033200	-0.131561	1.121431	0.023045	-0.129011	1.184683	0.029801	-0.070385	1.181812	0.032818	0.145361	1.266115	-0.117618	0.124167	1.222102	-0.049010	0.114784	1.265976	-0.085528	0.168660	1.222272	-0.095706	0.069474	1.283085	-0.141378	0.093891	1.105063	-0.118307	-0.081123	1.269467	-0.054733	0.113687	1.241290	-0.058899	
5	0.004406	1.357773	-0.194762	-0.028096	1.153852	-0.223429	-0.119387	1.015288	-0.005233	-0.094247	1.002943	-0.051209	-0.079914	0.783490	0.045508	-0.032338	0.790145	0.031102	-0.095457	1.306017	-0.042384	-0.078246	0.837309	0.074508	-0.068278	0.783926	0.081521	-0.041747	0.788025	0.074164	-0.035425	0.844287	0.062351	-0.073804	1.107859	0.033108	-0.131585	1.121452	0.022950	-0.129018	1.184691	0.029721	-0.070405	1.181813	0.032734	0.145344	1.266104	-0.117700	0.124078	1.222019	-0.049035	0.114789	1.265986	-0.085614	0.168647	1.222262	-0.095768	0.069451	1.283065	-0.141455	0.093869	1.105050	-0.118328	-0.081115	1.269473	-0.054807	0.113670	1.241293	-0.058991	
6	0.004380	1.357749	-0.194848	-0.028136	1.153821	-0.223449	-0.119422	1.015296	-0.005333	-0.094270	1.002951	-0.051303	-0.079979	0.783485	0.045378	-0.032406	0.790135	0.030959	-0.095463	1.306045	-0.042441	-0.078301	0.837292	0.074378	-0.068334	0.783914	0.081379	-0.041775	0.788021	0.073990	-0.035484	0.844263	0.062235	-0.073834	1.107855	0.033043	-0.131617	1.121454	0.022864	-0.129039	1.184703	0.029643	-0.070426	1.181816	0.032663	0.145319	1.266103	-0.117791	0.124051	1.222034	-0.049157	0.114749	1.265977	-0.085681	0.168625	1.222263	-0.095811	0.069429	1.283054	-0.141528	0.093842	1.105045	-0.118351	-0.081107	1.269480	-0.054878	0.113657	1.241296	-0.059043	
7	0.004350	1.357724	-0.194935	-0.028186	1.153787	-0.223456	-0.119457	1.015305	-0.005428	-0.094295	1.002960	-0.051392	-0.080045	0.783486	0.045254	-0.032474	0.790132	0.030826	-0.095468	1.306082	-0.042490	-0.078346	0.837296	0.074254	-0.068393	0.783904	0.081254	-0.041782	0.788082	0.073638	-0.035535	0.844264	0.062115	-0.073872	1.107862	0.032966	-0.131640	1.121478	0.022775	-0.129039	1.184724	0.029560	-0.070447	1.181829	0.032582	0.145307	1.266112	-0.117861	0.124022	1.222038	-0.049208	0.114739	1.265990	-0.085754	0.168602	1.222267	-0.095877	0.069404	1.283043	-0.141601	0.093808	1.105041	-0.118363	-0.081104	1.269488	-0.054949	0.113641	1.241318	-0.059098	
8	0.004322	1.357705	-0.195019	-0.028242	1.153762	-0.223460	-0.119495	1.015315	-0.005518	-0.094322	1.002970	-0.051477	-0.080112	0.783492	0.045140	-0.032543	0.790136	0.030705	-0.095472	1.306129	-0.042536	-0.078391	0.837292	0.074153	-0.068444	0.783903	0.081152	-0.041860	0.788067	0.073555	-0.035600	0.844259	0.062017	-0.073911	1.107866	0.032893	-0.131678	1.121485	0.022695	-0.129056	1.184735	0.029481	-0.070476	1.181822	0.032516	0.145242	1.266078	-0.117971	0.123981	1.222060	-0.049275	0.114712	1.265985	-0.085812	0.168572	1.222275	-0.095933	0.069378	1.283037	-0.141670	0.093768	1.105041	-0.118374	-0.081105	1.269496	-0.055021	0.113582	1.241287	-0.059151	
9	0.004297	1.357697	-0.195100	-0.028299	1.153748	-0.223466	-0.119534	1.015327	-0.005604	-0.094353	1.002981	-0.051558	-0.080180	0.783505	0.045036	-0.032611	0.790146	0.030599	-0.095476	1.306185	-0.042581	-0.078441	0.837293	0.074055	-0.068510	0.783910	0.081053	-0.041932	0.788069	0.073433	-0.035659	0.844266	0.061919	-0.073934	1.107871	0.032817	-0.131718	1.121507	0.022612	-0.129079	1.184754	0.029396	-0.070505	1.181836	0.032436	0.145161	1.266049	-0.118052	0.124027	1.222160	-0.049425	0.114696	1.266006	-0.085877	0.168549	1.222275	-0.095990	0.069353	1.283038	-0.141738	0.093723	1.105046	-0.118386	-0.081111	1.269506	-0.055093	0.113847	1.241551	-0.059251	
