

Sample #	C7_X	C7_Y	C7_Z	T8_X	T8_Y	T8_Z	EL_X	EL_Y	EL_Z	EM_X	EM_Y	EM_Z	US_X	US_Y	US_Z	RS_X	RS_Y	RS_Z	AA_X	AA_Y	AA_Z	Fore_Clus_1_X	Fore_Clus_1_Y	Fore_Clus_1_Z	Fore_Clus_2_X	Fore_Clus_2_Y	Fore_Clus_2_Z	Fore_Clus_3_X	Fore_Clus_3_Y	Fore_Clus_3_Z	Fore_Clus_4_X	Fore_Clus_4_Y	Fore_Clus_4_Z	Hum_Clus_1_X	Hum_Clus_1_Y	Hum_Clus_1_Z	Hum_Clus_2_X	Hum_Clus_2_Y	Hum_Clus_2_Z	Hum_Clus_3_X	Hum_Clus_3_Y	Hum_Clus_3_Z	Hum_Clus_4_X	Hum_Clus_4_Y	Hum_Clus_4_Z	Thor_Clus_1_X	Thor_Clus_1_Y	Thor_Clus_1_Z	Thor_Clus_2_X	Thor_Clus_2_Y	Thor_Clus_2_Z	Thor_Clus_3_X	Thor_Clus_3_Y	Thor_Clus_3_Z	Thor_Clus_4_X	Thor_Clus_4_Y	Thor_Clus_4_Z	IJ_X	IJ_Y	IJ_Z	PX_X	PX_Y	PX_Z	GH_X	GH_Y	GH_Z	Thor_Clus_5_X	Thor_Clus_5_Y	Thor_Clus_5_Z	
10	-0.014695	1.486019	-0.041582	-0.069977	1.281874	-0.134589	-0.239442	1.119476	0.149642	-0.209591	1.093848	0.093129	-0.298282	0.893185	0.195142	-0.250007	0.881880	0.208489	-0.167460	1.393679	0.111782	-0.294838	0.945412	0.224721	-0.304392	0.891813	0.230451	-0.278102	0.888230	0.239025	-0.252594	0.940086	0.238831	-0.248869	1.197395	0.185167	-0.275227	1.209253	0.132429	-0.276010	1.272788	0.134769	-0.242882	1.271646	0.183348	0.099615	1.357846	0.105228	0.060221	1.314776	0.166341	0.061381	1.358449	0.128323	0.115005	1.313636	0.132622	0.039514	1.376086	0.052558	0.082193	1.159923	0.130161	-0.144245	1.374523	0.110961	0.052839	1.334265	0.153881	
11	-0.014752	1.485972	-0.041405	-0.069971	1.281849	-0.134497	-0.239263	1.118990	0.149537	-0.209487	1.093480	0.092931	-0.296772	0.892262	0.194885	-0.248474	0.881327	0.208454	-0.167400	1.393471	0.111978	-0.293580	0.944397	0.224595	-0.303288	0.891004	0.230713	-0.276432	0.887294	0.238952	-0.251301	0.939323	0.238845	-0.248989	1.196938	0.185139	-0.275400	1.208901	0.132434	-0.276152	1.272420	0.134898	-0.242959	1.271180	0.183439	0.099771	1.357822	0.105322	0.060360	1.314671	0.166354	0.061272	1.358054	0.128195	0.115130	1.313569	0.132622	0.039557	1.376015	0.052651	0.082381	1.159833	0.130118	-0.144430	1.374203	0.111059	0.053036	1.334000	0.153939	
12	-0.014815	1.485938	-0.041214	-0.069965	1.281847	-0.134418	-0.239108	1.118503	0.149388	-0.209401	1.093113	0.092691	-0.295239	0.891322	0.194567	-0.246925	0.880774	0.208385	-0.167346	1.393252	0.112174	-0.292504	0.943336	0.224597	-0.300975	0.889479	0.229933	-0.274808	0.886404	0.238760	-0.250114	0.938547	0.238831	-0.249142	1.196526	0.185079	-0.275580	1.208483	0.132392	-0.276253	1.272088	0.134922	-0.243116	1.270745	0.183479	0.099875	1.357770	0.105388	0.060472	1.314524	0.166375	0.061546	1.358134	0.128396	0.115252	1.313499	0.132643	0.039594	1.375948	0.052746	0.082568	1.159736	0.130049	-0.144590	1.373871	0.111161	0.053120	1.333884	0.153975	
13	-0.014883	1.485922	-0.041008	-0.069964	1.281876	-0.134350	-0.238971	1.118022	0.149197	-0.209320	1.092751	0.092418	-0.293706	0.890386	0.194198	-0.245386	0.880236	0.208289	-0.167302	1.393036	0.112370	-0.291445	0.942452	0.224280	-0.300215	0.888991	0.230103	-0.273451	0.885600	0.238565	-0.249306	0.938052	0.238727	-0.249287	1.196128	0.184999	-0.275599	1.208078	0.132296	-0.276299	1.271731	0.134887	-0.243281	1.270298	0.183446	0.099875	1.357673	0.105431	0.060528	1.314362	0.166382	0.061763	1.358137	0.128578	0.115336	1.313414	0.132663	0.039623	1.375886	0.052842	0.082742	1.159636	0.129958	-0.144732	1.373536	0.111259	0.053191	1.333724	0.154011	
14	-0.014955	1.485929	-0.040788	-0.069977	1.281940	-0.134291	-0.238843	1.117555	0.148972	-0.209230	1.092400	0.092123	-0.292199	0.889473	0.193789	-0.243882	0.879724	0.208172	-0.167268	1.392832	0.112567	-0.290606	0.941654	0.223995	-0.298496	0.887759	0.229398	-0.272214	0.884893	0.238210	-0.248311	0.937554	0.238435	-0.249251	1.195663	0.184934	-0.275518	1.207624	0.132204	-0.276321	1.271194	0.134839	-0.243348	1.269837	0.183387	0.099938	1.357614	0.105548	0.060791	1.314245	0.166475	0.061740	1.357986	0.128636	0.115371	1.313324	0.132704	0.039640	1.375835	0.052942	0.082895	1.159537	0.129846	-0.144864	1.373210	0.111344	0.053223	1.333560	0.154068	
15	-0.015032	1.485945	-0.040571	-0.070001	1.282019	-0.134240	-0.238717	1.117109	0.148717	-0.209117	1.092065	0.091811	-0.290742	0.888601	0.193353	-0.242442	0.879245	0.208047	-0.167249	1.392643	0.112755	-0.289853	0.940916	0.223606	-0.297345	0.887005	0.228949	-0.271145	0.884376	0.238032	-0.247523	0.937153	0.238183	-0.249035	1.195073	0.184837	-0.275362	1.207076	0.132102	-0.276330	1.270633	0.134771	-0.243280	1.269346	0.183321	0.099919	1.357517	0.105618	0.060797	1.314074	0.166503	0.061698	1.357842	0.128704	0.115365	1.313217	0.132746	0.039645	1.375789	0.053038	0.083020	1.159439	0.129729	-0.144993	1.372905	0.111411	0.053227	1.333396	0.154123	
16	-0.015115	1.485982	-0.040350	-0.070047	1.282125	-0.134193	-0.238589	1.116688	0.148441	-0.208976	1.091749	0.091496	-0.289361	0.887785	0.192900	-0.241089	0.878805	0.207917	-0.167244	1.392482	0.112942	-0.288972	0.940277	0.223169	-0.296219	0.886277	0.228468	-0.269922	0.883843	0.237540	-0.246729	0.936760	0.237948	-0.248683	1.194445	0.184655	-0.275176	1.206420	0.131959	-0.276326	1.269992	0.134703	-0.243096	1.268659	0.183130	0.099903	1.357426	0.105666	0.060800	1.313921	0.166548	0.061652	1.357700	0.128778	0.115345	1.313095	0.132780	0.039634	1.375756	0.053134	0.083110	1.159348	0.129604	-0.145126	1.372625	0.111452	0.053220	1.333250	0.154177	
17	-0.015202	1.486024	-0.040143	-0.070111	1.282238	-0.134151	-0.238452	1.116297	0.148151	-0.208799	1.091454	0.091184	-0.288081	0.887037	0.192442	-0.239848	0.878410	0.207791	-0.167256	1.392347	0.113115	-0.288149	0.939587	0.222686	-0.295315	0.885778	0.228266	-0.268942	0.883335	0.237497	-0.245929	0.936348	0.237728	-0.248340	1.193846	0.184372	-0.275020	1.205774	0.131762	-0.276332	1.269357	0.134598	-0.242921	1.267986	0.182865	0.099873	1.357315	0.105725	0.060815	1.313764	0.166584	0.061619	1.357580	0.128851	0.115319	1.312972	0.132789	0.039606	1.375729	0.053225	0.083166	1.159264	0.129486	-0.145269	1.372380	0.111468	0.053235	1.333135	0.154240	
18	-0.015295	1.486072	-0.039951	-0.070195	1.282353	-0.134111	-0.238306	1.115939	0.147855	-0.208587	1.091185	0.090884	-0.286923	0.886366	0.191989	-0.238742	0.878061	0.207673	-0.167285	1.392239	0.113275	-0.287334	0.938938	0.222163	-0.294769	0.885416	0.228240	-0.267896	0.882782	0.237103	-0.245277	0.936005	0.237459	-0.248172	1.193304	0.184026	-0.274951	1.205205	0.131486	-0.276400	1.268770	0.134331	-0.243068	1.267608	0.182783	0.099880	1.357251	0.105770	0.060810	1.313667	0.166623	0.061599	1.357496	0.128925	0.115304	1.312821	0.132742	0.039562	1.375710	0.053309	0.083185	1.159190	0.129378	-0.145424	1.372172	0.111456	0.053256	1.333038	0.154294	
19	-0.015393	1.486125	-0.039777	-0.070297	1.282470	-0.134073	-0.238153	1.115617	0.147563	-0.208347	1.090942	0.090603	-0.285908	0.885780	0.191550	-0.237788	0.877760	0.207566	-0.167330	1.392162	0.113423	-0.286637	0.938295	0.221467	-0.292983	0.884203	0.226908	-0.266956	0.882259	0.236623	-0.244739	0.935631	0.237162	-0.248274	1.192899	0.183700	-0.274888	1.204794	0.131110	-0.276439	1.268363	0.133990	-0.243265	1.267198	0.182510	0.099856	1.357186	0.105813	0.060791	1.313597	0.166654	0.061556	1.357423	0.129003	0.115250	1.312729	0.132753	0.039502	1.375700	0.053386	0.083169	1.159128	0.129281	-0.145591	1.372002	0.111417	0.053231	1.332971	0.154352	
20	-0.015496	1.486168	-0.039635	-0.070412	1.282566	-0.134038	-0.237994	1.115334	0.147280	-0.208084	1.090727	0.090345	-0.285052	0.885283	0.191134	-0.237003	0.877506	0.207478	-0.167392	1.392106	0.113545	-0.286281	0.937738	0.220786	-0.292475	0.883681	0.226555	-0.266514	0.881868	0.236305	-0.244523	0.935269	0.236863	-0.248481	1.192616	0.183374	-0.274857	1.204536	0.130790	-0.276467	1.268095	0.133673	-0.243488	1.266877	0.182255	0.099795	1.357151	0.105824	0.060744	1.313538	0.166707	0.061495	1.357377	0.129059	0.115207	1.312686	0.132772	0.039427	1.375691	0.053449	0.083125	1.159077	0.129206	-0.145771	1.371872	0.111356	0.053201	1.332930	0.154413	
21	-0.015605	1.486212	-0.039515	-0.070539	1.282655	-0.134006	-0.237838	1.115090	0.147017	-0.207814	1.090542	0.090117	-0.284369	0.884877	0.190746	-0.236395	0.877299	0.207403	-0.167468	1.392074	0.113651	-0.286090	0.937291	0.220070	-0.292354	0.883384	0.225977	-0.266316	0.881557	0.235918	-0.244524	0.935065	0.236632	-0.248621	1.192458	0.183167	-0.274810	1.204351	0.130417	-0.276492	1.267891	0.133353	-0.243693	1.266674	0.182030	0.099713	1.357170	0.105844	0.060782	1.313601	0.166850	0.061421	1.357376	0.129091	0.115150	1.312696	0.132791	0.039339	1.375689	0.053503	0.083054	1.159039	0.129145	-0.145958	1.371777	0.111274	0.053131	1.332912	0.154447	
22	-0.015718	1.486242	-0.039430	-0.070669	1.282717	-0.133979	-0.237692	1.114886	0.146777	-0.207551	1.090387	0.089917	-0.283866	0.884561	0.190393	-0.235973	0.877136	0.207347	-0.167556	1.392055	0.113730	-0.286122	0.936976	0.219434	-0.292752	0.883530	0.225850	-0.266286	0.881325	0.235523	-0.244660	0.934934	0.236438	-0.248700	1.192298	0.182968	-0.274820	1.204165	0.130153	-0.276541	1.267701	0.133082	-0.243794	1.266533	0.181825	0.099592	1.357190	0.105871	0.060533	1.313552	0.166808	0.061330	1.357379	0.129115	0.115068	1.312720	0.132811	0.039240	1.375688	0.053543	0.082965	1.159012	0.129106	-0.146149	1.371713	0.111180	0.053031	1.332919	0.154467	
23	-0.015834	1.486260	-0.039375	-0.070799	1.282755	-0.133959	-0.237568	1.114721	0.146565	-0.207314	1.090262	0.089749	-0.283550	0.884332	0.190077	-0.235738	0.877016	0.207306	-0.167656	1.392044	0.113783	-0.286241	0.936807	0.218892	-0.292708	0.883170	0.225119	-0.266356	0.881231	0.235210	-0.244870	0.934885	0.236273	-0.248634	1.192106	0.182743	-0.274796	1.203979	0.129914	-0.276591	1.267516	0.132896	-0.243811	1.266433	0.181674	0.099444	1.357199	0.105837	0.060298	1.313527	0.166759	0.061227	1.357409	0.129129	0.115003	1.312803	0.132844	0.039133	1.375687	0.053569	0.082865	1.158995	0.129084	-0.146337	1.371675	0.111078	0.052934	1.332954	0.154480	
24	-0.015953	1.486271	-0.039344	-0.070924	1.282776	-0.133946	-0.237476	1.114595	0.146385	-0.207120	1.090164	0.089611	-0.283421	0.884188	0.189801	-0.235689	0.876937	0.207278	-0.167764	1.392038	0.113814	-0.286441	0.936732	0.218512	-0.292884	0.883017	0.224671	-0.266572	0.881210	0.235016	-0.245179	0.934888	0.236172	-0.248517	1.191920	0.182522	-0.274745	1.203783	0.129743	-0.276642	1.267315	0.132758	-0.243784	1.266287	0.181530	0.099305	1.357217	0.105830	0.060235	1.313536	0.166786	0.061144	1.357430	0.129142	0.114918	1.312839	0.132857	0.039021	1.375688	0.053584	0.082759	1.158989	0.129073	-0.146516	1.371655	0.110974	0.052841	1.332953	0.154474	
25	-0.016074	1.486263	-0.039345	-0.071035	1.282764	-0.133944	-0.237427	1.114506	0.146235	-0.206985	1.090094	0.089499	-0.283476	0.884121	0.189565	-0.235822	0.876893	0.207263	-0.167880	1.392026	0.113816	-0.286687	0.936732	0.218205	-0.293128	0.883056	0.224464	-0.266841	0.881242	0.234902	-0.245533	0.934951	0.236082	-0.248457	1.191787	0.182381	-0.274714	1.203642	0.129582	-0.276728	1.267131	0.132670	-0.243818	1.266144	0.181408	0.099234	1.357217	0.105841	0.060152	1.313542	0.166787	0.061074	1.357439	0.129147	0.114830	1.312845	0.132860	0.038906	1.375684	0.053585	0.082654	1.158988	0.129076	-0.146679	1.371648	0.110876	0.052750	1.332957	0.154495	
26	-0.016194	1.486251	-0.039360	-0.071134	1.282743	-0.133951	-0.237432	1.114451	0.146117	-0.206925	1.090047	0.089412	-0.283709	0.884127	0.189368	-0.236126	0.876883	0.207251	-0.167998	1.392009	0.113799	-0.286949	0.936797	0.218024	-0.293411	0.883131	0.224308	-0.267161	0.881284	0.234856	-0.245937	0.935046	0.236037	-0.248510	1.191699	0.182289	-0.274742	1.203549	0.129498	-0.276814	1.267043	0.132602	-0.243943	1.265992	0.181290	0.099119	1.357212	0.105845	0.060088	1.313524	0.166777	0.060983	1.357444	0.129163	0.114767	1.312852	0.132861	0.038792	1.375682	0.053578	0.082554	1.158993	0.129082	-0.146822	1.371645	0.110786	0.052647	1.332949	0.154477	
27	-0.016312	1.486227	-0.039392	-0.071215	1.282702	-0.133969	-0.237499	1.114426	0.146027	-0.206950	1.090022	0.089345	-0.284110	0.884196	0.189206	-0.236592	0.876903	0.207242	-0.168120	1.391979	0.113760	-0.287330	0.936893	0.217879	-0.293787	0.883231	0.224223	-0.267903	0.881572	0.235115	-0.246385	0.935147	0.236011	-0.248649	1.191693	0.182265	-0.274906	1.203567	0.129452	-0.276913	1.267048	0.132560	-0.244064	1.265977	0.181261	0.099027	1.357237	0.105835	0.060000	1.313504	0.166776	0.060906	1.357446	0.129158	0.114686	1.312847	0.132856	0.038678	1.375674	0.053562	0.082463	1.158999	0.129092	-0.146940	1.371641	0.110709	0.052565	1.332929	0.154463	
28	-0.016428	1.486196	-0.039433	-0.071278	1.282651	-0.133997	-0.237635	1.114429	0.145959	-0.207066	1.090015	0.089292	-0.284668	0.884321	0.189076	-0.237207	0.876949	0.207228	-0.168242	1.391935	0.113706	-0.287774	0.936994	0.217769	-0.294350	0.883384	0.224184	-0.268229	0.881612	0.234860	-0.246796	0.935227	0.235957	-0.248897	1.191752	0.182283	-0.275133	1.203635	0.129448	-0.277050	1.267128	0.132534	-0.244241	1.266039	0.181245	0.098906	1.357213	0.105800	0.059878	1.313461	0.166731	0.060837	1.357423	0.129156	0.114609	1.312838	0.132848	0.038569	1.375663	0.053541	0.082383	1.159004	0.129100	-0.147032	1.371629	0.110649	0.052474	1.332890	0.154423	
29	-0.016540	1.486166	-0.039471	-0.071325	1.282603	-0.134034	-0.237845	1.114455	0.145910	-0.207278	1.090022	0.089250	-0.285368	0.884495	0.188969	-0.237954	0.877016	0.207200	-0.168362	1.391879	0.113644	-0.288269	0.937163	0.217727	-0.294925	0.883560	0.224162	-0.268699	0.881661	0.234582	-0.247262	0.935312	0.235927	-0.249171	1.191863	0.182288	-0.275369	1.203763	0.129437	-0.277230	1.267262	0.132510	-0.244424	1.266182	0.181260	0.098849	1.357217	0.105797	0.059794	1.313435	0.166699	0.060645	1.357422	0.129106	0.114524	1.312825	0.132829	0.038464	1.375651	0.053520	0.082313	1.159006	0.129101	-0.147096	1.371605	0.110603	0.052369	1.332869	0.154412	
30	-0.016647	1.486128	-0.039511	-0.071355	1.282546	-0.134078	-0.238128	1.114501	0.145871	-0.207582	1.090041	0.089211	-0.286198	0.884709	0.188879	-0.238823	0.877100	0.207156	-0.168480	1.391807	0.113572	-0.288808	0.937376	0.217651	-0.295641	0.883807	0.224180	-0.269333	0.881803	0.234460	-0.247807	0.935424	0.235844	-0.249473	1.191986	0.182278	-0.275629	1.203913	0.129406	-0.277418	1.267408	0.132443	-0.244582	1.266326	0.181252	0.098756	1.357174	0.105775	0.059690	1.313395	0.166680	0.060535	1.357392	0.129091	0.114420	1.312816	0.132817	0.038365	1.375632	0.053498	0.082254	1.159002	0.129099	-0.147136	1.371566	0.110576	0.052261	1.332822	0.154378	
31	-0.016748	1.486098	-0.039535	-0.071376	1.282505	-0.134124	-0.238484	1.114563	0.145835	-0.207972	1.090067	0.089173	-0.287141	0.884957	0.188794	-0.239795	0.877197	0.207082	-0.168593	1.391728	0.113506	-0.289516	0.937637	0.217626	-0.296534	0.884245	0.224314	-0.270143	0.881985	0.234405	-0.248439	0.935537	0.235685	-0.249777	1.192134	0.182216	-0.275871	1.204063	0.129325	-0.277572	1.267594	0.132325	-0.244792	1.266456	0.181170	0.098662	1.357154	0.105772	0.059590	1.313360	0.166643	0.060465	1.357374	0.129084	0.114315	1.312781	0.132811	0.038271	1.375613	0.053483	0.082201	1.158992	0.129085	-0.147152	1.371510	0.110562	0.052138	1.332752	0.154339	
32	-0.016844	1.486067	-0.039547	-0.071389	1.282468	-0.134171	-0.238908	1.114637	0.145795	-0.208437	1.090099	0.089129	-0.288184	0.885230	0.188705	-0.240858	0.877302	0.206974	-0.168702	1.391638	0.113445	-0.290277	0.937934	0.217597	-0.297509	0.884579	0.224299	-0.271252	0.882224	0.234515	-0.249252	0.935687	0.235552	-0.250089	1.192244	0.182100	-0.276113	1.204205	0.129239	-0.277729	1.267732	0.132188	-0.245010	1.266563	0.181054	0.098624	1.357148	0.105817	0.059421	1.313285	0.166645	0.060369	1.357344	0.129095	0.114230	1.312749	0.132816	0.038182	1.375588	0.053475	0.082154	1.158972	0.129066	-0.147152	1.371438	0.110561	0.052022	1.332701	0.154329	
33	-0.016934	1.486041	-0.039540	-0.071400	1.282443	-0.134213	-0.239393	1.114720	0.145742	-0.208962	1.090136	0.089074	-0.289312	0.885525	0.188599	-0.241999	0.877412	0.206822	-0.168807	1.391545	0.113396	-0.291196	0.938251	0.217516	-0.298505	0.884714	0.223787	-0.272366	0.882435	0.234314	-0.250051	0.935824	0.235365	-0.250412	1.192358	0.181965	-0.276350	1.204342	0.129106	-0.277883	1.267881	0.132049	-0.245247	1.266635	0.180906	0.098479	1.357094	0.105797	0.059325	1.313210	0.166623	0.060268	1.357300	0.129110	0.114138	1.312702	0.132823	0.038098	1.375561	0.053477	0.082108	1.158943	0.129043	-0.147139	1.371352	0.110571	0.051923	1.332648	0.154337	
