

Sample #	C7_X	C7_Y	C7_Z	T8_X	T8_Y	T8_Z	EL_X	EL_Y	EL_Z	EM_X	EM_Y	EM_Z	US_X	US_Y	US_Z	RS_X	RS_Y	RS_Z	AA_X	AA_Y	AA_Z	Fore_Clus_1_X	Fore_Clus_1_Y	Fore_Clus_1_Z	Fore_Clus_2_X	Fore_Clus_2_Y	Fore_Clus_2_Z	Fore_Clus_3_X	Fore_Clus_3_Y	Fore_Clus_3_Z	Fore_Clus_4_X	Fore_Clus_4_Y	Fore_Clus_4_Z	Hum_Clus_1_X	Hum_Clus_1_Y	Hum_Clus_1_Z	Hum_Clus_2_X	Hum_Clus_2_Y	Hum_Clus_2_Z	Hum_Clus_3_X	Hum_Clus_3_Y	Hum_Clus_3_Z	Hum_Clus_4_X	Hum_Clus_4_Y	Hum_Clus_4_Z	Thor_Clus_1_X	Thor_Clus_1_Y	Thor_Clus_1_Z	Thor_Clus_2_X	Thor_Clus_2_Y	Thor_Clus_2_Z	Thor_Clus_3_X	Thor_Clus_3_Y	Thor_Clus_3_Z	Thor_Clus_4_X	Thor_Clus_4_Y	Thor_Clus_4_Z	IJ_X	IJ_Y	IJ_Z	PX_X	PX_Y	PX_Z	GH_X	GH_Y	GH_Z	Thor_Clus_5_X	Thor_Clus_5_Y	Thor_Clus_5_Z	
10	-0.051832	1.457013	-0.057072	-0.057687	1.225833	-0.107030	-0.225944	1.064266	0.049131	-0.178463	1.069206	-0.000554	-0.203990	0.832821	0.113098	-0.156804	0.843558	0.139159	-0.181146	1.376259	0.046995	-0.226074	0.879660	0.129378	-0.219336	0.827555	0.144219	-0.196676	0.834701	0.159103	-0.189626	0.891535	0.153307	-0.193883	1.167105	0.107582	-0.240043	1.185586	0.073651	-0.236364	1.248468	0.083934	-0.185305	1.240734	0.112357	0.086137	1.362981	0.049218	0.054674	1.305530	0.102351	0.050053	1.356060	0.074742	0.106318	1.315385	0.064723	0.020637	1.372828	0.024434	0.065187	1.195354	0.061974	-0.156400	1.352652	0.041803	0.045599	1.326453	0.095239	
11	-0.051950	1.457038	-0.057005	-0.057837	1.225860	-0.106969	-0.226081	1.064332	0.049285	-0.178634	1.069272	-0.000432	-0.204142	0.832871	0.113226	-0.156933	0.843596	0.139251	-0.181209	1.376282	0.047130	-0.226218	0.879698	0.129556	-0.219491	0.827582	0.144385	-0.196774	0.834725	0.159236	-0.189744	0.891557	0.153425	-0.193966	1.167139	0.107733	-0.240121	1.185627	0.073828	-0.236447	1.248522	0.084146	-0.185354	1.240755	0.112523	0.086078	1.363000	0.049208	0.054649	1.305541	0.102358	0.049976	1.356062	0.074742	0.106270	1.315399	0.064691	0.020562	1.372848	0.024459	0.065129	1.195371	0.061967	-0.156462	1.352700	0.041985	0.045550	1.326577	0.095305	
12	-0.052069	1.457069	-0.056931	-0.057989	1.225896	-0.106913	-0.226223	1.064398	0.049443	-0.178811	1.069336	-0.000308	-0.204295	0.832920	0.113358	-0.157069	0.843634	0.139356	-0.181273	1.376307	0.047268	-0.226345	0.879739	0.129712	-0.219616	0.827648	0.144542	-0.196890	0.834742	0.159368	-0.189851	0.891599	0.153569	-0.194027	1.167184	0.107903	-0.240188	1.185686	0.074000	-0.236516	1.248597	0.084359	-0.185400	1.240802	0.112667	0.086029	1.363016	0.049190	0.054628	1.305560	0.102352	0.049946	1.356100	0.074749	0.106209	1.315407	0.064653	0.020486	1.372870	0.024485	0.065068	1.195388	0.061952	-0.156525	1.352747	0.042166	0.045515	1.326572	0.095306	
13	-0.052188	1.457108	-0.056850	-0.058147	1.225942	-0.106862	-0.226370	1.064463	0.049605	-0.178993	1.069399	-0.000180	-0.204450	0.832969	0.113492	-0.157211	0.843674	0.139472	-0.181337	1.376337	0.047409	-0.226565	0.879808	0.129909	-0.219793	0.827680	0.144722	-0.197049	0.834754	0.159524	-0.189986	0.891629	0.153721	-0.194095	1.167217	0.108079	-0.240277	1.185747	0.074194	-0.236559	1.248647	0.084564	-0.185418	1.240815	0.112818	0.085966	1.363039	0.049178	0.054603	1.305574	0.102353	0.049870	1.356079	0.074753	0.106138	1.315411	0.064639	0.020409	1.372894	0.024514	0.065004	1.195405	0.061930	-0.156590	1.352793	0.042344	0.045490	1.326594	0.095321	
14	-0.052308	1.457156	-0.056759	-0.058310	1.226001	-0.106815	-0.226517	1.064528	0.049768	-0.179176	1.069461	-0.000050	-0.204607	0.833018	0.113628	-0.157361	0.843714	0.139596	-0.181403	1.376372	0.047557	-0.226385	0.879590	0.130006	-0.219909	0.827733	0.144851	-0.197147	0.834776	0.159656	-0.190100	0.891662	0.153871	-0.194141	1.167281	0.108271	-0.240355	1.185828	0.074385	-0.236605	1.248716	0.084772	-0.185446	1.240870	0.112998	0.085894	1.363053	0.049165	0.054546	1.305567	0.102368	0.049862	1.356089	0.074754	0.106083	1.315415	0.064611	0.020330	1.372921	0.024546	0.064935	1.195421	0.061900	-0.156659	1.352840	0.042519	0.045425	1.326526	0.095290	
15	-0.052430	1.457210	-0.056663	-0.058478	1.226067	-0.106770	-0.226670	1.064593	0.049935	-0.179364	1.069522	0.000082	-0.204765	0.833067	0.113768	-0.157515	0.843757	0.139732	-0.181471	1.376410	0.047708	-0.226507	0.879601	0.130147	-0.220082	0.827763	0.144994	-0.197329	0.834819	0.159801	-0.190287	0.891709	0.154042	-0.194203	1.167311	0.108424	-0.240484	1.185881	0.074622	-0.236662	1.248765	0.084991	-0.185503	1.240887	0.113165	0.085825	1.363070	0.049162	0.054516	1.305580	0.102355	0.049787	1.356085	0.074766	0.106020	1.315415	0.064594	0.020248	1.372949	0.024580	0.064861	1.195438	0.061867	-0.156732	1.352886	0.042688	0.045397	1.326567	0.095318	
16	-0.052555	1.457270	-0.056557	-0.058655	1.226143	-0.106726	-0.226823	1.064658	0.050102	-0.179552	1.069582	0.000216	-0.204928	0.833117	0.113909	-0.157676	0.843800	0.139873	-0.181542	1.376455	0.047867	-0.226638	0.879654	0.130272	-0.220225	0.827819	0.145110	-0.197469	0.834882	0.159938	-0.190453	0.891776	0.154341	-0.194252	1.167368	0.108596	-0.240569	1.185956	0.074835	-0.236735	1.248846	0.085192	-0.185546	1.240945	0.113363	0.085743	1.363088	0.049150	0.054463	1.305585	0.102367	0.049743	1.356111	0.074777	0.105958	1.315430	0.064565	0.020163	1.372980	0.024619	0.064781	1.195454	0.061830	-0.156811	1.352932	0.042850	0.045336	1.326528	0.095297	
17	-0.052684	1.457334	-0.056445	-0.058841	1.226221	-0.106679	-0.226980	1.064723	0.050272	-0.179743	1.069640	0.000352	-0.205093	0.833167	0.114055	-0.157841	0.843846	0.140021	-0.181616	1.376501	0.048034	-0.226808	0.879684	0.130417	-0.220402	0.827865	0.145260	-0.197641	0.834914	0.160078	-0.190614	0.891804	0.154473	-0.194333	1.167410	0.108765	-0.240676	1.186011	0.075043	-0.236831	1.248895	0.085409	-0.185619	1.240982	0.113541	0.085657	1.363112	0.049171	0.054402	1.305583	0.102376	0.049650	1.356111	0.074798	0.105898	1.315441	0.064555	0.020074	1.373011	0.024661	0.064695	1.195469	0.061792	-0.156896	1.352979	0.043005	0.045288	1.326549	0.095335	
18	-0.052821	1.457397	-0.056328	-0.059037	1.226301	-0.106626	-0.227139	1.064788	0.050443	-0.179937	1.069698	0.000490	-0.205263	0.833219	0.114204	-0.158011	0.843893	0.140173	-0.181696	1.376549	0.048209	-0.226964	0.879763	0.130544	-0.220575	0.827943	0.145399	-0.197792	0.834997	0.160218	-0.190752	0.891863	0.154626	-0.194407	1.167462	0.108924	-0.240764	1.186085	0.075213	-0.236931	1.248963	0.085635	-0.185663	1.241038	0.113693	0.085557	1.363156	0.049176	0.054351	1.305585	0.102383	0.049593	1.356136	0.074822	0.105708	1.315397	0.064472	0.019979	1.373042	0.024707	0.064603	1.195484	0.061757	-0.156987	1.353027	0.043152	0.045225	1.326557	0.095344	
19	-0.052966	1.457461	-0.056203	-0.059246	1.226380	-0.106565	-0.227299	1.064853	0.050615	-0.180131	1.069755	0.000629	-0.205437	0.833273	0.114354	-0.158186	0.843941	0.140324	-0.181780	1.376599	0.048398	-0.227108	0.879769	0.130726	-0.220762	0.827988	0.145550	-0.197976	0.835028	0.160370	-0.190938	0.891898	0.154758	-0.194506	1.167498	0.109081	-0.240881	1.186133	0.075424	-0.237048	1.249016	0.085848	-0.185756	1.241083	0.113860	0.085478	1.363179	0.049153	0.054292	1.305602	0.102397	0.049508	1.356134	0.074842	0.105714	1.315438	0.064510	0.019878	1.373073	0.024758	0.064504	1.195497	0.061725	-0.157085	1.353076	0.043293	0.045168	1.326558	0.095356	
20	-0.053121	1.457517	-0.056076	-0.059467	1.226450	-0.106492	-0.227465	1.064918	0.050789	-0.180330	1.069811	0.000770	-0.205616	0.833327	0.114508	-0.158363	0.843991	0.140478	-0.181871	1.376644	0.048597	-0.227274	0.879847	0.130887	-0.220936	0.828052	0.145698	-0.198119	0.835108	0.160500	-0.191097	0.891972	0.154892	-0.194595	1.167577	0.109228	-0.240994	1.186216	0.075597	-0.237135	1.249089	0.086030	-0.185823	1.241140	0.113975	0.085380	1.363206	0.049172	0.054245	1.305609	0.102403	0.049460	1.356172	0.074866	0.105614	1.315439	0.064501	0.019770	1.373099	0.024811	0.064400	1.195509	0.061701	-0.157188	1.353126	0.043427	0.045116	1.326583	0.095376	
21	-0.053289	1.457569	-0.055943	-0.059702	1.226513	-0.106406	-0.227630	1.064984	0.050963	-0.180529	1.069867	0.000912	-0.205801	0.833383	0.114662	-0.158543	0.844041	0.140626	-0.181967	1.376689	0.048811	-0.227424	0.879872	0.131026	-0.221154	0.828119	0.145869	-0.198307	0.835163	0.160657	-0.191269	0.892039	0.155026	-0.194712	1.167625	0.109385	-0.241128	1.186276	0.075800	-0.237235	1.249156	0.086213	-0.185929	1.241191	0.114130	0.085290	1.363225	0.049172	0.054189	1.305622	0.102420	0.049369	1.356178	0.074882	0.105459	1.315424	0.064434	0.019655	1.373123	0.024869	0.064290	1.195519	0.061684	-0.157298	1.353176	0.043556	0.045032	1.326594	0.095409	
22	-0.053468	1.457610	-0.055809	-0.059950	1.226564	-0.106306	-0.227799	1.065050	0.051138	-0.180732	1.069923	0.001054	-0.205990	0.833439	0.114817	-0.158724	0.844090	0.140769	-0.182070	1.376728	0.049038	-0.227854	0.880172	0.131240	-0.221338	0.828189	0.146033	-0.198478	0.835251	0.160811	-0.191436	0.892104	0.155123	-0.194827	1.167699	0.109527	-0.241271	1.186369	0.076006	-0.237328	1.249230	0.086379	-0.186019	1.241263	0.114270	0.085193	1.363252	0.049183	0.054125	1.305628	0.102437	0.049290	1.356201	0.074921	0.105480	1.315467	0.064507	0.019532	1.373143	0.024928	0.064177	1.195527	0.061677	-0.157411	1.353227	0.043682	0.044970	1.326606	0.095428	
23	-0.053660	1.457641	-0.055674	-0.060210	1.226601	-0.106190	-0.227970	1.065115	0.051314	-0.180937	1.069979	0.001196	-0.206182	0.833495	0.114971	-0.158906	0.844139	0.140906	-0.182178	1.376760	0.049276	-0.228287	0.880416	0.131454	-0.221568	0.828241	0.146201	-0.198689	0.835340	0.160968	-0.191645	0.892161	0.155216	-0.194969	1.167763	0.109679	-0.241428	1.186440	0.076210	-0.237439	1.249289	0.086549	-0.186128	1.241316	0.114421	0.085109	1.363264	0.049198	0.054097	1.305660	0.102481	0.049178	1.356184	0.074968	0.105397	1.315486	0.064485	0.019402	1.373157	0.024990	0.064062	1.195533	0.061680	-0.157528	1.353279	0.043806	0.044894	1.326616	0.095447	
24	-0.053864	1.457662	-0.055538	-0.060482	1.226626	-0.106061	-0.228141	1.065181	0.051489	-0.181142	1.070035	0.001338	-0.206379	0.833551	0.115121	-0.159087	0.844186	0.141031	-0.182291	1.376787	0.049529	-0.228404	0.880476	0.131585	-0.221733	0.828332	0.146339	-0.198852	0.835420	0.161098	-0.191788	0.892244	0.155331	-0.195086	1.167837	0.109832	-0.241545	1.186525	0.076394	-0.237553	1.249376	0.086725	-0.186221	1.241398	0.114565	0.084997	1.363294	0.049215	0.054015	1.305647	0.102524	0.049113	1.356223	0.075004	0.105165	1.315430	0.064395	0.019266	1.373168	0.025054	0.063944	1.195538	0.061692	-0.157648	1.353330	0.043931	0.044827	1.326627	0.095493	
25	-0.054078	1.457671	-0.055404	-0.060760	1.226634	-0.105918	-0.228315	1.065247	0.051664	-0.181352	1.070091	0.001480	-0.206576	0.833606	0.115268	-0.159265	0.844231	0.141149	-0.182409	1.376805	0.049788	-0.228578	0.880512	0.131742	-0.221911	0.828397	0.146469	-0.199031	0.835480	0.161242	-0.191959	0.892288	0.155443	-0.195213	1.167892	0.109970	-0.241673	1.186582	0.076556	-0.237677	1.249441	0.086920	-0.186321	1.241447	0.114720	0.084918	1.363308	0.049208	0.053948	1.305649	0.102543	0.049014	1.356214	0.075049	0.105084	1.315443	0.064397	0.019125	1.373172	0.025117	0.063827	1.195540	0.061714	-0.157767	1.353381	0.044058	0.044751	1.326626	0.095517	
26	-0.054300	1.457672	-0.055270	-0.061045	1.226633	-0.105765	-0.228487	1.065312	0.051838	-0.181560	1.070149	0.001620	-0.206774	0.833660	0.115408	-0.159441	0.844273	0.141252	-0.182528	1.376818	0.050056	-0.228440	0.880320	0.131857	-0.222084	0.828462	0.146614	-0.199225	0.835542	0.161429	-0.192080	0.892343	0.155550	-0.195318	1.167955	0.110129	-0.241785	1.186655	0.076726	-0.237785	1.249523	0.087101	-0.186398	1.241521	0.114858	0.084851	1.363301	0.049259	0.053880	1.305646	0.102586	0.048921	1.356245	0.075091	0.104983	1.315433	0.064373	0.018980	1.373174	0.025182	0.063709	1.195540	0.061742	-0.157886	1.353432	0.044190	0.044678	1.326635	0.095559	
27	-0.054526	1.457665	-0.055139	-0.061331	1.226621	-0.105605	-0.228660	1.065377	0.052012	-0.181769	1.070207	0.001758	-0.206971	0.833711	0.115540	-0.159613	0.844311	0.141344	-0.182649	1.376825	0.050326	-0.228613	0.880388	0.131982	-0.222263	0.828522	0.146742	-0.199373	0.835582	0.161523	-0.192222	0.892379	0.155665	-0.195432	1.168002	0.110291	-0.241914	1.186726	0.076885	-0.237891	1.249589	0.087294	-0.186489	1.241554	0.114993	0.084592	1.363250	0.049136	0.053814	1.305642	0.102590	0.048835	1.356221	0.075139	0.104880	1.315419	0.064366	0.018833	1.373171	0.025245	0.063594	1.195540	0.061777	-0.158003	1.353483	0.044329	0.044602	1.326626	0.095589	
28	-0.054754	1.457652	-0.055010	-0.061616	1.226602	-0.105442	-0.228832	1.065442	0.052184	-0.181978	1.070266	0.001895	-0.207165	0.833760	0.115664	-0.159780	0.844345	0.141424	-0.182769	1.376828	0.050597	-0.228731	0.880434	0.132106	-0.222410	0.828597	0.146861	-0.199528	0.835641	0.161634	-0.192378	0.892444	0.155780	-0.195530	1.168049	0.110456	-0.242016	1.186797	0.077061	-0.237974	1.249668	0.087480	-0.186550	1.241601	0.115126	0.084335	1.363196	0.049043	0.053731	1.305632	0.102628	0.048757	1.356257	0.075182	0.104782	1.315413	0.064367	0.018687	1.373167	0.025308	0.063482	1.195539	0.061815	-0.158116	1.353532	0.044475	0.044540	1.326620	0.095624	
29	-0.054979	1.457638	-0.054883	-0.061898	1.226582	-0.105278	-0.228999	1.065506	0.052353	-0.182183	1.070327	0.002029	-0.207356	0.833807	0.115777	-0.159942	0.844376	0.141490	-0.182887	1.376830	0.050866	-0.228868	0.880467	0.132240	-0.222572	0.828636	0.146991	-0.199654	0.835667	0.161726	-0.192530	0.892464	0.155876	-0.195635	1.168077	0.110618	-0.242140	1.186853	0.077237	-0.238069	1.249714	0.087674	-0.186628	1.241631	0.115277	0.084258	1.363203	0.049072	0.053653	1.305608	0.102658	0.048661	1.356242	0.075216	0.104687	1.315411	0.064358	0.018542	1.373162	0.025370	0.063371	1.195537	0.061854	-0.158226	1.353582	0.044630	0.044465	1.326627	0.095660	
30	-0.055199	1.457623	-0.054761	-0.062171	1.226561	-0.105119	-0.229167	1.065571	0.052521	-0.182389	1.070389	0.002162	-0.207541	0.833851	0.115881	-0.160097	0.844403	0.141548	-0.183003	1.376831	0.051126	-0.228991	0.880529	0.132340	-0.222707	0.828685	0.147097	-0.199790	0.835696	0.161827	-0.192670	0.892521	0.155996	-0.195720	1.168129	0.110785	-0.242254	1.186931	0.077445	-0.238181	1.249782	0.087891	-0.186707	1.241672	0.115443	0.084161	1.363207	0.049096	0.053600	1.305606	0.102689	0.048594	1.356264	0.075259	0.104587	1.315390	0.064339	0.018401	1.373156	0.025430	0.063264	1.195536	0.061892	-0.158332	1.353631	0.044793	0.044402	1.326618	0.095687	
31	-0.055409	1.457614	-0.054639	-0.062436	1.226547	-0.104967	-0.229329	1.065635	0.052686	-0.182588	1.070454	0.002292	-0.207719	0.833893	0.115973	-0.160246	0.844426	0.141591	-0.183113	1.376836	0.051379	-0.229116	0.880522	0.132504	-0.222867	0.828731	0.147241	-0.199926	0.835719	0.161915	-0.192806	0.892515	0.156092	-0.195820	1.168159	0.110960	-0.242383	1.186971	0.077657	-0.238276	1.249832	0.088115	-0.186811	1.241699	0.115639	0.084068	1.363210	0.049112	0.053530	1.305615	0.102700	0.048496	1.356253	0.075304	0.104502	1.315381	0.064332	0.018266	1.373153	0.025489	0.063159	1.195536	0.061926	-0.158433	1.353681	0.044967	0.044336	1.326625	0.095727	
32	-0.055606	1.457612	-0.054521	-0.062689	1.226541	-0.104826	-0.229489	1.065701	0.052849	-0.182785	1.070521	0.002420	-0.207891	0.833933	0.116054	-0.160388	0.844447	0.141627	-0.183218	1.376846	0.051618	-0.229274	0.880592	0.132615	-0.223016	0.828773	0.147357	-0.200033	0.835745	0.161982	-0.192909	0.892544	0.156174	-0.195892	1.168209	0.111118	-0.242488	1.187033	0.077869	-0.238378	1.249878	0.088350	-0.186879	1.241739	0.115794	0.083968	1.363232	0.049115	0.053462	1.305611	0.102735	0.048441	1.356268	0.075331	0.104417	1.315385	0.064327	0.018138	1.373153	0.025547	0.063056	1.195536	0.061956	-0.158529	1.353732	0.045149	0.044280	1.326631	0.095740	
33	-0.055790	1.457618	-0.054404	-0.062929	1.226547	-0.104697	-0.229646	1.065767	0.053008	-0.182979	1.070591	0.002547	-0.208054	0.833972	0.116125	-0.160524	0.844467	0.141654	-0.183317	1.376864	0.051845	-0.229461	0.880682	0.132721	-0.223170	0.828804	0.147479	-0.200172	0.835765	0.162081	-0.193024	0.892576	0.156249	-0.195970	1.168244	0.111286	-0.242596	1.187088	0.078071	-0.238478	1.249921	0.088588	-0.186958	1.241755	0.116006	0.083847	1.363222	0.049136	0.053382	1.305600	0.102763	0.048370	1.356275	0.075368	0.104318	1.315377	0.064320	0.018016	1.373157	0.025604	0.062954	1.195538	0.061979	-0.158620	1.353783	0.045341	0.044147	1.326591	0.095800	
