Mhairi	// User ID
25-3-2024	// Evaluation date
P3_ROM	20-3-2024	14:58:52:655	// Source file name and timestamp
100.000	// Sampling rate
59.827	// Data capture period



Sample #	IMU1_Q0	IMU1_Q1	IMU1_Q2	IMU1_Q3	IMU2_Q0	IMU2_Q1	IMU2_Q2	IMU2_Q3	IMU3_Q0	IMU3_Q1	IMU3_Q2	IMU3_Q3	
0	0.983573	-0.170325	0.053684	0.026295	-0.022097	-0.514721	0.022885	0.856767	-0.008665	-0.404235	0.036147	0.913900	
1	0.983562	-0.170391	0.053697	0.026262	-0.022319	-0.514913	0.022646	0.856653	-0.008436	-0.403669	0.036017	0.914157	
2	0.983548	-0.170468	0.053716	0.026232	-0.022547	-0.515054	0.022379	0.856569	-0.008196	-0.402960	0.035874	0.914478	
3	0.983533	-0.170554	0.053738	0.026209	-0.022770	-0.515148	0.022093	0.856514	-0.007964	-0.402117	0.035731	0.914856	
4	0.983516	-0.170646	0.053762	0.026191	-0.022983	-0.515196	0.021794	0.856487	-0.007733	-0.401155	0.035585	0.915286	
5	0.983498	-0.170743	0.053786	0.026181	-0.023176	-0.515201	0.021488	0.856487	-0.007502	-0.400092	0.035434	0.915759	
6	0.983480	-0.170842	0.053808	0.026180	-0.023345	-0.515171	0.021187	0.856508	-0.007290	-0.398958	0.035295	0.916261	
7	0.983461	-0.170941	0.053828	0.026187	-0.023483	-0.515113	0.020902	0.856546	-0.007113	-0.397783	0.035178	0.916777	
8	0.983443	-0.171038	0.053845	0.026203	-0.023589	-0.515034	0.020639	0.856597	-0.006960	-0.396598	0.035079	0.917296	
9	0.983425	-0.171130	0.053861	0.026229	-0.023664	-0.514940	0.020403	0.856656	-0.006830	-0.395433	0.034995	0.917803	
10	0.983409	-0.171216	0.053874	0.026265	-0.023709	-0.514840	0.020204	0.856720	-0.006739	-0.394321	0.034940	0.918284	
11	0.983393	-0.171295	0.053888	0.026310	-0.023725	-0.514739	0.020047	0.856784	-0.006694	-0.393291	0.034919	0.918726	
12	0.983378	-0.171366	0.053902	0.026363	-0.023720	-0.514640	0.019932	0.856846	-0.006678	-0.392364	0.034921	0.919123	
13	0.983365	-0.171430	0.053919	0.026425	-0.023699	-0.514547	0.019857	0.856905	-0.006687	-0.391556	0.034942	0.919466	
14	0.983352	-0.171486	0.053941	0.026494	-0.023668	-0.514461	0.019826	0.856958	-0.006733	-0.390879	0.034991	0.919752	
15	0.983340	-0.171536	0.053968	0.026569	-0.023633	-0.514383	0.019835	0.857006	-0.006815	-0.390337	0.035066	0.919979	
16	0.983328	-0.171580	0.054004	0.026650	-0.023602	-0.514308	0.019877	0.857050	-0.006912	-0.389925	0.035151	0.920149	
17	0.983316	-0.171620	0.054048	0.026735	-0.023581	-0.514234	0.019947	0.857093	-0.007019	-0.389632	0.035241	0.920269	
18	0.983304	-0.171657	0.054103	0.026822	-0.023574	-0.514158	0.020041	0.857137	-0.007149	-0.389445	0.035344	0.920344	
19	0.983292	-0.171692	0.054169	0.026911	-0.023585	-0.514075	0.020152	0.857184	-0.007296	-0.389343	0.035453	0.920381	
20	0.983279	-0.171728	0.054247	0.027001	-0.023617	-0.513979	0.020271	0.857238	-0.007440	-0.389302	0.035553	0.920394	
21	0.983265	-0.171765	0.054335	0.027090	-0.023673	-0.513866	0.020392	0.857302	-0.007583	-0.389300	0.035641	0.920390	
22	0.983251	-0.171803	0.054435	0.027177	-0.023750	-0.513733	0.020513	0.857376	-0.007738	-0.389315	0.035727	0.920379	
23	0.983235	-0.171844	0.054545	0.027263	-0.023848	-0.513579	0.020629	0.857463	-0.007899	-0.389328	0.035803	0.920369	
24	0.983219	-0.171887	0.054663	0.027345	-0.023965	-0.513400	0.020732	0.857564	-0.008050	-0.389318	0.035858	0.920370	
25	0.983202	-0.171932	0.054789	0.027425	-0.024099	-0.513198	0.020821	0.857679	-0.008200	-0.389273	0.035897	0.920386	
26	0.983184	-0.171979	0.054920	0.027500	-0.024244	-0.512975	0.020900	0.857806	-0.008363	-0.389190	0.035930	0.920419	
27	0.983166	-0.172027	0.055055	0.027572	-0.024398	-0.512735	0.020964	0.857944	-0.008531	-0.389063	0.035951	0.920470	
28	0.983148	-0.172074	0.055190	0.027640	-0.024558	-0.512480	0.021013	0.858091	-0.008693	-0.388893	0.035953	0.920540	
29	0.983131	-0.172121	0.055324	0.027705	-0.024719	-0.512217	0.021049	0.858242	-0.008860	-0.388690	0.035946	0.920625	
30	0.983114	-0.172165	0.055454	0.027766	-0.024877	-0.511951	0.021077	0.858396	-0.009045	-0.388464	0.035940	0.920718	
31	0.983098	-0.172206	0.055579	0.027824	-0.025032	-0.511687	0.021095	0.858548	-0.009236	-0.388227	0.035931	0.920817	
32	0.983083	-0.172243	0.055695	0.027878	-0.025181	-0.511431	0.021104	0.858696	-0.009422	-0.387991	0.035911	0.920915	
33	0.983070	-0.172276	0.055802	0.027930	-0.025323	-0.511187	0.021108	0.858837	-0.009615	-0.387771	0.035892	0.921006	
34	0.983058	-0.172304	0.055897	0.027979	-0.025456	-0.510960	0.021109	0.858968	-0.009824	-0.387581	0.035882	0.921084	
35	0.983048	-0.172328	0.055981	0.028026	-0.025581	-0.510751	0.021107	0.859089	-0.010031	-0.387429	0.035873	0.921147	
36	0.983040	-0.172346	0.056051	0.028070	-0.025699	-0.510561	0.021099	0.859199	-0.010226	-0.387320	0.035858	0.921191	
37	0.983033	-0.172361	0.056108	0.028111	-0.025808	-0.510390	0.021088	0.859297	-0.010423	-0.387260	0.035849	0.921214	
38	0.983027	-0.172372	0.056152	0.028150	-0.025909	-0.510239	0.021077	0.859384	-0.010622	-0.387248	0.035849	0.921217	
39	0.983023	-0.172381	0.056184	0.028187	-0.026003	-0.510104	0.021061	0.859461	-0.010806	-0.387280	0.035847	0.921202	
40	0.983020	-0.172387	0.056205	0.028220	-0.026091	-0.509982	0.021039	0.859532	-0.010969	-0.387347	0.035837	0.921172	
41	0.983017	-0.172392	0.056215	0.028251	-0.026172	-0.509871	0.021015	0.859596	-0.011123	-0.387443	0.035831	0.921130	
42	0.983016	-0.172396	0.056216	0.028279	-0.026244	-0.509767	0.020988	0.859656	-0.011268	-0.387559	0.035829	0.921080	
43	0.983015	-0.172400	0.056209	0.028304	-0.026309	-0.509668	0.020956	0.859713	-0.011388	-0.387681	0.035819	0.921027	
44	0.983014	-0.172404	0.056197	0.028325	-0.026365	-0.509571	0.020920	0.859770	-0.011482	-0.387801	0.035800	0.920976	
45	0.983014	-0.172408	0.056180	0.028344	-0.026410	-0.509475	0.020884	0.859826	-0.011567	-0.387912	0.035785	0.920929	
46	0.983014	-0.172413	0.056160	0.028359	-0.026443	-0.509380	0.020849	0.859882	-0.011640	-0.388008	0.035772	0.920888	
47	0.983014	-0.172417	0.056137	0.028372	-0.026465	-0.509286	0.020815	0.859938	-0.011688	-0.388084	0.035750	0.920856	
48	0.983014	-0.172422	0.056112	0.028381	-0.026474	-0.509194	0.020783	0.859993	-0.011717	-0.388141	0.035724	0.920833	
