Mhairi	// User ID
15-7-2024	// Evaluation date
P2_JA_Slow	10-7-2024	11:47:22:009	// Source file name and timestamp
100.000	// Sampling rate
86.479	// Data capture period



Sample #	IMU3_Q0	IMU3_Q1	IMU3_Q2	IMU3_Q3	IMU2_Q0	IMU2_Q1	IMU2_Q2	IMU2_Q3	IMU1_Q0	IMU1_Q1	IMU1_Q2	IMU1_Q3	
0	0.037871	0.293198	-0.084096	-0.951593	0.021455	-0.262254	0.028751	0.964332	0.947278	-0.149772	0.276946	0.059452	
1	0.037332	0.292438	-0.083901	-0.951865	0.021926	-0.261213	0.028691	0.964606	0.947137	-0.149076	0.277755	0.059662	
2	0.036835	0.291608	-0.083700	-0.952157	0.022382	-0.260085	0.028600	0.964903	0.946998	-0.148289	0.278620	0.059807	
3	0.036395	0.290719	-0.083485	-0.952464	0.022818	-0.258885	0.028470	0.965219	0.946862	-0.147415	0.279530	0.059871	
4	0.035995	0.289781	-0.083275	-0.952784	0.023230	-0.257628	0.028308	0.965550	0.946730	-0.146488	0.280462	0.059866	
5	0.035659	0.288813	-0.083052	-0.953110	0.023613	-0.256332	0.028106	0.965891	0.946608	-0.145500	0.281410	0.059771	
6	0.035373	0.287830	-0.082837	-0.953436	0.023965	-0.255013	0.027876	0.966238	0.946495	-0.144481	0.282347	0.059601	
7	0.035140	0.286853	-0.082630	-0.953757	0.024283	-0.253689	0.027623	0.966586	0.946396	-0.143441	0.283260	0.059358	
8	0.034969	0.285900	-0.082428	-0.954067	0.024565	-0.252375	0.027353	0.966931	0.946313	-0.142384	0.284136	0.059040	
9	0.034842	0.284989	-0.082258	-0.954359	0.024807	-0.251088	0.027083	0.967267	0.946246	-0.141337	0.284954	0.058675	
10	0.034778	0.284137	-0.082102	-0.954629	0.025010	-0.249843	0.026818	0.967592	0.946199	-0.140291	0.285712	0.058253	
11	0.034759	0.283357	-0.081982	-0.954872	0.025173	-0.248652	0.026575	0.967901	0.946171	-0.139268	0.286398	0.057804	
12	0.034791	0.282659	-0.081896	-0.955085	0.025293	-0.247527	0.026362	0.968192	0.946161	-0.138272	0.287008	0.057335	
13	0.034878	0.282050	-0.081838	-0.955267	0.025374	-0.246479	0.026185	0.968462	0.946167	-0.137301	0.287548	0.056853	
14	0.035003	0.281529	-0.081825	-0.955416	0.025412	-0.245516	0.026056	0.968709	0.946187	-0.136381	0.288011	0.056386	
15	0.035184	0.281098	-0.081835	-0.955536	0.025413	-0.244643	0.025972	0.968932	0.946219	-0.135497	0.288413	0.055925	
16	0.035402	0.280747	-0.081879	-0.955627	0.025376	-0.243863	0.025937	0.969131	0.946258	-0.134674	0.288754	0.055498	
17	0.035661	0.280468	-0.081948	-0.955694	0.025306	-0.243177	0.025948	0.969304	0.946300	-0.133914	0.289044	0.055106	
18	0.035963	0.280250	-0.082025	-0.955740	0.025207	-0.242584	0.025995	0.969454	0.946342	-0.133219	0.289295	0.054751	
19	0.036286	0.280076	-0.082124	-0.955770	0.025082	-0.242079	0.026076	0.969582	0.946379	-0.132616	0.289508	0.054454	
20	0.036644	0.279935	-0.082212	-0.955790	0.024940	-0.241655	0.026173	0.969688	0.946408	-0.132092	0.289699	0.054199	
21	0.037013	0.279809	-0.082300	-0.955805	0.024784	-0.241305	0.026280	0.969777	0.946426	-0.131674	0.289868	0.054003	
22	0.037391	0.279687	-0.082375	-0.955820	0.024623	-0.241018	0.026384	0.969849	0.946430	-0.131362	0.290022	0.053864	
23	0.037774	0.279557	-0.082421	-0.955839	0.024464	-0.240784	0.026471	0.969909	0.946420	-0.131155	0.290166	0.053772	
24	0.038135	0.279408	-0.082453	-0.955865	0.024312	-0.240589	0.026537	0.969960	0.946392	-0.131074	0.290298	0.053742	
25	0.038482	0.279236	-0.082443	-0.955903	0.024176	-0.240423	0.026567	0.970003	0.946349	-0.131099	0.290425	0.053753	
26	0.038790	0.279035	-0.082407	-0.955952	0.024060	-0.240275	0.026560	0.970043	0.946290	-0.131242	0.290544	0.053814	
27	0.039053	0.278806	-0.082336	-0.956014	0.023971	-0.240136	0.026510	0.970081	0.946215	-0.131494	0.290655	0.053916	
28	0.039270	0.278552	-0.082225	-0.956089	0.023912	-0.239999	0.026417	0.970119	0.946126	-0.131838	0.290764	0.054046	
29	0.039414	0.278277	-0.082092	-0.956174	0.023885	-0.239860	0.026286	0.970158	0.946024	-0.132279	0.290864	0.054214	
30	0.039502	0.277990	-0.081919	-0.956269	0.023893	-0.239716	0.026115	0.970198	0.945911	-0.132784	0.290966	0.054393	
31	0.039515	0.277696	-0.081724	-0.956371	0.023933	-0.239570	0.025916	0.970238	0.945789	-0.133354	0.291066	0.054589	
32	0.039456	0.277407	-0.081507	-0.956475	0.024004	-0.239428	0.025695	0.970277	0.945659	-0.133969	0.291169	0.054791	
33	0.039337	0.277132	-0.081263	-0.956581	0.024104	-0.239297	0.025457	0.970313	0.945523	-0.134606	0.291281	0.054984	
34	0.039145	0.276878	-0.081015	-0.956683	0.024225	-0.239188	0.025216	0.970343	0.945381	-0.135271	0.291398	0.055176	
35	0.038907	0.276657	-0.080745	-0.956780	0.024364	-0.239115	0.024973	0.970364	0.945236	-0.135932	0.291530	0.055343	
36	0.038618	0.276473	-0.080473	-0.956867	0.024513	-0.239091	0.024741	0.970372	0.945088	-0.136596	0.291670	0.055493	
37	0.038294	0.276333	-0.080199	-0.956944	0.024663	-0.239130	0.024523	0.970364	0.944938	-0.137255	0.291820	0.055618	
38	0.037954	0.276242	-0.079918	-0.957007	0.024810	-0.239248	0.024322	0.970337	0.944790	-0.137898	0.291980	0.055710	
39	0.037593	0.276202	-0.079653	-0.957055	0.024942	-0.239457	0.024148	0.970286	0.944643	-0.138546	0.292135	0.055782	
40	0.037245	0.276217	-0.079386	-0.957087	0.025056	-0.239767	0.023996	0.970210	0.944501	-0.139180	0.292286	0.055819	
41	0.036904	0.276285	-0.079140	-0.957101	0.025143	-0.240184	0.023874	0.970108	0.944364	-0.139824	0.292417	0.055835	
42	0.036586	0.276409	-0.078913	-0.957096	0.025199	-0.240713	0.023782	0.969978	0.944237	-0.140477	0.292516	0.055833	
43	0.036308	0.276588	-0.078705	-0.957072	0.025219	-0.241352	0.023717	0.969820	0.944122	-0.141138	0.292574	0.055808	
44	0.036059	0.276821	-0.078540	-0.957027	0.025199	-0.242097	0.023688	0.969636	0.944021	-0.141828	0.292569	0.055783	
45	0.035864	0.277110	-0.078404	-0.956962	0.025139	-0.242938	0.023690	0.969427	0.943940	-0.142529	0.292497	0.055745	
46	0.035711	0.277453	-0.078322	-0.956875	0.025037	-0.243861	0.023729	0.969196	0.943881	-0.143256	0.292339	0.055714	
47	0.035607	0.277851	-0.078295	-0.956766	0.024895	-0.244851	0.023809	0.968948	0.943848	-0.143998	0.292087	0.055691	
