Mhairi	// User ID
20-6-2024	// Evaluation date
P17_ROM	10-6-2024	14:55:06:026	// Source file name and timestamp
100.000	// Sampling rate
79.810	// Data capture period



Sample #	IMU3_Q0	IMU3_Q1	IMU3_Q2	IMU3_Q3	IMU2_Q0	IMU2_Q1	IMU2_Q2	IMU2_Q3	IMU1_Q0	IMU1_Q1	IMU1_Q2	IMU1_Q3	
0	0.121050	0.258337	-0.130300	-0.949543	0.070292	-0.336813	0.027852	0.938531	0.950004	-0.204302	0.209805	0.108327	
1	0.121077	0.258353	-0.130317	-0.949532	0.070255	-0.336797	0.027826	0.938540	0.949988	-0.204320	0.209859	0.108326	
2	0.121101	0.258362	-0.130326	-0.949526	0.070217	-0.336775	0.027798	0.938552	0.949968	-0.204354	0.209920	0.108322	
3	0.121120	0.258369	-0.130331	-0.949520	0.070181	-0.336748	0.027770	0.938565	0.949946	-0.204400	0.209981	0.108314	
4	0.121135	0.258378	-0.130342	-0.949515	0.070149	-0.336715	0.027744	0.938580	0.949925	-0.204446	0.210038	0.108298	
5	0.121147	0.258382	-0.130340	-0.949512	0.070116	-0.336678	0.027715	0.938597	0.949900	-0.204509	0.210098	0.108280	
6	0.121157	0.258393	-0.130348	-0.949507	0.070088	-0.336638	0.027688	0.938614	0.949880	-0.204566	0.210148	0.108252	
7	0.121168	0.258404	-0.130350	-0.949502	0.070061	-0.336597	0.027660	0.938631	0.949859	-0.204631	0.210197	0.108221	
8	0.121180	0.258420	-0.130349	-0.949497	0.070036	-0.336556	0.027630	0.938649	0.949838	-0.204698	0.210243	0.108186	
9	0.121194	0.258445	-0.130356	-0.949487	0.070015	-0.336518	0.027601	0.938665	0.949822	-0.204758	0.210281	0.108144	
10	0.121215	0.258472	-0.130349	-0.949478	0.069993	-0.336484	0.027569	0.938680	0.949802	-0.204827	0.210323	0.108103	
11	0.121240	0.258512	-0.130351	-0.949463	0.069976	-0.336454	0.027537	0.938693	0.949787	-0.204885	0.210358	0.108056	
12	0.121274	0.258558	-0.130344	-0.949448	0.069958	-0.336430	0.027503	0.938703	0.949770	-0.204947	0.210398	0.108012	
13	0.121315	0.258613	-0.130331	-0.949429	0.069941	-0.336413	0.027467	0.938712	0.949753	-0.205007	0.210440	0.107968	
14	0.121362	0.258680	-0.130320	-0.949407	0.069928	-0.336403	0.027432	0.938718	0.949737	-0.205058	0.210481	0.107925	
15	0.121417	0.258749	-0.130290	-0.949385	0.069912	-0.336399	0.027394	0.938721	0.949717	-0.205116	0.210534	0.107889	
16	0.121475	0.258832	-0.130265	-0.949358	0.069900	-0.336402	0.027357	0.938722	0.949700	-0.205160	0.210585	0.107854	
17	0.121536	0.258917	-0.130226	-0.949333	0.069886	-0.336411	0.027320	0.938721	0.949681	-0.205205	0.210644	0.107827	
18	0.121597	0.259007	-0.130178	-0.949307	0.069872	-0.336426	0.027284	0.938718	0.949660	-0.205245	0.210707	0.107807	
19	0.121654	0.259103	-0.130131	-0.949280	0.069861	-0.336445	0.027250	0.938713	0.949643	-0.205270	0.210768	0.107791	
20	0.121706	0.259195	-0.130066	-0.949257	0.069846	-0.336469	0.027216	0.938706	0.949623	-0.205295	0.210835	0.107787	
