

Sample #	C7_X	C7_Y	C7_Z	T8_X	T8_Y	T8_Z	EL_X	EL_Y	EL_Z	EM_X	EM_Y	EM_Z	US_X	US_Y	US_Z	RS_X	RS_Y	RS_Z	AA_X	AA_Y	AA_Z	Fore_Clus_1_X	Fore_Clus_1_Y	Fore_Clus_1_Z	Fore_Clus_2_X	Fore_Clus_2_Y	Fore_Clus_2_Z	Fore_Clus_3_X	Fore_Clus_3_Y	Fore_Clus_3_Z	Fore_Clus_4_X	Fore_Clus_4_Y	Fore_Clus_4_Z	Hum_Clus_1_X	Hum_Clus_1_Y	Hum_Clus_1_Z	Hum_Clus_2_X	Hum_Clus_2_Y	Hum_Clus_2_Z	Hum_Clus_3_X	Hum_Clus_3_Y	Hum_Clus_3_Z	Hum_Clus_4_X	Hum_Clus_4_Y	Hum_Clus_4_Z	Thor_Clus_1_X	Thor_Clus_1_Y	Thor_Clus_1_Z	Thor_Clus_2_X	Thor_Clus_2_Y	Thor_Clus_2_Z	Thor_Clus_3_X	Thor_Clus_3_Y	Thor_Clus_3_Z	Thor_Clus_4_X	Thor_Clus_4_Y	Thor_Clus_4_Z	IJ_X	IJ_Y	IJ_Z	PX_X	PX_Y	PX_Z	GH_X	GH_Y	GH_Z	Thor_Clus_5_X	Thor_Clus_5_Y	Thor_Clus_5_Z	
10	-0.065754	1.485899	-0.125267	-0.103676	1.235247	-0.167533	-0.176425	1.098224	0.129782	-0.166399	1.076877	0.066410	-0.102624	0.871500	0.189466	-0.057602	0.880707	0.161780	-0.168528	1.410440	0.041041	-0.100985	0.929266	0.211362	-0.082186	0.879729	0.221173	-0.057587	0.886180	0.208785	-0.062385	0.940848	0.190695	-0.148155	1.205902	0.155438	-0.203116	1.208961	0.130668	-0.210459	1.272167	0.128644	-0.154568	1.279058	0.145030	0.098491	1.373117	-0.018116	0.074486	1.322602	0.044833	0.066282	1.369695	0.012203	0.121027	1.327479	0.000039	0.017938	1.400174	-0.040571	0.069738	1.203737	-0.003356	-0.140328	1.380457	0.037265	0.066267	1.343916	0.037248	
11	-0.065779	1.485927	-0.125438	-0.103796	1.235302	-0.167777	-0.176318	1.098155	0.129575	-0.166364	1.076825	0.066185	-0.102407	0.871433	0.189213	-0.057391	0.880661	0.161524	-0.168551	1.410451	0.040864	-0.100806	0.929192	0.211124	-0.081990	0.879649	0.220861	-0.057826	0.886519	0.208890	-0.062238	0.940823	0.190425	-0.148027	1.205825	0.155222	-0.203015	1.208870	0.130527	-0.210370	1.272071	0.128552	-0.154439	1.278974	0.144846	0.098385	1.373023	-0.018374	0.074469	1.322553	0.044608	0.066234	1.369628	0.011987	0.120979	1.327380	-0.000237	0.017897	1.400146	-0.040783	0.069635	1.203679	-0.003639	-0.140367	1.380416	0.037088	0.065531	1.343423	0.036777	
12	-0.065776	1.485981	-0.125587	-0.103923	1.235392	-0.168022	-0.176218	1.098090	0.129370	-0.166341	1.076777	0.065963	-0.102190	0.871365	0.188939	-0.057182	0.880617	0.161246	-0.168561	1.410488	0.040700	-0.100631	0.929114	0.210821	-0.081758	0.879576	0.220493	-0.058225	0.887051	0.209182	-0.062081	0.940774	0.190117	-0.147890	1.205742	0.155007	-0.202900	1.208793	0.130390	-0.210285	1.272006	0.128445	-0.154323	1.278895	0.144674	0.098291	1.372921	-0.018631	0.074454	1.322490	0.044375	0.066218	1.369576	0.011772	0.120952	1.327327	-0.000483	0.017871	1.400124	-0.040979	0.069517	1.203617	-0.003922	-0.140402	1.380377	0.036907	0.064155	1.342348	0.035972	
13	-0.065748	1.486059	-0.125714	-0.104056	1.235515	-0.168267	-0.176127	1.098032	0.129165	-0.166332	1.076733	0.065741	-0.101977	0.871298	0.188643	-0.056979	0.880577	0.160943	-0.168558	1.410549	0.040548	-0.100460	0.929072	0.210534	-0.081560	0.879520	0.220146	-0.057983	0.886931	0.208782	-0.061935	0.940724	0.189793	-0.147740	1.205667	0.154764	-0.202814	1.208732	0.130242	-0.210208	1.271947	0.128347	-0.154218	1.278833	0.144499	0.098231	1.372859	-0.018829	0.074468	1.322429	0.044106	0.066190	1.369521	0.011573	0.120937	1.327255	-0.000723	0.017856	1.400108	-0.041159	0.069385	1.203551	-0.004206	-0.140434	1.380340	0.036721	0.064443	1.342339	0.035846	
14	-0.065699	1.486157	-0.125822	-0.104196	1.235665	-0.168513	-0.176050	1.097978	0.128961	-0.166339	1.076692	0.065519	-0.101772	0.871230	0.188327	-0.056787	0.880539	0.160617	-0.168547	1.410627	0.040409	-0.100305	0.929015	0.210235	-0.081400	0.879489	0.219859	-0.057871	0.886908	0.208502	-0.061783	0.940668	0.189441	-0.147595	1.205622	0.154544	-0.202723	1.208677	0.130106	-0.210126	1.271907	0.128252	-0.154106	1.278766	0.144316	0.098179	1.372789	-0.019029	0.074449	1.322341	0.043865	0.066190	1.369471	0.011393	0.120931	1.327164	-0.000908	0.017851	1.400097	-0.041325	0.069240	1.203481	-0.004489	-0.140461	1.380304	0.036531	0.064386	1.342183	0.035613	
15	-0.065628	1.486271	-0.125914	-0.104334	1.235838	-0.168761	-0.175987	1.097930	0.128753	-0.166360	1.076657	0.065294	-0.101585	0.871168	0.187985	-0.056613	0.880508	0.160262	-0.168527	1.410722	0.040276	-0.100160	0.928911	0.209898	-0.081251	0.879435	0.219544	-0.057690	0.886845	0.208158	-0.061628	0.940616	0.189046	-0.147473	1.205555	0.154313	-0.202652	1.208639	0.129954	-0.210048	1.271870	0.128137	-0.154008	1.278704	0.144131	0.098178	1.372732	-0.019177	0.074411	1.322243	0.043663	0.066166	1.369390	0.011231	0.120908	1.327073	-0.001109	0.017857	1.400089	-0.041477	0.069086	1.203408	-0.004768	-0.140486	1.380272	0.036336	0.064366	1.342099	0.035447	
16	-0.065543	1.486396	-0.125993	-0.104475	1.236026	-0.169007	-0.175940	1.097888	0.128540	-0.166398	1.076626	0.065065	-0.101415	0.871109	0.187623	-0.056460	0.880479	0.159884	-0.168503	1.410826	0.040150	-0.099993	0.928769	0.209326	-0.081123	0.879391	0.219204	-0.057351	0.886875	0.207475	-0.061511	0.940583	0.188649	-0.147425	1.205505	0.154055	-0.202581	1.208601	0.129796	-0.209953	1.271833	0.128009	-0.153906	1.278702	0.143820	0.098172	1.372646	-0.019335	0.074379	1.322147	0.043462	0.066140	1.369306	0.011064	0.120869	1.326964	-0.001270	0.017868	1.400082	-0.041617	0.068922	1.203330	-0.005044	-0.140506	1.380242	0.036137	0.064334	1.341996	0.035292	
17	-0.065444	1.486526	-0.126063	-0.104613	1.236224	-0.169253	-0.175911	1.097851	0.128320	-0.166450	1.076601	0.064828	-0.101270	0.871055	0.187238	-0.056333	0.880455	0.159480	-0.168476	1.410937	0.040027	-0.099909	0.928700	0.209074	-0.080836	0.879390	0.218856	-0.057025	0.886868	0.207171	-0.061371	0.940472	0.188456	-0.147358	1.205442	0.153850	-0.202529	1.208570	0.129632	-0.209906	1.271823	0.127867	-0.153829	1.278641	0.143652	0.098188	1.372538	-0.019456	0.074341	1.322056	0.043280	0.066098	1.369209	0.010920	0.120857	1.326868	-0.001459	0.017885	1.400074	-0.041748	0.068753	1.203248	-0.005313	-0.140523	1.380218	0.035936	0.064316	1.341920	0.035132	
18	-0.065335	1.486657	-0.126127	-0.104747	1.236424	-0.169498	-0.175899	1.097819	0.128089	-0.166518	1.076581	0.064581	-0.101155	0.871006	0.186830	-0.056235	0.880433	0.159053	-0.168448	1.411051	0.039904	-0.099773	0.928676	0.208678	-0.080621	0.879381	0.218459	-0.056804	0.886886	0.206767	-0.061302	0.940394	0.188269	-0.147338	1.205393	0.153628	-0.202479	1.208542	0.129447	-0.209772	1.271631	0.127811	-0.153777	1.278579	0.143455	0.098169	1.372502	-0.019546	0.074388	1.321924	0.043146	0.066060	1.369119	0.010796	0.120486	1.326501	-0.001647	0.017905	1.400064	-0.041871	0.068579	1.203162	-0.005573	-0.140536	1.380198	0.035734	0.064302	1.341798	0.034977	
19	-0.065223	1.486783	-0.126190	-0.104878	1.236620	-0.169737	-0.175907	1.097790	0.127846	-0.166599	1.076567	0.064323	-0.101069	0.870959	0.186406	-0.056168	0.880411	0.158606	-0.168423	1.411163	0.039781	-0.099708	0.928631	0.208317	-0.080513	0.879297	0.218010	-0.056252	0.886606	0.206254	-0.061306	0.940425	0.187503	-0.147310	1.205362	0.153405	-0.202444	1.208526	0.129241	-0.209723	1.271558	0.127665	-0.153740	1.278531	0.143218	0.098593	1.372378	-0.019580	0.074348	1.321839	0.042944	0.066032	1.369003	0.010652	0.120359	1.326324	-0.001784	0.017926	1.400049	-0.041987	0.068403	1.203072	-0.005823	-0.140545	1.380183	0.035533	0.064281	1.341692	0.034834	
20	-0.065105	1.486900	-0.126256	-0.105001	1.236805	-0.169975	-0.175932	1.097764	0.127588	-0.166693	1.076559	0.064049	-0.101019	0.870917	0.185960	-0.056134	0.880390	0.158141	-0.168401	1.411271	0.039651	-0.099678	0.928569	0.207909	-0.080990	0.879408	0.217275	-0.056191	0.886589	0.205850	-0.061282	0.940393	0.187098	-0.147301	1.205330	0.153154	-0.202425	1.208514	0.129023	-0.209700	1.271592	0.127446	-0.153690	1.278496	0.142988	0.098599	1.372245	-0.019693	0.074275	1.321719	0.042785	0.065999	1.368889	0.010507	0.120298	1.326191	-0.001933	0.017948	1.400028	-0.042100	0.068226	1.202978	-0.006061	-0.140554	1.380174	0.035333	0.064248	1.341592	0.034694	
21	-0.064989	1.487004	-0.126326	-0.105119	1.236975	-0.170206	-0.175977	1.097741	0.127315	-0.166799	1.076555	0.063760	-0.101000	0.870875	0.185502	-0.056132	0.880366	0.157663	-0.168384	1.411373	0.039518	-0.099652	0.928501	0.207544	-0.080878	0.879310	0.216828	-0.056150	0.886514	0.205392	-0.061258	0.940338	0.186606	-0.147276	1.205293	0.152907	-0.202430	1.208505	0.128811	-0.209784	1.271767	0.127140	-0.153652	1.278462	0.142750	0.098576	1.372115	-0.019805	0.074067	1.321578	0.042537	0.065974	1.368732	0.010368	0.120227	1.326053	-0.002066	0.017966	1.400001	-0.042211	0.068049	1.202880	-0.006285	-0.140560	1.380170	0.035135	0.064215	1.341486	0.034539	
22	-0.064875	1.487094	-0.126406	-0.105229	1.237126	-0.170432	-0.176039	1.097718	0.127024	-0.166915	1.076556	0.063454	-0.101017	0.870831	0.185029	-0.056163	0.880339	0.157173	-0.168375	1.411467	0.039375	-0.099606	0.928436	0.207135	-0.080886	0.879286	0.216314	-0.056096	0.886465	0.204826	-0.061235	0.940271	0.186113	-0.147248	1.205253	0.152621	-0.202444	1.208499	0.128588	-0.209767	1.271742	0.126928	-0.153627	1.278420	0.142529	0.098514	1.371972	-0.019942	0.074014	1.321441	0.042379	0.065952	1.368622	0.010253	0.120168	1.325930	-0.002195	0.017982	1.399966	-0.042322	0.067874	1.202779	-0.006495	-0.140566	1.380172	0.034940	0.064128	1.341361	0.034382	
23	-0.064764	1.487167	-0.126496	-0.105331	1.237257	-0.170653	-0.176119	1.097696	0.126716	-0.167040	1.076561	0.063130	-0.101068	0.870785	0.184543	-0.056225	0.880306	0.156674	-0.168372	1.411553	0.039223	-0.099651	0.928399	0.206678	-0.080654	0.879039	0.216003	-0.056172	0.886374	0.204385	-0.061237	0.940211	0.185640	-0.147257	1.205202	0.152340	-0.202480	1.208494	0.128370	-0.209777	1.271728	0.126700	-0.153596	1.278387	0.142298	0.098506	1.371857	-0.020074	0.073896	1.321301	0.042227	0.065936	1.368516	0.010146	0.120111	1.325804	-0.002312	0.017994	1.399924	-0.042434	0.067700	1.202675	-0.006690	-0.140575	1.380179	0.034749	0.064142	1.341294	0.034281	
24	-0.064661	1.487223	-0.126598	-0.105428	1.237365	-0.170868	-0.176216	1.097674	0.126390	-0.167174	1.076569	0.062789	-0.101148	0.870732	0.184051	-0.056315	0.880265	0.156171	-0.168378	1.411629	0.039062	-0.099733	0.928343	0.206256	-0.080620	0.878915	0.215555	-0.056173	0.886303	0.203856	-0.061290	0.940141	0.185208	-0.147295	1.205142	0.152037	-0.202543	1.208477	0.128124	-0.209804	1.271719	0.126487	-0.153604	1.278335	0.142053	0.098495	1.371728	-0.020185	0.073828	1.321046	0.042125	0.065788	1.368314	0.009880	0.120035	1.325658	-0.002431	0.018001	1.399876	-0.042549	0.067530	1.202571	-0.006872	-0.140585	1.380190	0.034560	0.063960	1.341096	0.034087	
25	-0.064560	1.487263	-0.126716	-0.105515	1.237453	-0.171080	-0.176329	1.097651	0.126046	-0.167314	1.076579	0.062430	-0.101263	0.870675	0.183547	-0.056434	0.880218	0.155664	-0.168390	1.411699	0.038887	-0.099816	0.928273	0.205839	-0.080682	0.878816	0.215047	-0.057095	0.886321	0.203289	-0.061332	0.939958	0.185085	-0.147351	1.205093	0.151756	-0.202630	1.208475	0.127899	-0.209850	1.271696	0.126250	-0.153621	1.278299	0.141811	0.098247	1.371807	-0.020268	0.073752	1.320937	0.041995	0.065714	1.368177	0.009763	0.119955	1.325524	-0.002528	0.018004	1.399822	-0.042669	0.067363	1.202465	-0.007041	-0.140603	1.380206	0.034373	0.065783	1.342389	0.034813	
26	-0.064469	1.487289	-0.126846	-0.105597	1.237521	-0.171287	-0.176460	1.097626	0.125687	-0.167463	1.076591	0.062057	-0.101404	0.870606	0.183040	-0.056577	0.880161	0.155157	-0.168412	1.411762	0.038703	-0.099925	0.928177	0.205362	-0.080564	0.878736	0.214678	-0.057119	0.886249	0.202844	-0.061442	0.939910	0.184570	-0.147411	1.205035	0.151463	-0.202704	1.208465	0.127626	-0.209912	1.271695	0.126020	-0.153684	1.278248	0.141584	0.098333	1.371689	-0.020336	0.073691	1.320811	0.041931	0.065705	1.368106	0.009657	0.119879	1.325391	-0.002674	0.018001	1.399765	-0.042794	0.067199	1.202362	-0.007199	-0.140626	1.380224	0.034186	0.065529	1.342146	0.034610	
27	-0.064382	1.487303	-0.126991	-0.105672	1.237572	-0.171492	-0.176606	1.097601	0.125314	-0.167618	1.076603	0.061670	-0.101573	0.870530	0.182527	-0.056746	0.880095	0.154649	-0.168439	1.411820	0.038506	-0.100098	0.928072	0.204907	-0.081028	0.878744	0.213943	-0.057345	0.886181	0.202341	-0.061620	0.939803	0.184068	-0.147510	1.204973	0.151180	-0.202827	1.208442	0.127354	-0.209992	1.271674	0.125766	-0.153759	1.278180	0.141343	0.098336	1.371603	-0.020421	0.073670	1.320688	0.041897	0.065640	1.367991	0.009550	0.119801	1.325272	-0.002795	0.017995	1.399705	-0.042925	0.067039	1.202260	-0.007347	-0.140658	1.380244	0.033998	0.065444	1.342026	0.034481	
28	-0.064301	1.487308	-0.127150	-0.105740	1.237610	-0.171696	-0.176768	1.097574	0.124929	-0.167779	1.076616	0.061271	-0.101770	0.870444	0.182010	-0.056939	0.880020	0.154142	-0.168473	1.411875	0.038298	-0.100223	0.927996	0.204417	-0.081461	0.878722	0.213347	-0.057541	0.886092	0.201833	-0.061819	0.939743	0.183595	-0.147604	1.204922	0.150876	-0.202912	1.208418	0.126992	-0.210069	1.271658	0.125522	-0.153849	1.278134	0.141123	0.098261	1.371450	-0.020539	0.073554	1.320570	0.041776	0.065597	1.367893	0.009443	0.119733	1.325149	-0.002901	0.017985	1.399645	-0.043061	0.066884	1.202164	-0.007487	-0.140701	1.380265	0.033807	0.065569	1.342103	0.034452	
29	-0.064227	1.487306	-0.127319	-0.105803	1.237637	-0.171899	-0.176947	1.097547	0.124534	-0.167949	1.076629	0.060865	-0.101991	0.870348	0.181494	-0.057154	0.879935	0.153637	-0.168513	1.411927	0.038082	-0.100423	0.927907	0.203975	-0.081663	0.878591	0.212863	-0.057789	0.885991	0.201360	-0.062054	0.939659	0.183152	-0.147714	1.204874	0.150562	-0.203037	1.208381	0.126631	-0.210162	1.271627	0.125248	-0.153961	1.278076	0.140873	0.098381	1.371150	-0.020674	0.073462	1.320480	0.041684	0.065521	1.367792	0.009339	0.119629	1.325003	-0.002994	0.017970	1.399587	-0.043203	0.066732	1.202073	-0.007623	-0.140753	1.380286	0.033612	0.063561	1.340575	0.033368	
30	-0.064156	1.487301	-0.127501	-0.105858	1.237657	-0.172104	-0.177141	1.097520	0.124132	-0.168125	1.076641	0.060453	-0.102240	0.870245	0.180973	-0.057396	0.879843	0.153133	-0.168556	1.411979	0.037854	-0.100704	0.927735	0.203329	-0.081887	0.878456	0.212319	-0.058070	0.885882	0.200867	-0.062345	0.939620	0.182322	-0.147873	1.204814	0.150201	-0.203169	1.208349	0.126309	-0.210253	1.271614	0.124939	-0.154085	1.278015	0.140612	0.098051	1.371125	-0.020884	0.073206	1.320341	0.041453	0.065465	1.367731	0.009221	0.119563	1.324906	-0.003104	0.017954	1.399531	-0.043351	0.066586	1.201988	-0.007755	-0.140818	1.380307	0.033411	0.063453	1.340495	0.033254	
31	-0.064092	1.487294	-0.127690	-0.105910	1.237672	-0.172308	-0.177352	1.097494	0.123726	-0.168310	1.076652	0.060038	-0.102514	0.870135	0.180456	-0.057662	0.879744	0.152631	-0.168605	1.412030	0.037621	-0.101026	0.927625	0.202892	-0.081805	0.878111	0.212017	-0.058434	0.885607	0.200409	-0.062600	0.939512	0.181918	-0.148061	1.204738	0.149851	-0.203331	1.208323	0.125985	-0.210392	1.271586	0.124623	-0.154278	1.277955	0.140313	0.097998	1.370991	-0.021037	0.073133	1.320271	0.041348	0.065374	1.367617	0.009079	0.119502	1.324816	-0.003195	0.017934	1.399481	-0.043504	0.066444	1.201912	-0.007885	-0.140893	1.380326	0.033203	0.063355	1.340396	0.033122	
32	-0.064033	1.487288	-0.127886	-0.105956	1.237685	-0.172515	-0.177578	1.097469	0.123318	-0.168504	1.076663	0.059623	-0.102816	0.870022	0.179939	-0.057956	0.879639	0.152131	-0.168656	1.412081	0.037380	-0.101336	0.927535	0.202382	-0.082421	0.878192	0.211384	-0.058848	0.885563	0.199891	-0.062895	0.939424	0.181384	-0.148266	1.204692	0.149520	-0.203522	1.208315	0.125643	-0.210562	1.271571	0.124312	-0.154453	1.277909	0.140001	0.097957	1.370905	-0.021178	0.073052	1.320195	0.041234	0.065338	1.367557	0.008958	0.119430	1.324731	-0.003308	0.017912	1.399437	-0.043662	0.066308	1.201845	-0.008014	-0.140980	1.380345	0.032988	0.063322	1.340366	0.033011	
33	-0.063979	1.487283	-0.128088	-0.105996	1.237698	-0.172723	-0.177820	1.097447	0.122911	-0.168706	1.076674	0.059211	-0.103149	0.869907	0.179424	-0.058280	0.879530	0.151631	-0.168710	1.412133	0.037136	-0.101682	0.927426	0.201940	-0.082764	0.877952	0.210870	-0.058501	0.885271	0.199384	-0.063223	0.939302	0.180945	-0.148512	1.204670	0.149215	-0.203721	1.208304	0.125292	-0.210792	1.271564	0.123981	-0.154615	1.277863	0.139676	0.097920	1.370858	-0.021283	0.072952	1.320138	0.041092	0.065231	1.367471	0.008798	0.119362	1.324619	-0.003418	0.017888	1.399399	-0.043823	0.066177	1.201787	-0.008143	-0.141076	1.380363	0.032764	0.063239	1.340289	0.032881	
