Mhairi	// User ID
20-6-2024	// Evaluation date
P13_CP	5-6-2024	11:21:47:212	// Source file name and timestamp
100.000	// Sampling rate
49.181	// Data capture period



Sample #	IMU1_Q0	IMU1_Q1	IMU1_Q2	IMU1_Q3	IMU2_Q0	IMU2_Q1	IMU2_Q2	IMU2_Q3	IMU3_Q0	IMU3_Q1	IMU3_Q2	IMU3_Q3	
0	0.945462	-0.310280	-0.083868	-0.052865	0.062100	-0.721106	0.090616	0.684061	0.012722	-0.121976	0.105884	0.986787	
1	0.945453	-0.310297	-0.083902	-0.052867	0.062075	-0.721027	0.090600	0.684148	0.012705	-0.121983	0.105894	0.986785	
2	0.945448	-0.310303	-0.083941	-0.052868	0.062054	-0.720954	0.090571	0.684230	0.012673	-0.122008	0.105899	0.986782	
3	0.945445	-0.310299	-0.083988	-0.052865	0.062034	-0.720892	0.090530	0.684303	0.012628	-0.122039	0.105904	0.986778	
4	0.945445	-0.310286	-0.084042	-0.052859	0.062010	-0.720846	0.090481	0.684360	0.012568	-0.122084	0.105909	0.986773	
5	0.945446	-0.310266	-0.084104	-0.052849	0.061981	-0.720819	0.090423	0.684399	0.012493	-0.122162	0.105911	0.986764	
6	0.945449	-0.310242	-0.084176	-0.052834	0.061944	-0.720815	0.090359	0.684415	0.012404	-0.122265	0.105910	0.986752	
7	0.945452	-0.310213	-0.084258	-0.052814	0.061896	-0.720834	0.090291	0.684408	0.012303	-0.122377	0.105912	0.986740	
8	0.945455	-0.310183	-0.084350	-0.052788	0.061837	-0.720879	0.090220	0.684376	0.012191	-0.122507	0.105912	0.986725	
9	0.945458	-0.310152	-0.084452	-0.052757	0.061766	-0.720947	0.090146	0.684320	0.012067	-0.122667	0.105906	0.986707	
10	0.945460	-0.310122	-0.084564	-0.052721	0.061684	-0.721039	0.090071	0.684241	0.011934	-0.122841	0.105895	0.986688	
11	0.945461	-0.310091	-0.084686	-0.052682	0.061592	-0.721149	0.089994	0.684143	0.011794	-0.123013	0.105883	0.986670	
12	0.945461	-0.310062	-0.084816	-0.052640	0.061493	-0.721274	0.089917	0.684030	0.011647	-0.123191	0.105865	0.986651	
13	0.945461	-0.310033	-0.084955	-0.052597	0.061390	-0.721412	0.089838	0.683904	0.011495	-0.123382	0.105836	0.986632	
14	0.945460	-0.310003	-0.085099	-0.052554	0.061287	-0.721556	0.089757	0.683773	0.011341	-0.123566	0.105801	0.986615	
15	0.945459	-0.309972	-0.085248	-0.052512	0.061186	-0.721701	0.089675	0.683639	0.011186	-0.123732	0.105761	0.986600	
16	0.945458	-0.309939	-0.085400	-0.052473	0.061092	-0.721843	0.089589	0.683508	0.011033	-0.123889	0.105713	0.986587	
17	0.945458	-0.309902	-0.085554	-0.052438	0.061008	-0.721980	0.089500	0.683384	0.010882	-0.124046	0.105655	0.986576	
18	0.945459	-0.309862	-0.085707	-0.052409	0.060937	-0.722106	0.089407	0.683268	0.010737	-0.124184	0.105591	0.986567	
