Mhairi	// User ID
25-6-2024	// Evaluation date
P22_JA_slow	24-6-2024	12:12:57:198	// Source file name and timestamp
100.000	// Sampling rate
87.088	// Data capture period



Sample #	IMU1_Q0	IMU1_Q1	IMU1_Q2	IMU1_Q3	IMU2_Q0	IMU2_Q1	IMU2_Q2	IMU2_Q3	IMU3_Q0	IMU3_Q1	IMU3_Q2	IMU3_Q3	
0	0.949127	-0.312667	-0.036171	0.009443	0.019994	-0.424419	0.018212	0.905062	-0.075075	-0.403901	0.100693	0.906139	
1	0.949050	-0.312903	-0.036143	0.009403	0.020308	-0.420734	0.018150	0.906775	-0.073092	-0.400208	0.099628	0.908056	
2	0.948976	-0.313135	-0.036095	0.009365	0.020669	-0.416933	0.018023	0.908523	-0.071091	-0.396406	0.098611	0.909991	
3	0.948905	-0.313359	-0.036026	0.009330	0.021073	-0.413105	0.017833	0.910265	-0.069116	-0.392647	0.097651	0.911875	
4	0.948838	-0.313574	-0.035935	0.009298	0.021520	-0.409333	0.017584	0.911962	-0.067210	-0.389069	0.096755	0.913645	
5	0.948775	-0.313779	-0.035825	0.009273	0.022006	-0.405703	0.017286	0.913576	-0.065408	-0.385797	0.095929	0.915249	
6	0.948716	-0.313972	-0.035697	0.009254	0.022521	-0.402299	0.016949	0.915075	-0.063746	-0.382943	0.095173	0.916642	
7	0.948661	-0.314154	-0.035555	0.009246	0.023055	-0.399191	0.016587	0.916428	-0.062250	-0.380594	0.094488	0.917794	
8	0.948610	-0.314326	-0.035402	0.009250	0.023598	-0.396432	0.016210	0.917618	-0.060933	-0.378793	0.093875	0.918690	
9	0.948561	-0.314489	-0.035242	0.009269	0.024140	-0.394058	0.015833	0.918632	-0.059798	-0.377556	0.093332	0.919329	
10	0.948515	-0.314644	-0.035081	0.009305	0.024667	-0.392094	0.015466	0.919464	-0.058844	-0.376878	0.092854	0.919716	
11	0.948471	-0.314795	-0.034922	0.009360	0.025167	-0.390542	0.015116	0.920117	-0.058058	-0.376725	0.092437	0.919871	
12	0.948427	-0.314943	-0.034770	0.009436	0.025628	-0.389385	0.014791	0.920600	-0.057416	-0.377028	0.092078	0.919823	
13	0.948382	-0.315089	-0.034627	0.009534	0.026043	-0.388591	0.014492	0.920928	-0.056891	-0.377711	0.091772	0.919606	
14	0.948337	-0.315237	-0.034497	0.009654	0.026398	-0.388122	0.014218	0.921120	-0.056455	-0.378698	0.091515	0.919253	
15	0.948290	-0.315386	-0.034380	0.009794	0.026686	-0.387932	0.013963	0.921196	-0.056075	-0.379906	0.091302	0.918798	
16	0.948242	-0.315537	-0.034276	0.009955	0.026901	-0.387961	0.013722	0.921181	-0.055719	-0.381254	0.091131	0.918279	
17	0.948192	-0.315690	-0.034185	0.010133	0.027037	-0.388158	0.013483	0.921098	-0.055359	-0.382680	0.090997	0.917720	
18	0.948141	-0.315845	-0.034105	0.010325	0.027086	-0.388478	0.013233	0.920965	-0.054974	-0.384148	0.090898	0.917140	
19	0.948091	-0.315999	-0.034032	0.010527	0.027044	-0.388882	0.012961	0.920800	-0.054547	-0.385635	0.090833	0.916548	
