

Sample #	C7_X	C7_Y	C7_Z	T8_X	T8_Y	T8_Z	EL_X	EL_Y	EL_Z	EM_X	EM_Y	EM_Z	US_X	US_Y	US_Z	RS_X	RS_Y	RS_Z	AA_X	AA_Y	AA_Z	Fore_Clus_1_X	Fore_Clus_1_Y	Fore_Clus_1_Z	Fore_Clus_2_X	Fore_Clus_2_Y	Fore_Clus_2_Z	Fore_Clus_3_X	Fore_Clus_3_Y	Fore_Clus_3_Z	Fore_Clus_4_X	Fore_Clus_4_Y	Fore_Clus_4_Z	Hum_Clus_1_X	Hum_Clus_1_Y	Hum_Clus_1_Z	Hum_Clus_2_X	Hum_Clus_2_Y	Hum_Clus_2_Z	Hum_Clus_3_X	Hum_Clus_3_Y	Hum_Clus_3_Z	Hum_Clus_4_X	Hum_Clus_4_Y	Hum_Clus_4_Z	Thor_Clus_1_X	Thor_Clus_1_Y	Thor_Clus_1_Z	Thor_Clus_2_X	Thor_Clus_2_Y	Thor_Clus_2_Z	Thor_Clus_3_X	Thor_Clus_3_Y	Thor_Clus_3_Z	Thor_Clus_4_X	Thor_Clus_4_Y	Thor_Clus_4_Z	IJ_X	IJ_Y	IJ_Z	PX_X	PX_Y	PX_Z	GH_X	GH_Y	GH_Z	Thor_Clus_5_X	Thor_Clus_5_Y	Thor_Clus_5_Z	
10	-0.059706	1.556735	-0.051014	-0.090249	1.319565	-0.131313	-0.267158	1.155919	0.096476	-0.237064	1.148321	0.035357	-0.229291	0.895703	0.152583	-0.168172	0.899374	0.158443	-0.221558	1.484090	0.063008	-0.242364	0.951972	0.172689	-0.229894	0.900603	0.185266	-0.203580	0.908596	0.191438	-0.200612	0.965001	0.183465	-0.217404	1.257417	0.151967	-0.271479	1.267160	0.126973	-0.272530	1.330969	0.128182	-0.216411	1.331326	0.145202	0.063223	1.452477	0.066265	0.024491	1.399869	0.120241	0.025172	1.449346	0.090558	0.078622	1.404240	0.085040	0.007564	1.466387	0.033999	0.046850	1.262170	0.074786	-0.197395	1.450779	0.069375	0.017490	1.421097	0.111583	
11	-0.059720	1.556669	-0.051016	-0.090283	1.319503	-0.131321	-0.267390	1.155876	0.096392	-0.237226	1.148253	0.035309	-0.229937	0.895652	0.152602	-0.168827	0.899255	0.158589	-0.221571	1.484030	0.063011	-0.243086	0.951914	0.172721	-0.230586	0.900537	0.185310	-0.204250	0.908487	0.191546	-0.201192	0.964881	0.183521	-0.217627	1.257348	0.151943	-0.271685	1.267114	0.126866	-0.272683	1.330933	0.128078	-0.216604	1.331221	0.145195	0.063235	1.452473	0.066336	0.024459	1.399781	0.120212	0.025173	1.449269	0.090554	0.078609	1.404177	0.085018	0.007548	1.466313	0.033991	0.046824	1.262092	0.074769	-0.197398	1.450688	0.069350	0.017480	1.421021	0.111576	
12	-0.059729	1.556607	-0.051012	-0.090315	1.319451	-0.131336	-0.267611	1.155832	0.096303	-0.237375	1.148184	0.035260	-0.230541	0.895607	0.152639	-0.169440	0.899150	0.158755	-0.221584	1.483973	0.063014	-0.243591	0.951833	0.172700	-0.231228	0.900524	0.185368	-0.204841	0.908421	0.191563	-0.201796	0.964822	0.183610	-0.217833	1.257284	0.151913	-0.271866	1.267083	0.126766	-0.272835	1.330901	0.127964	-0.216750	1.331167	0.145161	0.063190	1.452400	0.066310	0.024436	1.399691	0.120205	0.025158	1.449225	0.090565	0.078586	1.404106	0.085011	0.007533	1.466239	0.033985	0.046793	1.262011	0.074745	-0.197403	1.450597	0.069317	0.017489	1.420911	0.111541	
13	-0.059733	1.556554	-0.051001	-0.090344	1.319413	-0.131361	-0.267820	1.155788	0.096214	-0.237509	1.148114	0.035211	-0.231103	0.895565	0.152694	-0.170012	0.899057	0.158935	-0.221595	1.483919	0.063014	-0.244114	0.951819	0.172686	-0.231825	0.900503	0.185429	-0.205385	0.908382	0.191601	-0.202400	0.964791	0.183721	-0.218035	1.257203	0.151876	-0.272053	1.267054	0.126670	-0.272966	1.330865	0.127855	-0.216886	1.331099	0.145127	0.063190	1.452347	0.066310	0.024411	1.399626	0.120195	0.025155	1.449173	0.090559	0.078572	1.404037	0.084999	0.007520	1.466165	0.033982	0.046758	1.261927	0.074711	-0.197407	1.450509	0.069278	0.017483	1.420809	0.111504	
14	-0.059731	1.556508	-0.050983	-0.090365	1.319389	-0.131400	-0.268016	1.155744	0.096125	-0.237628	1.148043	0.035164	-0.231623	0.895524	0.152766	-0.170542	0.898972	0.159132	-0.221605	1.483865	0.063008	-0.244659	0.951816	0.172720	-0.232328	0.900482	0.185447	-0.206090	0.908274	0.191819	-0.202883	0.964718	0.183793	-0.218218	1.257177	0.151859	-0.272192	1.267026	0.126585	-0.273101	1.330819	0.127736	-0.217013	1.331043	0.145091	0.063174	1.452285	0.066318	0.024279	1.399414	0.120071	0.025140	1.449121	0.090562	0.078539	1.403965	0.084986	0.007509	1.466092	0.033982	0.046721	1.261840	0.074665	-0.197407	1.450422	0.069231	0.017460	1.420738	0.111499	
15	-0.059720	1.556477	-0.050956	-0.090383	1.319388	-0.131450	-0.268195	1.155702	0.096038	-0.237730	1.147974	0.035118	-0.232102	0.895487	0.152853	-0.171031	0.898896	0.159336	-0.221613	1.483822	0.063001	-0.245190	0.951792	0.172751	-0.232913	0.900468	0.185536	-0.206676	0.908240	0.191962	-0.203371	0.964636	0.183895	-0.218374	1.257115	0.151823	-0.272334	1.266997	0.126505	-0.273221	1.330782	0.127637	-0.217122	1.330985	0.145036	0.063126	1.452216	0.066327	0.024249	1.399323	0.120060	0.025123	1.449042	0.090558	0.078521	1.403894	0.084959	0.007501	1.466025	0.033985	0.046681	1.261754	0.074606	-0.197407	1.450341	0.069180	0.017425	1.420638	0.111482	
16	-0.059702	1.556459	-0.050922	-0.090391	1.319408	-0.131516	-0.268357	1.155662	0.095956	-0.237816	1.147906	0.035079	-0.232539	0.895452	0.152956	-0.171478	0.898826	0.159551	-0.221620	1.483781	0.062987	-0.245613	0.951789	0.172806	-0.233469	0.900445	0.185596	-0.207199	0.908213	0.192133	-0.203798	0.964589	0.184018	-0.218523	1.257086	0.151775	-0.272437	1.266986	0.126431	-0.273322	1.330764	0.127542	-0.217237	1.330957	0.144997	0.063124	1.452157	0.066367	0.024223	1.399232	0.120027	0.025115	1.448990	0.090568	0.078543	1.403820	0.084844	0.007494	1.465962	0.033990	0.046640	1.261670	0.074532	-0.197401	1.450263	0.069122	0.017398	1.420556	0.111465	
17	-0.059677	1.556459	-0.050880	-0.090393	1.319453	-0.131597	-0.268500	1.155626	0.095881	-0.237884	1.147842	0.035044	-0.232934	0.895421	0.153072	-0.171883	0.898764	0.159772	-0.221624	1.483751	0.062967	-0.246008	0.951806	0.172891	-0.233948	0.900430	0.185718	-0.207653	0.908197	0.192274	-0.204217	0.964556	0.184172	-0.218659	1.257043	0.151769	-0.272543	1.266965	0.126360	-0.273419	1.330743	0.127454	-0.217353	1.330898	0.144947	0.063125	1.452098	0.066411	0.024181	1.399129	0.120007	0.025098	1.448913	0.090571	0.078481	1.403746	0.084928	0.007492	1.465908	0.033997	0.046597	1.261589	0.074444	-0.197392	1.450191	0.069062	0.017373	1.420461	0.111468	
18	-0.059643	1.556477	-0.050830	-0.090388	1.319525	-0.131693	-0.268621	1.155593	0.095814	-0.237934	1.147781	0.035017	-0.233287	0.895394	0.153201	-0.172245	0.898711	0.159998	-0.221625	1.483732	0.062944	-0.246346	0.951818	0.172998	-0.234339	0.900431	0.185855	-0.208045	0.908199	0.192440	-0.204572	0.964538	0.184316	-0.218804	1.257014	0.151738	-0.272629	1.266957	0.126294	-0.273507	1.330753	0.127340	-0.217444	1.330867	0.144883	0.063098	1.452024	0.066422	0.024145	1.399051	0.119986	0.025090	1.448849	0.090582	0.078422	1.403660	0.084996	0.007493	1.465864	0.034006	0.046553	1.261513	0.074340	-0.197379	1.450126	0.068998	0.017342	1.420387	0.111450	
19	-0.059604	1.556512	-0.050775	-0.090373	1.319620	-0.131805	-0.268721	1.155565	0.095758	-0.237967	1.147725	0.034998	-0.233597	0.895371	0.153343	-0.172565	0.898663	0.160231	-0.221625	1.483721	0.062913	-0.246644	0.951835	0.173070	-0.234721	0.900418	0.186011	-0.208415	0.908203	0.192610	-0.204998	0.964559	0.184493	-0.218941	1.256965	0.151692	-0.272726	1.266927	0.126204	-0.273583	1.330735	0.127255	-0.217546	1.330837	0.144829	0.063086	1.451945	0.066444	0.024107	1.398955	0.119968	0.025077	1.448788	0.090583	0.078457	1.403597	0.084868	0.007496	1.465830	0.034015	0.046509	1.261445	0.074220	-0.197360	1.450068	0.068932	0.017317	1.420297	0.111431	
20	-0.059556	1.556568	-0.050714	-0.090356	1.319742	-0.131928	-0.268796	1.155542	0.095713	-0.237981	1.147675	0.034988	-0.233865	0.895355	0.153495	-0.172841	0.898628	0.160466	-0.221621	1.483726	0.062880	-0.246913	0.951836	0.173150	-0.235013	0.900415	0.186154	-0.208728	0.908222	0.192782	-0.205280	0.964572	0.184626	-0.219061	1.256982	0.151643	-0.272792	1.266918	0.126117	-0.273643	1.330735	0.127132	-0.217635	1.330818	0.144774	0.063091	1.451904	0.066457	0.024188	1.399043	0.120026	0.025057	1.448711	0.090563	0.078434	1.403520	0.084852	0.007504	1.465807	0.034025	0.046463	1.261384	0.074087	-0.197340	1.450020	0.068865	0.017306	1.420236	0.111412	
21	-0.059505	1.556638	-0.050650	-0.090332	1.319885	-0.132064	-0.268850	1.155524	0.095681	-0.237980	1.147630	0.034987	-0.234090	0.895345	0.153659	-0.173074	0.898601	0.160708	-0.221616	1.483738	0.062840	-0.247171	0.951843	0.173246	-0.235284	0.900418	0.186307	-0.209002	0.908221	0.192981	-0.205567	0.964616	0.184784	-0.219186	1.256950	0.151616	-0.272871	1.266886	0.126022	-0.273711	1.330710	0.127027	-0.217738	1.330808	0.144720	0.063087	1.451836	0.066465	0.024175	1.398978	0.119987	0.024898	1.448514	0.090527	0.078434	1.403460	0.084825	0.007513	1.465795	0.034034	0.046419	1.261332	0.073941	-0.197314	1.449979	0.068796	0.017280	1.420167	0.111382	
22	-0.059449	1.556724	-0.050585	-0.090306	1.320046	-0.132208	-0.268879	1.155510	0.095663	-0.237962	1.147590	0.034996	-0.234271	0.895342	0.153833	-0.173263	0.898587	0.160955	-0.221608	1.483764	0.062797	-0.247361	0.951866	0.173349	-0.235500	0.900446	0.186438	-0.209187	0.908226	0.193171	-0.205790	0.964691	0.184941	-0.219273	1.256966	0.151611	-0.272923	1.266892	0.125937	-0.273762	1.330720	0.126918	-0.217820	1.330805	0.144677	0.063106	1.451788	0.066456	0.024102	1.398831	0.119858	0.024916	1.448481	0.090495	0.078412	1.403387	0.084788	0.007525	1.465794	0.034041	0.046374	1.261288	0.073786	-0.197287	1.449946	0.068727	0.017282	1.420098	0.111331	
23	-0.059390	1.556821	-0.050520	-0.090279	1.320222	-0.132357	-0.268885	1.155500	0.095657	-0.237927	1.147555	0.035014	-0.234409	0.895348	0.154017	-0.173408	0.898586	0.161209	-0.221599	1.483801	0.062753	-0.247535	0.951889	0.173493	-0.235694	0.900483	0.186625	-0.209379	0.908239	0.193356	-0.205937	0.964705	0.185100	-0.219349	1.256968	0.151607	-0.272962	1.266880	0.125855	-0.273805	1.330708	0.126820	-0.217896	1.330799	0.144629	0.063123	1.451752	0.066440	0.024048	1.398696	0.119754	0.024897	1.448398	0.090457	0.078432	1.403325	0.084775	0.007538	1.465802	0.034046	0.046328	1.261253	0.073624	-0.197258	1.449923	0.068659	0.017259	1.420041	0.111299	
24	-0.059331	1.556924	-0.050458	-0.090250	1.320404	-0.132510	-0.268870	1.155492	0.095664	-0.237877	1.147524	0.035043	-0.234502	0.895360	0.154214	-0.173509	0.898597	0.161472	-0.221589	1.483842	0.062704	-0.247644	0.951941	0.173650	-0.235813	0.900534	0.186828	-0.209468	0.908267	0.193662	-0.206034	0.964735	0.185247	-0.219382	1.256993	0.151597	-0.272971	1.266893	0.125775	-0.273821	1.330703	0.126731	-0.217940	1.330817	0.144587	0.063152	1.451699	0.066446	0.024041	1.398658	0.119727	0.024916	1.448370	0.090446	0.078290	1.403222	0.084663	0.007552	1.465817	0.034048	0.046284	1.261224	0.073459	-0.197228	1.449904	0.068589	0.017252	1.419993	0.111268	
25	-0.059270	1.557033	-0.050400	-0.090226	1.320589	-0.132660	-0.268832	1.155487	0.095682	-0.237812	1.147497	0.035077	-0.234551	0.895382	0.154420	-0.173566	0.898624	0.161742	-0.221577	1.483896	0.062657	-0.247717	0.951950	0.173802	-0.235914	0.900566	0.187051	-0.209638	0.908343	0.193799	-0.206124	0.964755	0.185444	-0.219437	1.257002	0.151600	-0.272994	1.266876	0.125726	-0.273834	1.330702	0.126646	-0.217974	1.330814	0.144551	0.063169	1.451655	0.066433	0.024026	1.398597	0.119701	0.024891	1.448295	0.090423	0.078287	1.403153	0.084646	0.007567	1.465837	0.034047	0.046238	1.261202	0.073296	-0.197200	1.449894	0.068521	0.017240	1.419930	0.111245	
26	-0.059211	1.557138	-0.050350	-0.090202	1.320768	-0.132808	-0.268775	1.155482	0.095711	-0.237734	1.147470	0.035121	-0.234557	0.895409	0.154639	-0.173580	0.898662	0.162024	-0.221566	1.483949	0.062605	-0.247741	0.951993	0.173959	-0.235971	0.900658	0.187351	-0.209683	0.908386	0.194029	-0.206167	0.964808	0.185640	-0.219434	1.257021	0.151589	-0.272976	1.266881	0.125690	-0.273826	1.330702	0.126576	-0.217977	1.330830	0.144502	0.063173	1.451682	0.066509	0.024023	1.398546	0.119652	0.024890	1.448253	0.090417	0.078283	1.403101	0.084615	0.007582	1.465859	0.034042	0.046193	1.261183	0.073137	-0.197172	1.449886	0.068450	0.017237	1.419872	0.111221	
27	-0.059154	1.557239	-0.050308	-0.090182	1.320937	-0.132947	-0.268700	1.155476	0.095749	-0.237642	1.147444	0.035169	-0.234518	0.895443	0.154868	-0.173550	0.898714	0.162316	-0.221554	1.484007	0.062554	-0.247708	0.952043	0.174122	-0.235979	0.900718	0.187599	-0.209698	0.908422	0.194264	-0.206189	0.964874	0.185853	-0.219396	1.257032	0.151589	-0.272945	1.266879	0.125661	-0.273803	1.330705	0.126528	-0.217961	1.330841	0.144470	0.063160	1.451769	0.066645	0.024004	1.398507	0.119632	0.024885	1.448210	0.090404	0.078278	1.403056	0.084608	0.007596	1.465882	0.034033	0.046147	1.261167	0.072988	-0.197147	1.449883	0.068379	0.017176	1.419819	0.111194	
28	-0.059098	1.557330	-0.050277	-0.090167	1.321090	-0.133076	-0.268608	1.155469	0.095793	-0.237536	1.147419	0.035223	-0.234437	0.895484	0.155109	-0.173478	0.898779	0.162618	-0.221542	1.484066	0.062501	-0.247618	0.952095	0.174281	-0.235930	0.900785	0.187834	-0.209630	0.908515	0.194506	-0.206147	0.964941	0.186077	-0.219335	1.257061	0.151593	-0.272888	1.266890	0.125645	-0.273754	1.330716	0.126486	-0.217916	1.330870	0.144441	0.063144	1.451701	0.066611	0.023985	1.398472	0.119609	0.024876	1.448183	0.090375	0.078258	1.403001	0.084594	0.007610	1.465902	0.034021	0.046101	1.261153	0.072851	-0.197126	1.449882	0.068307	0.017240	1.419722	0.111165	
29	-0.059046	1.557407	-0.050259	-0.090151	1.321219	-0.133194	-0.268502	1.155460	0.095844	-0.237420	1.147390	0.035282	-0.234314	0.895527	0.155363	-0.173364	0.898853	0.162934	-0.221532	1.484119	0.062443	-0.247521	0.952123	0.174489	-0.235839	0.900836	0.188053	-0.209541	0.908588	0.194769	-0.206092	0.965006	0.186307	-0.219280	1.257090	0.151604	-0.272821	1.266877	0.125645	-0.273713	1.330693	0.126463	-0.217876	1.330898	0.144433	0.063169	1.451682	0.066593	0.023953	1.398442	0.119588	0.024877	1.448142	0.090356	0.078251	1.402962	0.084566	0.007622	1.465917	0.034003	0.046057	1.261137	0.072730	-0.197106	1.449881	0.068230	0.017189	1.419701	0.111143	
30	-0.058995	1.557470	-0.050253	-0.090142	1.321325	-0.133296	-0.268383	1.155448	0.095897	-0.237290	1.147361	0.035342	-0.234150	0.895576	0.155626	-0.173210	0.898939	0.163258	-0.221521	1.484173	0.062385	-0.247386	0.952168	0.174697	-0.235689	0.900908	0.188304	-0.209372	0.908657	0.195074	-0.205970	0.965104	0.186522	-0.219187	1.257118	0.151612	-0.272746	1.266883	0.125644	-0.273649	1.330704	0.126428	-0.217796	1.330919	0.144389	0.063145	1.451625	0.066544	0.024047	1.398318	0.119346	0.024884	1.448129	0.090314	0.078237	1.402928	0.084558	0.007635	1.465927	0.033982	0.046012	1.261122	0.072629	-0.197091	1.449883	0.068152	0.017199	1.419650	0.111099	
31	-0.058948	1.557515	-0.050264	-0.090131	1.321402	-0.133385	-0.268254	1.155434	0.095952	-0.237151	1.147329	0.035405	-0.233948	0.895626	0.155902	-0.173018	0.899031	0.163596	-0.221511	1.484219	0.062321	-0.247230	0.952208	0.174910	-0.235504	0.900944	0.188547	-0.209212	0.908739	0.195375	-0.205840	0.965185	0.186743	-0.219093	1.257140	0.151626	-0.272664	1.266881	0.125666	-0.273594	1.330699	0.126417	-0.217742	1.330950	0.144395	0.063146	1.451611	0.066537	0.023956	1.398360	0.119435	0.024857	1.448085	0.090267	0.078229	1.402901	0.084523	0.007645	1.465931	0.033957	0.045970	1.261105	0.072547	-0.197076	1.449883	0.068067	0.017173	1.419634	0.111067	
32	-0.058902	1.557543	-0.050289	-0.090120	1.321452	-0.133459	-0.268116	1.155418	0.096007	-0.237000	1.147294	0.035469	-0.233709	0.895679	0.156186	-0.172789	0.899132	0.163942	-0.221502	1.484261	0.062253	-0.247050	0.952243	0.175127	-0.235253	0.900988	0.188771	-0.209031	0.908850	0.195713	-0.205661	0.965278	0.187042	-0.218977	1.257191	0.151648	-0.272567	1.266885	0.125671	-0.273526	1.330705	0.126398	-0.217652	1.330983	0.144352	0.063155	1.451600	0.066510	0.023981	1.398310	0.119316	0.024975	1.448234	0.090345	0.078218	1.402876	0.084489	0.007656	1.465929	0.033927	0.045930	1.261088	0.072487	-0.197062	1.449883	0.067979	0.017179	1.419616	0.111026	
33	-0.058858	1.557555	-0.050329	-0.090109	1.321476	-0.133518	-0.267971	1.155401	0.096061	-0.236839	1.147259	0.035533	-0.233436	0.895735	0.156478	-0.172527	0.899240	0.164297	-0.221493	1.484299	0.062180	-0.246847	0.952294	0.175369	-0.235019	0.901053	0.189008	-0.208839	0.908941	0.196024	-0.205500	0.965352	0.187300	-0.218874	1.257227	0.151654	-0.272470	1.266886	0.125677	-0.273450	1.330716	0.126379	-0.217571	1.331017	0.144324	0.063153	1.451605	0.066476	0.023896	1.398348	0.119386	0.024875	1.448099	0.090219	0.078212	1.402876	0.084468	0.007667	1.465923	0.033894	0.045892	1.261072	0.072449	-0.197050	1.449885	0.067885	0.017139	1.419636	0.111002	
