Mhairi	// User ID
21-5-2024	// Evaluation date
P5_JA_Fast	20-5-2024	13:28:23:480	// Source file name and timestamp
100.000	// Sampling rate
81.118	// Data capture period



Sample #	IMU3_Q0	IMU3_Q1	IMU3_Q2	IMU3_Q3	IMU2_Q0	IMU2_Q1	IMU2_Q2	IMU2_Q3	IMU1_Q0	IMU1_Q1	IMU1_Q2	IMU1_Q3	
0	0.097240	-0.035665	-0.156909	-0.982167	0.079238	0.267555	-0.068213	-0.957853	0.900854	-0.222154	0.342063	0.148671	
1	0.097452	-0.036402	-0.157231	-0.982067	0.079057	0.266491	-0.068331	-0.958156	0.900595	-0.221864	0.342874	0.148802	
2	0.097763	-0.037145	-0.157597	-0.981950	0.078923	0.265331	-0.068471	-0.958479	0.900330	-0.221604	0.343678	0.148937	
3	0.098167	-0.037931	-0.158035	-0.981809	0.078833	0.264069	-0.068641	-0.958823	0.900061	-0.221368	0.344473	0.149081	
4	0.098666	-0.038768	-0.158502	-0.981651	0.078777	0.262718	-0.068831	-0.959185	0.899794	-0.221156	0.345240	0.149230	
5	0.099253	-0.039696	-0.159022	-0.981471	0.078754	0.261282	-0.069046	-0.959564	0.899532	-0.220961	0.345979	0.149389	
6	0.099928	-0.040737	-0.159579	-0.981269	0.078758	0.259775	-0.069285	-0.959955	0.899278	-0.220777	0.346683	0.149557	
7	0.100691	-0.041908	-0.160150	-0.981049	0.078786	0.258215	-0.069542	-0.960355	0.899036	-0.220601	0.347345	0.149734	
8	0.101540	-0.043244	-0.160759	-0.980804	0.078838	0.256615	-0.069823	-0.960759	0.898805	-0.220425	0.347974	0.149924	
9	0.102480	-0.044741	-0.161356	-0.980541	0.078909	0.255002	-0.070117	-0.961161	0.898587	-0.220249	0.348563	0.150120	
10	0.103508	-0.046421	-0.161961	-0.980255	0.079002	0.253390	-0.070427	-0.961557	0.898379	-0.220068	0.349125	0.150326	
11	0.104629	-0.048280	-0.162554	-0.979948	0.079115	0.251798	-0.070748	-0.961943	0.898178	-0.219882	0.349666	0.150538	
12	0.105846	-0.050305	-0.163110	-0.979623	0.079245	0.250244	-0.071072	-0.962313	0.897982	-0.219694	0.350194	0.150753	
13	0.107156	-0.052497	-0.163652	-0.979275	0.079394	0.248737	-0.071402	-0.962667	0.897784	-0.219504	0.350728	0.150970	
14	0.108564	-0.054821	-0.164133	-0.978912	0.079558	0.247289	-0.071724	-0.963003	0.897581	-0.219321	0.351270	0.151182	
15	0.110066	-0.057266	-0.164577	-0.978530	0.079736	0.245901	-0.072039	-0.963320	0.897365	-0.219149	0.351839	0.151390	
16	0.111662	-0.059799	-0.164971	-0.978131	0.079925	0.244573	-0.072341	-0.963620	0.897132	-0.218998	0.352441	0.151587	
17	0.113347	-0.062384	-0.165299	-0.977720	0.080121	0.243302	-0.072620	-0.963904	0.896878	-0.218879	0.353083	0.151771	
18	0.115114	-0.065006	-0.165597	-0.977293	0.080322	0.242073	-0.072879	-0.964177	0.896596	-0.218797	0.353776	0.151942	
19	0.116957	-0.067617	-0.165830	-0.976857	0.080523	0.240883	-0.073107	-0.964441	0.896286	-0.218766	0.354514	0.152096	
20	0.118864	-0.070203	-0.166035	-0.976409	0.080722	0.239713	-0.073305	-0.964701	0.895944	-0.218791	0.355302	0.152236	
21	0.120825	-0.072733	-0.166212	-0.975953	0.080918	0.238554	-0.073471	-0.964959	0.895570	-0.218880	0.356134	0.152364	
22	0.122827	-0.075179	-0.166358	-0.975493	0.081108	0.237398	-0.073598	-0.965219	0.895166	-0.219037	0.357000	0.152482	
23	0.124855	-0.077536	-0.166519	-0.975024	0.081297	0.236232	-0.073695	-0.965481	0.894732	-0.219261	0.357900	0.152598	
24	0.126895	-0.079771	-0.166666	-0.974555	0.081483	0.235059	-0.073753	-0.965748	0.894274	-0.219555	0.358814	0.152715	
25	0.128932	-0.081882	-0.166842	-0.974082	0.081674	0.233875	-0.073779	-0.966017	0.893792	-0.219911	0.359741	0.152843	
26	0.130950	-0.083856	-0.167045	-0.973610	0.081875	0.232690	-0.073774	-0.966286	0.893292	-0.220324	0.360667	0.152991	
27	0.132937	-0.085678	-0.167268	-0.973144	0.082091	0.231515	-0.073735	-0.966553	0.892778	-0.220786	0.361582	0.153165	
28	0.134875	-0.087352	-0.167548	-0.972680	0.082334	0.230361	-0.073673	-0.966813	0.892252	-0.221281	0.362487	0.153376	
29	0.136754	-0.088859	-0.167845	-0.972230	0.082608	0.229251	-0.073579	-0.967060	0.891720	-0.221802	0.363371	0.153627	
30	0.138561	-0.090204	-0.168185	-0.971791	0.082925	0.228198	-0.073463	-0.967291	0.891181	-0.222333	0.364240	0.153928	
31	0.140286	-0.091380	-0.168550	-0.971370	0.083288	0.227219	-0.073322	-0.967501	0.890639	-0.222860	0.365094	0.154282	
32	0.141919	-0.092381	-0.168913	-0.970975	0.083703	0.226331	-0.073153	-0.967686	0.890094	-0.223373	0.365935	0.154687	
33	0.143451	-0.093219	-0.169293	-0.970604	0.084173	0.225535	-0.072963	-0.967846	0.889546	-0.223857	0.366777	0.155148	
34	0.144877	-0.093886	-0.169632	-0.970269	0.084695	0.224840	-0.072742	-0.967979	0.888995	-0.224306	0.367623	0.155655	
35	0.146190	-0.094400	-0.169941	-0.969968	0.085264	0.224233	-0.072494	-0.968088	0.888439	-0.224709	0.368486	0.156205	
36	0.147385	-0.094771	-0.170190	-0.969707	0.085873	0.223698	-0.072214	-0.968179	0.887878	-0.225060	0.369376	0.156789	
37	0.148459	-0.095015	-0.170345	-0.969492	0.086508	0.223214	-0.071897	-0.968258	0.887312	-0.225358	0.370296	0.157393	
38	0.149408	-0.095166	-0.170422	-0.969318	0.087155	0.222741	-0.071548	-0.968334	0.886738	-0.225596	0.371262	0.158007	
39	0.150233	-0.095244	-0.170366	-0.969192	0.087793	0.222243	-0.071156	-0.968420	0.886161	-0.225779	0.372268	0.158613	
40	0.150930	-0.095295	-0.170196	-0.969109	0.088405	0.221672	-0.070727	-0.968527	0.885581	-0.225903	0.373323	0.159199	
41	0.151500	-0.095355	-0.169896	-0.969067	0.088969	0.220980	-0.070257	-0.968667	0.885000	-0.225973	0.374422	0.159747	
42	0.151946	-0.095463	-0.169448	-0.969065	0.089461	0.220124	-0.069746	-0.968854	0.884425	-0.225991	0.375556	0.160242	
43	0.152266	-0.095673	-0.168892	-0.969091	0.089867	0.219053	-0.069204	-0.969098	0.883858	-0.225958	0.376725	0.160675	
44	0.152468	-0.096015	-0.168194	-0.969147	0.090163	0.217739	-0.068626	-0.969407	0.883307	-0.225880	0.377909	0.161030	
45	0.152553	-0.096536	-0.167400	-0.969219	0.090340	0.216152	-0.068025	-0.969789	0.882778	-0.225758	0.379103	0.161301	
46	0.152528	-0.097266	-0.166516	-0.969302	0.090386	0.214278	-0.067407	-0.970243	0.882275	-0.225597	0.380289	0.161484	
47	0.152400	-0.098221	-0.165550	-0.969392	0.090295	0.212120	-0.066778	-0.970769	0.881807	-0.225400	0.381450	0.161573	
48	0.152175	-0.099426	-0.164556	-0.969473	0.090071	0.209687	-0.066154	-0.971361	0.881376	-0.225169	0.382581	0.161575	
49	0.151866	-0.100867	-0.163519	-0.969548	0.089716	0.207016	-0.065538	-0.972008	0.880988	-0.224912	0.383661	0.161489	
50	0.151481	-0.102544	-0.162493	-0.969605	0.089243	0.204144	-0.064946	-0.972699	0.880643	-0.224629	0.384686	0.161326	
