Mhairi	// User ID
20-6-2024	// Evaluation date
P15_ADL	7-6-2024	09:18:36:402	// Source file name and timestamp
100.000	// Sampling rate
326.846	// Data capture period



Sample #	IMU1_Q0	IMU1_Q1	IMU1_Q2	IMU1_Q3	IMU2_Q0	IMU2_Q1	IMU2_Q2	IMU2_Q3	IMU3_Q0	IMU3_Q1	IMU3_Q2	IMU3_Q3	
0	0.957188	-0.288928	0.012550	0.012445	0.058864	-0.621468	0.022626	0.780897	-0.033741	-0.492674	0.151311	0.856294	
1	0.957422	-0.288189	0.011566	0.012514	0.059328	-0.622471	0.021756	0.780088	-0.032986	-0.493612	0.150405	0.855942	
2	0.957652	-0.287453	0.010684	0.012600	0.059817	-0.623392	0.020836	0.779340	-0.032159	-0.494482	0.149431	0.855642	
3	0.957876	-0.286729	0.009900	0.012701	0.060316	-0.624232	0.019872	0.778654	-0.031266	-0.495294	0.148395	0.855386	
4	0.958093	-0.286022	0.009211	0.012810	0.060814	-0.624993	0.018870	0.778029	-0.030315	-0.496059	0.147302	0.855166	
5	0.958302	-0.285336	0.008612	0.012925	0.061300	-0.625677	0.017837	0.777465	-0.029327	-0.496785	0.146163	0.854974	
6	0.958501	-0.284675	0.008099	0.013037	0.061770	-0.626284	0.016779	0.776963	-0.028323	-0.497475	0.144989	0.854807	
7	0.958691	-0.284043	0.007667	0.013142	0.062217	-0.626816	0.015704	0.776520	-0.027313	-0.498127	0.143785	0.854663	
8	0.958870	-0.283443	0.007313	0.013233	0.062640	-0.627274	0.014621	0.776138	-0.026310	-0.498736	0.142558	0.854545	
9	0.959039	-0.282874	0.007033	0.013306	0.063043	-0.627657	0.013535	0.775815	-0.025338	-0.499294	0.141320	0.854454	
10	0.959198	-0.282338	0.006824	0.013355	0.063432	-0.627964	0.012454	0.775553	-0.024415	-0.499791	0.140080	0.854395	
11	0.959347	-0.281833	0.006683	0.013377	0.063813	-0.628196	0.011384	0.775350	-0.023548	-0.500213	0.138843	0.854374	
12	0.959487	-0.281359	0.006609	0.013372	0.064194	-0.628354	0.010331	0.775206	-0.022746	-0.500548	0.137617	0.854398	
13	0.959618	-0.280914	0.006600	0.013337	0.064587	-0.628437	0.009300	0.775119	-0.022029	-0.500787	0.136411	0.854470	
14	0.959740	-0.280496	0.006653	0.013277	0.065000	-0.628447	0.008295	0.775088	-0.021406	-0.500922	0.135233	0.854594	
15	0.959855	-0.280104	0.006765	0.013194	0.065438	-0.628387	0.007319	0.775109	-0.020875	-0.500948	0.134086	0.854773	
16	0.959962	-0.279737	0.006933	0.013094	0.065908	-0.628260	0.006377	0.775180	-0.020440	-0.500866	0.132978	0.855004	
17	0.960063	-0.279392	0.007152	0.012983	0.066413	-0.628072	0.005470	0.775296	-0.020111	-0.500683	0.131917	0.855283	
18	0.960156	-0.279070	0.007414	0.012871	0.066949	-0.627829	0.004598	0.775453	-0.019885	-0.500410	0.130907	0.855604	
19	0.960242	-0.278771	0.007714	0.012765	0.067512	-0.627537	0.003765	0.775645	-0.019752	-0.500061	0.129950	0.855956	
20	0.960320	-0.278495	0.008040	0.012674	0.068092	-0.627205	0.002972	0.775866	-0.019709	-0.499657	0.129051	0.856330	
21	0.960391	-0.278244	0.008384	0.012607	0.068678	-0.626840	0.002217	0.776112	-0.019757	-0.499218	0.128215	0.856710	
22	0.960453	-0.278021	0.008734	0.012570	0.069255	-0.626449	0.001501	0.776378	-0.019884	-0.498769	0.127444	0.857084	
23	0.960506	-0.277826	0.009079	0.012571	0.069805	-0.626041	0.000825	0.776659	-0.020073	-0.498331	0.126736	0.857439	
24	0.960549	-0.277664	0.009405	0.012612	0.070310	-0.625623	0.000188	0.776951	-0.020319	-0.497927	0.126092	0.857763	
25	0.960582	-0.277536	0.009703	0.012695	0.070755	-0.625198	-0.000410	0.777252	-0.020616	-0.497574	0.125516	0.858045	
26	0.960604	-0.277446	0.009961	0.012819	0.071122	-0.624773	-0.000970	0.777560	-0.020949	-0.497289	0.125004	0.858277	
27	0.960615	-0.277394	0.010169	0.012982	0.071397	-0.624351	-0.001491	0.777873	-0.021302	-0.497078	0.124553	0.858456	
28	0.960614	-0.277382	0.010322	0.013178	0.071569	-0.623933	-0.001974	0.778191	-0.021669	-0.496948	0.124161	0.858578	
29	0.960602	-0.277410	0.010412	0.013400	0.071632	-0.623521	-0.002421	0.778514	-0.022049	-0.496900	0.123828	0.858645	
30	0.960579	-0.277478	0.010437	0.013638	0.071584	-0.623116	-0.002831	0.778841	-0.022428	-0.496926	0.123549	0.858660	
31	0.960545	-0.277583	0.010398	0.013884	0.071425	-0.622720	-0.003205	0.779172	-0.022798	-0.497019	0.123318	0.858630	
32	0.960502	-0.277723	0.010296	0.014127	0.071162	-0.622332	-0.003544	0.779504	-0.023162	-0.497166	0.123133	0.858562	
33	0.960451	-0.277894	0.010137	0.014358	0.070805	-0.621952	-0.003849	0.779838	-0.023525	-0.497354	0.122992	0.858463	
34	0.960393	-0.278090	0.009927	0.014567	0.070366	-0.621585	-0.004122	0.780169	-0.023881	-0.497569	0.122889	0.858343	
35	0.960331	-0.278305	0.009677	0.014747	0.069861	-0.621232	-0.004362	0.780495	-0.024233	-0.497796	0.122818	0.858212	
36	0.960265	-0.278535	0.009397	0.014894	0.069306	-0.620895	-0.004573	0.780811	-0.024593	-0.498024	0.122779	0.858075	
37	0.960197	-0.278771	0.009099	0.015004	0.068719	-0.620579	-0.004757	0.781113	-0.024970	-0.498242	0.122768	0.857939	
38	0.960130	-0.279008	0.008798	0.015076	0.068116	-0.620287	-0.004914	0.781396	-0.025364	-0.498442	0.122779	0.857810	
39	0.960065	-0.279241	0.008505	0.015113	0.067512	-0.620024	-0.005047	0.781656	-0.025783	-0.498618	0.122807	0.857691	
40	0.960002	-0.279463	0.008233	0.015119	0.066922	-0.619792	-0.005161	0.781891	-0.026239	-0.498769	0.122850	0.857583	
41	0.959944	-0.279671	0.007997	0.015100	0.066356	-0.619592	-0.005257	0.782097	-0.026739	-0.498894	0.122905	0.857487	
42	0.959890	-0.279862	0.007805	0.015064	0.065822	-0.619424	-0.005339	0.782274	-0.027279	-0.498991	0.122962	0.857406	
43	0.959842	-0.280034	0.007669	0.015020	0.065324	-0.619286	-0.005410	0.782425	-0.027860	-0.499061	0.123018	0.857338	
44	0.959799	-0.280186	0.007596	0.014978	0.064867	-0.619172	-0.005474	0.782553	-0.028488	-0.499106	0.123069	0.857284	
45	0.959760	-0.280320	0.007593	0.014946	0.064450	-0.619074	-0.005535	0.782664	-0.029160	-0.499123	0.123109	0.857245	
46	0.959726	-0.280436	0.007665	0.014934	0.064069	-0.618983	-0.005595	0.782767	-0.029859	-0.499110	0.123129	0.857226	
47	0.959695	-0.280537	0.007813	0.014949	0.063723	-0.618885	-0.005658	0.782872	-0.030580	-0.499061	0.123125	0.857230	
48	0.959666	-0.280628	0.008039	0.014996	0.063408	-0.618766	-0.005728	0.782991	-0.031318	-0.498969	0.123096	0.857261	
49	0.959637	-0.280712	0.008340	0.015079	0.063119	-0.618611	-0.005805	0.783136	-0.032059	-0.498825	0.123035	0.857326	
50	0.959608	-0.280793	0.008714	0.015199	0.062850	-0.618406	-0.005892	0.783319	-0.032784	-0.498617	0.122936	0.857434	
51	0.959578	-0.280875	0.009155	0.015357	0.062599	-0.618136	-0.005989	0.783551	-0.033483	-0.498335	0.122801	0.857590	
52	0.959544	-0.280962	0.009658	0.015549	0.062365	-0.617789	-0.006096	0.783843	-0.034151	-0.497967	0.122632	0.857802	
53	0.959507	-0.281057	0.010214	0.015772	0.062144	-0.617356	-0.006214	0.784201	-0.034775	-0.497505	0.122429	0.858074	
54	0.959465	-0.281163	0.010814	0.016021	0.061935	-0.616832	-0.006338	0.784629	-0.035339	-0.496939	0.122194	0.858412	
55	0.959419	-0.281281	0.011450	0.016289	0.061739	-0.616215	-0.006467	0.785128	-0.035843	-0.496267	0.121934	0.858817	
56	0.959367	-0.281413	0.012110	0.016569	0.061559	-0.615508	-0.006598	0.785695	-0.036289	-0.495490	0.121660	0.859285	
57	0.959311	-0.281558	0.012785	0.016855	0.061393	-0.614721	-0.006728	0.786323	-0.036674	-0.494614	0.121378	0.859814	
58	0.959250	-0.281716	0.013464	0.017142	0.061243	-0.613864	-0.006850	0.787003	-0.036993	-0.493647	0.121096	0.860395	
59	0.959186	-0.281886	0.014137	0.017423	0.061109	-0.612955	-0.006960	0.787720	-0.037258	-0.492606	0.120826	0.861018	
60	0.959118	-0.282065	0.014795	0.017695	0.060992	-0.612012	-0.007055	0.788461	-0.037480	-0.491512	0.120583	0.861668	
61	0.959048	-0.282253	0.015429	0.017955	0.060890	-0.611057	-0.007129	0.789209	-0.037662	-0.490385	0.120372	0.862331	
62	0.958977	-0.282445	0.016031	0.018200	0.060799	-0.610112	-0.007178	0.789947	-0.037809	-0.489253	0.120202	0.862991	
63	0.958905	-0.282641	0.016597	0.018432	0.060718	-0.609198	-0.007199	0.790658	-0.037937	-0.488140	0.120083	0.863632	
64	0.958834	-0.282837	0.017121	0.018651	0.060642	-0.608334	-0.007189	0.791328	-0.038057	-0.487075	0.120022	0.864236	
65	0.958764	-0.283031	0.017602	0.018858	0.060566	-0.607539	-0.007147	0.791945	-0.038169	-0.486079	0.120020	0.864792	
66	0.958695	-0.283223	0.018038	0.019056	0.060484	-0.606826	-0.007070	0.792498	-0.038278	-0.485173	0.120076	0.865288	
67	0.958628	-0.283411	0.018431	0.019247	0.060391	-0.606204	-0.006961	0.792983	-0.038395	-0.484374	0.120192	0.865715	
68	0.958563	-0.283594	0.018783	0.019435	0.060284	-0.605675	-0.006821	0.793396	-0.038522	-0.483691	0.120364	0.866067	
69	0.958501	-0.283772	0.019099	0.019622	0.060157	-0.605241	-0.006652	0.793738	-0.038651	-0.483129	0.120583	0.866344	
70	0.958440	-0.283946	0.019384	0.019810	0.060007	-0.604896	-0.006457	0.794014	-0.038779	-0.482686	0.120842	0.866549	
71	0.958380	-0.284114	0.019645	0.020001	0.059836	-0.604629	-0.006241	0.794232	-0.038912	-0.482355	0.121133	0.866687	
72	0.958322	-0.284279	0.019888	0.020195	0.059642	-0.604426	-0.006008	0.794403	-0.039042	-0.482124	0.121446	0.866766	
73	0.958265	-0.284441	0.020120	0.020393	0.059428	-0.604275	-0.005763	0.794536	-0.039158	-0.481974	0.121767	0.866799	
74	0.958209	-0.284600	0.020349	0.020594	0.059196	-0.604156	-0.005510	0.794645	-0.039256	-0.481887	0.122087	0.866798	
75	0.958153	-0.284758	0.020581	0.020797	0.058953	-0.604053	-0.005257	0.794743	-0.039338	-0.481841	0.122398	0.866776	
76	0.958096	-0.284915	0.020822	0.021000	0.058705	-0.603949	-0.005007	0.794842	-0.039398	-0.481815	0.122692	0.866746	
77	0.958040	-0.285071	0.021075	0.021201	0.058456	-0.603831	-0.004763	0.794952	-0.039427	-0.481786	0.122959	0.866723	
78	0.957984	-0.285226	0.021345	0.021399	0.058213	-0.603685	-0.004530	0.795082	-0.039426	-0.481737	0.123194	0.866717	
79	0.957927	-0.285381	0.021633	0.021591	0.057984	-0.603503	-0.004312	0.795238	-0.039403	-0.481654	0.123399	0.866735	
80	0.957870	-0.285534	0.021938	0.021776	0.057773	-0.603279	-0.004110	0.795424	-0.039356	-0.481524	0.123569	0.866785	
81	0.957813	-0.285686	0.022260	0.021952	0.057583	-0.603013	-0.003924	0.795641	-0.039282	-0.481340	0.123703	0.866872	
82	0.957757	-0.285835	0.022597	0.022120	0.057417	-0.602704	-0.003756	0.795888	-0.039189	-0.481100	0.123806	0.866994	
83	0.957701	-0.285982	0.022945	0.022279	0.057278	-0.602357	-0.003605	0.796161	-0.039089	-0.480808	0.123883	0.867150	
84	0.957647	-0.286125	0.023299	0.022428	0.057165	-0.601978	-0.003471	0.796456	-0.038980	-0.480467	0.123938	0.867336	
85	0.957593	-0.286264	0.023656	0.022569	0.057074	-0.601577	-0.003350	0.796766	-0.038863	-0.480085	0.123974	0.867547	
86	0.957541	-0.286398	0.024010	0.022702	0.057003	-0.601163	-0.003242	0.797084	-0.038748	-0.479676	0.123999	0.867775	
87	0.957490	-0.286528	0.024357	0.022827	0.056948	-0.600744	-0.003145	0.797404	-0.038644	-0.479250	0.124020	0.868012	
88	0.957441	-0.286654	0.024693	0.022946	0.056903	-0.600331	-0.003054	0.797719	-0.038547	-0.478821	0.124040	0.868250	
89	0.957394	-0.286775	0.025014	0.023058	0.056861	-0.599931	-0.002967	0.798023	-0.038456	-0.478400	0.124063	0.868483	
